rodada;data;hora;time_casa;time_fora;gols_casa;gols_fora;tecnico_casa;tecnico_fora;estadio;stat_chutes_casa;stat_chutes_fora;stat_chutes_a_gol_casa;stat_chutes_a_gol_fora;stat_posse_de_bola_casa;stat_posse_de_bola_fora;stat_passes_casa;stat_passes_fora;stat_precisão_de_passe_casa;stat_precisão_de_passe_fora;stat_faltas_casa;stat_faltas_fora;stat_cartões_amarelos_casa;stat_cartões_amarelos_fora;stat_cartões_vermelhos_casa;stat_cartões_vermelhos_fora;stat_impedimentos_casa;stat_impedimentos_fora;stat_escanteios_casa;stat_escanteios_fora
22;14/08/2022;16:00;Ceará SC;Fortaleza;0;1;M. dos Santos Gonçalves;J. Vojvoda;Arena Castelão;13;12;3;6;65%;35%;483;266;78%;63%;9;13;3;4;0;0;2;1;4;8
22;14/08/2022;16:00;Flamengo;Athletico-PR;5;0;D. Silvestre Júnior;L. Scolari;Maracanã;19;5;13;3;70%;30%;571;260;91%;76%;13;14;3;2;0;0;0;1;12;4
22;14/08/2022;16:02;São Paulo;Bragantino;3;0;R. Ceni;M. Nogueira Barbieri;Morumbi;16;11;4;4;52%;48%;381;362;77%;82%;17;10;1;0;0;0;4;1;13;4
22;14/08/2022;18:03;América-MG;Santos;1;0;V. Carmo Mancini;L. Cirne Lima de Lorenzi;Estádio Raimundo Sampaio;16;11;5;2;39%;61%;343;541;68%;79%;16;9;1;0;0;0;1;1;6;6
22;14/08/2022;18:59;Internacional;Fluminense;3;0;L. Venker de Menezes;F. Diniz Silva;Estádio José Pinheiro Borda;15;8;5;0;32%;68%;295;628;80%;90%;21;12;1;1;0;0;1;2;6;5
23;20/ago;16:30;Atlético-MG;Goiás;0;1;A. Stival;J. Ribeiro Ventura;Mineirão;28;5;7;3;73%;27%;591;233;85%;63%;10;13;0;0;0;0;0;2;7;0
23;20/ago;19:00;Fluminense;Coritiba;5;2;F. Diniz Silva;A. Ferreira;Maracanã;15;7;6;3;64%;36%;571;334;88%;82%;13;13;1;2;0;0;1;3;11;3
23;21/ago;11:00;Juventude;Botafogo;2;2;U. Louzer Filho;L. Castro;Alfredo Jaconi;11;18;5;9;34%;66%;289;557;71%;86%;19;11;2;2;0;0;2;3;2;4
23;21/ago;16:00;Palmeiras;Flamengo;1;1;A. Moreira Ferreira;D. Silvestre Júnior;Allianz Parque;20;11;3;5;57%;43%;487;385;83%;76%;11;16;0;2;0;0;1;0;10;4
23;21/ago;18:00;Athletico-PR;América-MG;1;1;L. Scolari;V. Carmo Mancini;Estádio Joaquim Américo Guimarães;18;12;9;3;59%;41%;532;369;83%;75%;10;10;0;0;0;0;2;2;2;7
23;21/ago;18:00;Atlético-GO;Cuiabá;1;1;J. de Amorim Campos;A. Cardoso de Oliveira;Estádio Antônio Accioly;7;23;2;7;36%;64%;300;484;76%;88%;14;8;2;2;1;0;1;4;3;17
23;21/ago;18:00;Fortaleza;Corinthians;1;0;J. Vojvoda;V. de Oliveira Lopes Pereira;Arena Castelão;13;7;4;1;36%;64%;284;494;73%;81%;14;7;1;2;0;0;0;0;4;7
23;21/ago;18:00;Bragantino;Ceará SC;1;1;M. Nogueira Barbieri;J. Antonello;Nabizão;28;8;11;2;58%;42%;427;325;83%;73%;23;16;3;4;0;0;1;2;10;2
23;21/ago;19:00;Santos;São Paulo;1;0;L. Cirne Lima de Lorenzi;R. Ceni;Estádio Urbano Caldeira;13;18;5;6;28%;72%;269;669;77%;87%;12;9;4;2;0;0;1;0;5;9
23;22/ago;20:03;Avaí;Internacional;0;1;E. de Souza Barroca;L. Venker de Menezes;Ressacada;10;14;2;5;49%;51%;464;476;79%;80%;15;9;5;1;0;0;0;0;8;4
24;27/ago;16:30;Goiás;Atlético-GO;2;1;J. Ribeiro Ventura;J. de Amorim Campos;Estádio da Serrinha;15;10;6;2;30%;70%;211;486;72%;85%;14;9;2;2;1;1;1;1;3;3
24;27/ago;16:30;Coritiba;Avaí;1;0;A. Ferreira;E. de Souza Barroca;Couto Pereira;12;12;3;2;43%;57%;358;460;79%;85%;14;14;4;3;0;0;0;2;4;5
24;27/ago;19:00;Fluminense;Palmeiras;1;1;F. Diniz Silva;A. Moreira Ferreira;Maracanã;17;9;3;2;61%;39%;544;350;90%;82%;16;16;3;3;0;0;0;2;3;3
24;27/ago;21:00;Ceará SC;Athletico-PR;0;0;J. Antonello;L. Scolari;Arena Castelão;19;8;4;2;60%;40%;402;289;81%;73%;9;15;0;1;0;0;1;1;8;3
24;28/ago;16:02;São Paulo;Fortaleza;0;1;R. Ceni;J. Vojvoda;Morumbi;15;5;8;1;72%;28%;613;242;85%;64%;10;10;2;2;0;0;1;4;7;2
24;28/ago;16:00;América-MG;Atlético-MG;1;1;V. Carmo Mancini;A. Stival;Estádio Raimundo Sampaio;9;16;5;4;43%;57%;313;421;72%;78%;23;14;4;4;0;0;0;1;6;1
24;28/ago;18:00;Botafogo;Flamengo;0;1;L. Castro;D. Silvestre Júnior;Estádio Nilton Santos;14;6;4;1;45%;55%;417;502;80%;79%;19;14;3;2;0;0;0;2;3;4
24;28/ago;18:00;Cuiabá;Santos;0;0;A. Cardoso de Oliveira;L. Cirne Lima de Lorenzi;Arena Pantanal;21;7;7;1;46%;54%;366;451;77%;82%;13;6;0;0;0;0;0;4;14;2
24;29/ago;20:00;Internacional;Juventude;4;0;S. Lobo;U. Louzer Filho;Estádio José Pinheiro Borda;24;7;13;1;55%;45%;521;435;87%;82%;4;10;0;3;0;0;0;0;10;1
24;29/ago;21:30;Corinthians;Bragantino;1;0;V. de Oliveira Lopes Pereira;M. Nogueira Barbieri;Neo Química Arena;14;15;4;5;47%;53%;437;488;74%;81%;12;8;1;1;0;0;1;5;5;5
25;03/set;16:29;Juventude;Avaí;1;1;U. Louzer Filho;E. de Souza Barroca;Alfredo Jaconi;20;9;7;2;39%;61%;283;468;79%;86%;18;15;6;6;0;0;1;4;7;3
25;03/set;19:00;Bragantino;Palmeiras;2;2;M. Nogueira Barbieri;A. Moreira Ferreira;Nabizão;11;11;2;3;40%;60%;323;445;72%;77%;14;12;4;4;0;0;2;3;2;11
25;03/set;19:02;Athletico-PR;Fluminense;1;0;L. Scolari;F. Diniz Silva;Estádio Joaquim Américo Guimarães;7;12;2;3;26%;74%;241;699;72%;90%;15;7;2;0;0;0;1;0;6;3
25;03/set;20:30;América-MG;Coritiba;2;0;V. Carmo Mancini;A. Ferreira;Estádio Raimundo Sampaio;25;11;10;2;52%;48%;429;404;82%;79%;19;8;2;3;0;0;0;4;4;5
25;04/set;11:00;Flamengo;Ceará SC;1;1;D. Silvestre Júnior;L. González;Maracanã;15;6;6;1;63%;37%;483;296;86%;73%;12;19;3;6;1;1;0;2;12;7
25;04/set;16:01;Corinthians;Internacional;2;2;V. de Oliveira Lopes Pereira;L. Venker de Menezes;Neo Química Arena;12;14;4;4;49%;51%;493;485;82%;79%;10;14;2;2;0;0;2;1;2;8
25;04/set;16:01;Fortaleza;Botafogo;1;3;J. Vojvoda;L. Castro;Arena Castelão;15;17;4;9;57%;43%;386;291;74%;69%;15;14;1;2;0;0;2;1;5;9
25;04/set;18:00;Atlético-GO;Atlético-MG;0;2;E. Baptista;A. Stival;Estádio Antônio Accioly;12;12;2;7;49%;51%;451;484;83%;82%;12;6;1;2;0;0;1;3;5;3
25;04/set;18:59;Cuiabá;São Paulo;1;1;A. Cardoso de Oliveira;R. Ceni;Arena Pantanal;12;10;4;2;33%;67%;277;574;74%;87%;18;9;3;1;0;1;5;4;7;5
25;05/set;19:59;Santos;Goiás;1;2;L. Cirne Lima de Lorenzi;J. Ribeiro Ventura;Estádio Urbano Caldeira;24;9;8;4;67%;33%;516;270;84%;65%;8;16;1;2;0;0;1;0;13;2
26;07/set;17:00;Atlético-MG;Bragantino;1;1;A. Stival;M. Nogueira Barbieri;Mineirão;21;6;6;2;62%;38%;592;363;84%;80%;8;10;1;2;0;0;1;1;7;5
26;10/set;16:30;Internacional;Cuiabá;1;0;L. Venker de Menezes;B. Franco;Estádio José Pinheiro Borda;16;1;3;0;68%;32%;716;331;89%;72%;16;14;1;3;0;0;2;0;4;3
26;10/set;16:29;Ceará SC;Santos;2;1;L. González;L. Cirne Lima de Lorenzi;Arena Castelão;8;10;4;4;43%;57%;343;452;78%;84%;24;17;4;3;0;0;4;2;3;5
26;10/set;19:00;Fluminense;Fortaleza;2;1;F. Diniz Silva;J. Vojvoda;Maracanã;15;11;7;3;67%;33%;514;245;85%;72%;7;19;1;2;0;0;5;6;5;6
26;10/set;21:01;Palmeiras;Juventude;2;1;A. Moreira Ferreira;U. Louzer Filho;Allianz Parque;24;6;9;1;67%;33%;498;251;85%;65%;6;15;0;3;0;0;3;1;14;3
26;11/set;11:01;Avaí;Athletico-PR;1;1;E. de Souza Barroca;L. Scolari;Ressacada;15;9;3;2;70%;30%;550;250;85%;67%;17;20;3;3;0;1;1;1;7;2
26;11/set;11:02;Botafogo;América-MG;0;0;L. Castro;V. Carmo Mancini;Estádio Nilton Santos;20;12;5;2;47%;53%;366;421;76%;74%;11;20;1;5;0;0;1;3;6;11
26;11/set;16:03;São Paulo;Corinthians;1;1;R. Ceni;V. de Oliveira Lopes Pereira;Morumbi;13;18;3;7;43%;57%;355;473;74%;80%;11;14;3;1;0;0;1;3;3;7
26;11/set;16:02;Coritiba;Atlético-GO;2;0;A. Ferreira;E. Baptista;Couto Pereira;13;15;5;4;42%;58%;322;454;74%;85%;16;11;6;3;0;1;1;2;7;8
26;11/set;19:00;Goiás;Flamengo;1;1;J. Ribeiro Ventura;D. Silvestre Júnior;Estádio da Serrinha;7;15;4;6;28%;72%;219;548;73%;89%;14;14;3;1;0;0;1;0;4;9
27;17/set;16:32;Avaí;Atlético-MG;1;0;L. Cirne Lima de Lorenzi;A. Stival;Ressacada;9;13;4;3;39%;61%;307;458;72%;79%;16;20;4;3;0;0;2;1;2;10
27;17/set;19:00;Botafogo;Coritiba;2;0;L. Castro;A. Ferreira;Estádio Nilton Santos;12;18;4;2;54%;46%;420;347;80%;79%;12;17;2;4;0;0;1;3;5;10
27;18/set;11:01;Bragantino;Goiás;1;1;M. Nogueira Barbieri;J. Ribeiro Ventura;Nabizão;21;5;6;2;60%;40%;431;295;82%;72%;14;16;0;5;0;0;0;0;5;2
27;18/set;16:00;Flamengo;Fluminense;1;2;D. Silvestre Júnior;F. Diniz Silva;Maracanã;18;12;6;4;49%;51%;415;440;86%;84%;12;10;1;4;2;3;4;0;6;2
27;18/set;15:59;Ceará SC;São Paulo;0;2;L. González;R. Ceni;Arena Castelão;8;21;1;7;39%;61%;329;512;75%;84%;15;11;5;2;2;0;0;0;4;10
27;18/set;18:00;América-MG;Corinthians;1;0;V. Carmo Mancini;V. de Oliveira Lopes Pereira;Estádio Raimundo Sampaio;16;11;7;3;45%;55%;379;462;81%;81%;14;12;1;3;0;0;2;1;4;8
27;18/set;17:59;Juventude;Fortaleza;1;1;U. Louzer Filho;J. Vojvoda;Alfredo Jaconi;18;11;8;1;62%;38%;498;324;82%;75%;14;17;2;3;0;0;1;1;14;2
27;18/set;18:30;Palmeiras;Santos;1;0;A. Moreira Ferreira;O. Ribeiro;Allianz Parque;19;17;4;3;55%;45%;432;374;82%;80%;12;12;3;4;1;0;1;1;8;5
27;18/set;19:01;Athletico-PR;Cuiabá;2;2;L. Scolari;A. Cardoso de Oliveira;Estádio Joaquim Américo Guimarães;17;11;3;5;64%;36%;455;258;83%;70%;9;10;3;1;0;1;2;2;8;4
27;19/set;20:05;Atlético-GO;Internacional;1;2;E. Baptista;L. Venker de Menezes;Estádio Antônio Accioly;19;13;4;4;55%;45%;398;356;82%;80%;19;13;3;2;0;0;0;1;10;2
28;25/set;20:01;São Paulo;Avaí;4;0;R. Ceni;L. Cirne Lima de Lorenzi;Morumbi;17;7;6;2;61%;39%;568;363;89%;82%;13;8;2;4;0;0;1;1;9;4
28;27/set;21:00;Santos;Athletico-PR;2;0;O. Ribeiro;L. Scolari;Estádio Urbano Caldeira;11;14;4;3;48%;52%;358;389;75%;80%;19;21;3;3;0;0;1;2;5;4
28;28/set;19:01;Coritiba;Ceará SC;1;0;A. Ferreira;L. González;Couto Pereira;14;11;4;3;31%;69%;256;557;75%;88%;12;9;2;4;0;0;3;3;7;3
28;28/set;19:00;Corinthians;Atlético-GO;2;1;V. de Oliveira Lopes Pereira;E. Baptista;Neo Química Arena;19;11;8;5;65%;35%;611;330;87%;80%;5;14;0;3;0;0;1;0;5;4
28;28/set;19:00;Fluminense;Juventude;4;0;F. Diniz Silva;U. Louzer Filho;Maracanã;21;10;6;3;62%;38%;658;409;91%;83%;5;9;1;1;0;0;2;3;5;5
28;28/set;18:59;Fortaleza;Flamengo;3;2;J. Vojvoda;D. Silvestre Júnior;Arena Castelão;20;7;8;3;27%;73%;241;668;77%;88%;15;15;2;5;0;0;3;0;7;3
28;28/set;21:42;Cuiabá;América-MG;2;1;A. Cardoso de Oliveira;V. Carmo Mancini;Arena Pantanal;11;18;3;8;42%;58%;311;426;72%;79%;13;14;1;6;0;0;2;1;2;4
28;28/set;21:45;Internacional;Bragantino;0;0;L. Venker de Menezes;M. Nogueira Barbieri;Estádio José Pinheiro Borda;12;12;6;5;59%;41%;544;384;83%;78%;14;15;1;2;0;0;2;0;6;3
28;28/set;21:45;Atlético-MG;Palmeiras;0;1;A. Stival;J. M. Barreto Martins;Mineirão;16;10;3;3;68%;32%;516;245;84%;65%;11;13;3;3;0;0;2;3;7;9
28;28/set;21:44;Goiás;Botafogo;0;1;J. Ribeiro Ventura;L. Castro;Estádio da Serrinha;6;17;1;6;44%;56%;328;394;74%;79%;16;14;4;4;0;0;2;1;6;11
29;01/out;15:00;Atlético-MG;Fluminense;2;0;A. Stival;F. Diniz Silva;Mineirão;14;5;5;2;29%;71%;250;627;78%;89%;16;4;2;2;0;1;1;3;10;1
29;01/out;15:02;Internacional;Santos;1;0;L. Venker de Menezes;O. Ribeiro;Estádio José Pinheiro Borda;9;11;3;2;47%;53%;455;503;83%;86%;7;13;1;4;0;0;3;1;2;5
29;01/out;15:01;Ceará SC;América-MG;1;2;L. González;V. Carmo Mancini;Arena Castelão;16;10;4;4;62%;38%;407;261;80%;65%;15;23;3;4;0;0;0;1;5;4
29;01/out;19:00;Avaí;Atlético-GO;1;2;L. Cirne Lima de Lorenzi;E. do Nascimento Souza;Ressacada;20;9;3;3;59%;41%;419;312;81%;76%;7;13;2;4;0;0;2;0;11;3
29;01/out;19:00;Athletico-PR;Juventude;2;0;L. Scolari;U. Louzer Filho;Estádio Joaquim Américo Guimarães;17;6;6;1;52%;48%;336;333;83%;81%;12;11;3;5;0;0;0;0;11;2
29;01/out;19:00;Flamengo;Bragantino;4;1;D. Silvestre Júnior;M. Nogueira Barbieri;Maracanã;23;5;9;3;68%;32%;671;328;90%;83%;7;6;1;0;0;1;0;1;10;1
29;01/out;19:00;Goiás;Fortaleza;0;1;J. Ribeiro Ventura;J. Vojvoda;Estádio da Serrinha;12;15;3;4;55%;45%;421;357;81%;73%;11;15;3;2;0;0;3;2;6;3
29;01/out;21:01;Corinthians;Cuiabá;2;0;V. de Oliveira Lopes Pereira;A. Cardoso de Oliveira;Neo Química Arena;15;9;6;4;60%;40%;650;422;86%;81%;11;5;1;0;0;0;1;2;7;4
29;03/out;20:00;Botafogo;Palmeiras;1;3;L. Castro;A. Moreira Ferreira;Estádio Nilton Santos;10;12;2;5;48%;52%;399;421;77%;80%;16;14;4;1;0;1;1;6;2;6
29;20/out;20:00;São Paulo;Coritiba;3;1;R. Ceni;A. Ferreira;Morumbi;19;13;7;4;61%;39%;554;347;87%;80%;12;12;2;6;0;0;5;2;5;3
30;04/out;21:31;Juventude;Corinthians;2;2;L. Palavro Zanella;V. de Oliveira Lopes Pereira;Alfredo Jaconi;17;12;2;6;34%;66%;326;650;77%;87%;9;7;1;2;0;0;1;1;2;5
30;05/out;18:59;Atlético-GO;Fluminense;3;2;E. do Nascimento Souza;F. Diniz Silva;Estádio Antônio Accioly;29;13;10;5;40%;60%;301;482;77%;86%;16;13;4;0;0;0;4;1;12;5
30;05/out;19:00;Ceará SC;Goiás;1;1;L. González;J. Ribeiro Ventura;Arena Castelão;14;16;6;5;52%;48%;339;316;82%;80%;19;24;3;4;1;0;1;0;7;3
30;05/out;19:00;Bragantino;Cuiabá;2;1;M. Nogueira Barbieri;A. Cardoso de Oliveira;Nabizão;14;13;5;4;46%;54%;412;461;81%;82%;14;10;2;3;0;0;1;0;2;7
30;05/out;19:30;Athletico-PR;Fortaleza;1;1;L. Scolari;J. Vojvoda;Estádio Joaquim Américo Guimarães;21;9;4;2;63%;37%;484;300;80%;66%;11;10;2;1;0;0;1;0;13;4
30;05/out;21:30;Flamengo;Internacional;0;0;D. Silvestre Júnior;L. Venker de Menezes;Maracanã;21;16;6;7;67%;33%;661;338;89%;80%;13;8;3;2;0;0;0;2;11;3
30;05/out;21:30;Santos;Atlético-MG;1;2;O. Ribeiro;A. Stival;Estádio Urbano Caldeira;10;12;5;3;43%;57%;350;461;78%;80%;18;18;2;4;1;0;4;1;5;4
30;06/out;19:00;Palmeiras;Coritiba;4;0;J. M. Barreto Martins;A. Ferreira;Allianz Parque;19;11;11;3;57%;43%;501;396;89%;83%;16;13;1;2;0;0;4;0;9;6
30;06/out;20:01;América-MG;São Paulo;1;2;V. Carmo Mancini;R. Ceni;Estádio Raimundo Sampaio;13;18;4;4;33%;67%;277;563;66%;85%;13;13;2;4;0;0;0;1;3;3
30;06/out;20:00;Avaí;Botafogo;1;2;L. Cirne Lima de Lorenzi;L. Castro;Ressacada;6;14;2;6;57%;43%;441;346;81%;80%;17;20;2;4;0;0;2;1;3;5
31;08/out;18:59;Cuiabá;Flamengo;1;2;A. Cardoso de Oliveira;D. Silvestre Júnior;Arena Pantanal;21;17;5;5;45%;55%;326;405;80%;87%;14;11;2;2;0;0;1;2;7;6
31;08/out;21:02;Corinthians;Athletico-PR;2;1;V. de Oliveira Lopes Pereira;L. Scolari;Neo Química Arena;7;19;3;4;51%;49%;412;389;78%;75%;10;16;1;0;0;0;4;0;5;6
31;09/out;11:01;Internacional;Goiás;4;2;L. Venker de Menezes;J. Ribeiro Ventura;Estádio José Pinheiro Borda;20;16;11;8;61%;39%;463;290;85%;78%;15;23;1;7;0;0;0;0;6;6
31;09/out;16:02;São Paulo;Botafogo;0;1;R. Ceni;L. Castro;Morumbi;8;7;2;1;68%;32%;500;248;81%;66%;16;8;3;2;1;0;4;3;10;4
31;09/out;16:00;Fortaleza;Avaí;2;0;J. Vojvoda;L. Cirne Lima de Lorenzi;Arena Castelão;16;10;5;2;34%;66%;327;624;80%;86%;16;11;1;1;0;0;1;0;3;6
31;09/out;18:00;Coritiba;Bragantino;2;1;A. Ferreira;M. Nogueira Barbieri;Couto Pereira;6;17;2;4;34%;66%;269;488;66%;85%;7;12;0;3;1;0;2;2;5;8
31;09/out;18:00;Atlético-MG;Ceará SC;0;0;A. Stival;L. González;Mineirão;16;5;2;2;64%;36%;565;328;85%;76%;12;18;3;5;0;0;3;1;16;0
31;09/out;18:02;Fluminense;América-MG;0;2;F. Diniz Silva;V. Carmo Mancini;Maracanã;22;18;10;8;63%;37%;511;303;85%;73%;8;18;1;3;0;0;4;4;8;7
31;10/out;18:29;Atlético-GO;Palmeiras;1;1;E. do Nascimento Souza;A. Moreira Ferreira;Estádio Antônio Accioly;10;17;2;6;43%;57%;350;451;77%;84%;15;8;4;2;0;0;1;1;4;9
31;10/out;20:00;Santos;Juventude;4;1;O. Ribeiro;L. Palavro Zanella;Estádio Urbano Caldeira;19;16;8;3;51%;49%;437;432;85%;84%;13;10;2;0;0;0;0;1;3;8
32;15/out;20:30;Flamengo;Atlético-MG;1;0;D. Silvestre Júnior;A. Stival;Maracanã;7;13;4;3;37%;63%;348;563;78%;85%;12;12;4;0;0;0;0;1;0;10
32;15/out;20:31;América-MG;Fortaleza;1;2;V. Carmo Mancini;J. Vojvoda;Estádio Raimundo Sampaio;19;9;7;4;67%;33%;457;234;82%;64%;10;24;1;2;0;1;1;1;4;8
32;16/out;16:00;Ceará SC;Cuiabá;1;1;L. González;A. Cardoso de Oliveira;Arena Castelão;22;10;4;1;66%;34%;377;211;78%;52%;11;20;4;4;0;1;3;1;10;7
32;16/out;15:59;Palmeiras;São Paulo;0;0;A. Moreira Ferreira;R. Ceni;Allianz Parque;19;5;8;1;56%;44%;358;305;85%;75%;9;14;3;3;0;2;2;0;15;3
32;16/out;18:00;Juventude;Atlético-GO;1;1;L. Palavro Zanella;E. do Nascimento Souza;Alfredo Jaconi;20;8;6;3;51%;49%;470;472;88%;82%;10;19;2;1;0;0;0;1;7;4
32;16/out;18:00;Botafogo;Internacional;0;1;L. Castro;L. Venker de Menezes;Estádio Nilton Santos;12;11;3;1;51%;49%;488;475;84%;78%;15;13;3;5;0;0;1;3;3;4
32;16/out;19:00;Avaí;Fluminense;0;3;L. Cirne Lima de Lorenzi;F. Diniz Silva;Ressacada;15;17;3;7;42%;58%;407;565;83%;84%;12;15;2;0;0;0;2;1;9;5
32;16/out;19:00;Athletico-PR;Coritiba;1;0;L. Scolari;A. Ferreira;Estádio Joaquim Américo Guimarães;15;15;7;3;54%;46%;387;343;79%;78%;21;11;3;2;0;0;3;0;10;4
32;17/out;20:00;Bragantino;Santos;0;2;M. Nogueira Barbieri;O. Ribeiro;Nabizão;19;9;3;3;57%;43%;400;335;82%;76%;21;11;3;4;1;0;1;1;15;2
32;29/out;19:31;Goiás;Corinthians;0;0;J. Ribeiro Ventura;V. de Oliveira Lopes Pereira;Estádio da Serrinha;12;21;3;2;28%;72%;236;613;67%;86%;11;11;2;3;0;0;2;1;2;4
33;22/out;16:29;Bragantino;Athletico-PR;4;2;M. Nogueira Barbieri;L. Scolari;Nabizão;11;9;6;4;47%;53%;376;412;78%;78%;16;13;0;3;0;0;1;0;4;4
33;22/out;19:00;América-MG;Flamengo;1;2;V. Carmo Mancini;D. Silvestre Júnior;Estádio Raimundo Sampaio;9;15;3;6;46%;54%;348;413;72%;75%;17;10;1;1;0;0;1;3;4;11
33;22/out;19:00;Santos;Corinthians;0;1;O. Ribeiro;V. de Oliveira Lopes Pereira;Estádio Urbano Caldeira;12;8;3;2;53%;47%;486;454;84%;82%;15;11;1;3;1;1;1;0;7;4
33;22/out;21:00;Palmeiras;Avaí;3;0;A. Moreira Ferreira;L. Cirne Lima de Lorenzi;Allianz Parque;22;10;9;2;49%;51%;384;401;86%;85%;12;7;2;2;0;0;3;0;9;7
33;23/out;16:00;Fluminense;Botafogo;2;2;F. Diniz Silva;L. Castro;Maracanã;18;12;7;5;65%;35%;623;341;89%;81%;15;11;3;2;0;0;3;2;9;2
33;23/out;15:59;Juventude;São Paulo;1;2;L. Palavro Zanella;R. Ceni;Alfredo Jaconi;13;13;3;6;40%;60%;410;599;88%;90%;6;10;2;2;0;0;2;1;5;6
33;23/out;18:01;Coritiba;Internacional;1;1;A. Ferreira;S. Lobo;Couto Pereira;12;11;2;3;35%;65%;272;527;77%;87%;16;10;3;1;0;0;3;2;7;6
33;23/out;17:59;Atlético-GO;Ceará SC;1;0;E. do Nascimento Souza;L. González;Estádio Antônio Accioly;12;12;5;2;40%;60%;330;497;78%;84%;20;13;3;2;0;0;1;3;4;5
33;23/out;18:00;Cuiabá;Goiás;1;2;A. Cardoso de Oliveira;J. Ribeiro Ventura;Arena Pantanal;24;5;4;3;71%;29%;558;227;84%;64%;11;16;3;4;0;0;2;5;6;4
33;24/out;20:00;Fortaleza;Atlético-MG;0;0;J. Vojvoda;A. Stival;Arena Castelão;4;9;0;3;31%;69%;235;519;60%;84%;22;10;4;1;0;0;3;0;2;11
34;25/out;21:44;Flamengo;Santos;3;2;D. Silvestre Júnior;O. Ribeiro;Maracanã;19;8;12;4;55%;45%;523;439;85%;82%;14;16;3;4;0;0;1;2;7;2
34;25/out;21:46;Athletico-PR;Palmeiras;1;3;L. Scolari;A. Moreira Ferreira;Estádio Joaquim Américo Guimarães;11;17;1;6;28%;72%;235;576;70%;88%;7;10;3;5;1;0;0;2;0;9
34;26/out;19:30;Botafogo;Bragantino;2;1;L. Castro;M. Nogueira Barbieri;Estádio Nilton Santos;18;5;8;1;42%;58%;329;448;80%;80%;12;12;1;4;0;0;1;2;5;4
34;26/out;21:48;Corinthians;Fluminense;0;2;V. de Oliveira Lopes Pereira;F. Diniz Silva;Neo Química Arena;14;15;5;6;47%;53%;429;480;82%;86%;16;9;2;3;0;0;1;1;6;3
34;26/out;21:45;Internacional;Ceará SC;2;1;L. Venker de Menezes;L. González;Estádio José Pinheiro Borda;21;13;6;3;63%;37%;526;316;87%;78%;8;15;0;2;0;0;2;0;5;5
34;26/out;21:45;Goiás;América-MG;2;2;J. Ribeiro Ventura;V. Carmo Mancini;Estádio da Serrinha;12;16;5;5;45%;55%;343;405;71%;80%;14;23;2;3;0;0;1;0;3;8
34;27/out;19:00;Fortaleza;Coritiba;3;1;J. Vojvoda;A. Ferreira;Arena Castelão;14;16;7;7;52%;48%;441;412;79%;76%;15;12;1;1;0;1;1;1;3;3
34;27/out;19:00;São Paulo;Atlético-GO;2;1;R. Ceni;E. do Nascimento Souza;Morumbi;13;19;2;8;54%;46%;459;392;84%;85%;10;12;2;4;0;1;2;0;4;7
34;27/out;19:30;Atlético-MG;Juventude;1;0;A. Stival;L. Palavro Zanella;Mineirão;14;9;3;4;61%;39%;555;354;89%;85%;13;13;2;1;0;0;3;3;3;4
34;27/out;19:59;Cuiabá;Avaí;1;0;A. Cardoso de Oliveira;F. Bento da Cunha;Arena Pantanal;11;13;3;7;48%;52%;420;459;79%;84%;15;11;1;1;0;0;0;1;10;6
35;31/out;20:00;Ceará SC;Fluminense;0;1;J. Antonello;F. Diniz Silva;Arena Castelão;14;17;3;5;29%;71%;283;690;80%;92%;11;8;1;2;1;0;2;2;4;7
35;01/nov;19:02;Botafogo;Cuiabá;0;2;L. Castro;A. Cardoso de Oliveira;Estádio Nilton Santos;23;13;5;5;68%;32%;561;277;87%;71%;4;18;1;1;0;0;0;1;11;3
35;01/nov;21:31;São Paulo;Atlético-MG;2;2;R. Ceni;A. Stival;Morumbi;12;9;4;3;45%;55%;344;417;77%;79%;10;16;3;5;0;0;2;2;7;6
35;02/nov;16:00;Athletico-PR;Goiás;3;2;L. Scolari;J. Ribeiro Ventura;Estádio Joaquim Américo Guimarães;17;12;5;3;45%;55%;366;435;77%;78%;10;11;2;1;0;0;0;0;5;6
35;02/nov;16:00;América-MG;Internacional;1;0;V. Carmo Mancini;L. Venker de Menezes;Estádio Raimundo Sampaio;20;13;7;3;52%;48%;435;414;80%;76%;9;12;0;0;0;0;2;2;7;8
35;02/nov;19:00;Juventude;Coritiba;0;1;C. Juarez Roth;A. Ferreira;Alfredo Jaconi;10;19;2;7;38%;62%;280;441;65%;81%;11;18;3;4;0;0;0;3;4;4
35;02/nov;19:00;Avaí;Bragantino;1;2;F. Bento da Cunha;M. Nogueira Barbieri;Ressacada;8;12;1;6;49%;51%;419;436;75%;77%;17;17;2;1;0;0;0;0;2;7
35;02/nov;18:59;Atlético-GO;Santos;2;3;E. do Nascimento Souza;O. Ribeiro;Estádio Antônio Accioly;22;9;6;6;55%;45%;468;392;85%;81%;15;10;3;2;0;0;4;0;4;7
35;02/nov;21:31;Palmeiras;Fortaleza;4;0;A. Moreira Ferreira;J. Vojvoda;Allianz Parque;18;8;9;3;56%;44%;522;419;85%;79%;11;16;3;1;0;0;3;2;4;2
35;02/nov;21:30;Flamengo;Corinthians;1;2;D. Silvestre Júnior;F. J. Monteiro Almeida;Maracanã;15;7;3;6;52%;48%;542;518;86%;84%;9;14;0;1;0;0;1;1;6;0
