rodada;data;hora;time_casa;time_fora;gols_casa;gols_fora;tecnico_casa;tecnico_fora;estadio;stat_chutes_casa;stat_chutes_fora;stat_chutes_a_gol_casa;stat_chutes_a_gol_fora;stat_posse_de_bola_casa;stat_posse_de_bola_fora;stat_passes_casa;stat_passes_fora;stat_precisão_de_passe_casa;stat_precisão_de_passe_fora;stat_faltas_casa;stat_faltas_fora;stat_cartões_amarelos_casa;stat_cartões_amarelos_fora;stat_cartões_vermelhos_casa;stat_cartões_vermelhos_fora;stat_impedimentos_casa;stat_impedimentos_fora;stat_escanteios_casa;stat_escanteios_fora
5;10/05/2023;20:00;Flamengo;Goiás;2;0;J. Sampaoli Moya;E. Rodrigues de Ávila;Maracanã;23;14;5;6;58%;42%;551;406;89%;83%;22;9;0;1;0;0;1;1;8;7
5;10/05/2023;21:29;Cruzeiro;Fluminense;0;2;P. Marques da Costa Filipe;F. Diniz Silva;Mineirão;27;11;5;7;48%;52%;401;469;88%;86%;14;10;1;5;0;1;1;3;16;3
5;10/05/2023;21:29;Palmeiras;Grêmio;4;1;A. Moreira Ferreira;Renato Gaúcho;Allianz Parque;28;3;10;2;59%;41%;562;407;88%;80%;10;13;2;4;0;0;2;0;7;4
5;11/05/2023;19:00;Coritiba;Vasco da Gama;1;1;A. Zago;M. Nogueira Barbieri;Couto Pereira;10;7;6;2;35%;65%;303;543;73%;83%;22;15;2;1;0;0;1;3;5;5
5;11/05/2023;19:30;Botafogo;Corinthians;3;0;L. Ribeiro de Castro;V. Luxemburgo da Silva;Estádio Nilton Santos;16;12;6;4;54%;46%;604;527;89%;87%;12;5;1;2;0;0;0;0;3;3
5;11/05/2023;20:00;Fortaleza;São Paulo;0;0;J. Vojvoda;D. Silvestre Júnior;Arena Castelão;16;13;2;1;43%;57%;369;482;80%;85%;9;17;1;3;1;1;3;2;4;10
6;13/05/2023;16:00;Bahia;Flamengo;2;3;R. Alves Paiva;J. Sampaoli Moya;Itaipava Arena Fonte Nova;20;14;6;5;52%;48%;411;390;84%;85%;16;13;4;5;2;0;0;5;10;4
6;13/05/2023;18:30;Fluminense;Cuiabá;2;0;F. Diniz Silva;L. Iubel;Maracanã;7;13;2;2;62%;38%;644;391;87%;85%;14;10;3;4;0;0;0;4;7;3
6;13/05/2023;18:30;Palmeiras;Bragantino;1;1;A. Moreira Ferreira;P. Faria Caixinha;Allianz Parque;22;8;6;3;59%;41%;444;332;81%;79%;12;19;1;4;0;0;3;2;15;6
6;13/05/2023;21:00;Atlético-MG;Internacional;2;0;E. Coudet;L. Venker de Menezes;Mineirão;14;6;4;4;55%;45%;514;425;79%;76%;14;8;2;3;0;0;0;2;3;3
6;14/05/2023;16:00;Grêmio;Fortaleza;0;0;Renato Gaúcho;J. Vojvoda;Arena do Grêmio;17;14;6;4;57%;43%;514;389;80%;76%;22;22;3;4;0;0;1;1;9;5
6;14/05/2023;16:00;Vasco da Gama;Santos;0;1;M. Nogueira Barbieri;O. Hellmann;Estádio São Januário;23;6;9;1;69%;31%;515;247;83%;65%;14;12;4;1;0;0;0;3;14;1
6;14/05/2023;16:02;Corinthians;São Paulo;1;1;V. Luxemburgo da Silva;D. Silvestre Júnior;Neo Química Arena;7;7;3;1;33%;67%;344;691;80%;89%;16;18;2;4;0;0;0;2;5;4
6;14/05/2023;18:29;Athletico-PR;Coritiba;3;2;P. Turra;A. Zago;Ligga Arena;26;7;7;3;65%;35%;593;324;82%;66%;9;12;3;3;0;0;1;1;4;1
6;14/05/2023;18:30;Goiás;Botafogo;2;1;E. Rodrigues de Ávila;L. Ribeiro de Castro;Estádio Hailé Pinheiro - Serrinha;7;17;5;2;46%;54%;342;393;78%;76%;23;18;6;3;0;0;2;2;4;7
6;14/05/2023;18:29;América-MG;Cruzeiro;0;4;V. Carmo Mancini;P. Marques da Costa Filipe;Estádio Raimundo Sampaio;15;16;2;8;47%;53%;380;427;78%;80%;10;17;2;0;0;0;5;3;5;6
7;20/05/2023;16:02;Bahia;Goiás;1;1;R. Alves Paiva;E. Rodrigues de Ávila;Itaipava Arena Fonte Nova;23;13;4;5;51%;49%;430;423;83%;80%;19;13;1;3;0;0;1;6;4;6
7;20/05/2023;18:30;Bragantino;Athletico-PR;2;0;P. Faria Caixinha;P. Turra;Nabizão;13;14;4;4;61%;39%;453;291;82%;68%;20;12;3;3;0;0;2;3;6;5
7;20/05/2023;18:30;São Paulo;Vasco da Gama;4;2;D. Silvestre Júnior;M. Nogueira Barbieri;Morumbi;15;17;7;4;53%;47%;460;395;81%;82%;9;16;0;4;0;0;0;1;3;9
7;20/05/2023;18:31;Coritiba;Atlético-MG;1;2;A. Zago;E. Coudet;Couto Pereira;10;19;4;8;33%;67%;273;544;74%;87%;20;17;3;6;1;1;2;1;5;7
7;20/05/2023;18:30;América-MG;Fortaleza;2;1;V. Carmo Mancini;J. Vojvoda;Estádio Raimundo Sampaio;9;16;3;6;27%;73%;284;744;67%;88%;14;8;4;2;0;0;0;1;1;2
7;20/05/2023;18:30;Botafogo;Fluminense;1;0;L. Ribeiro de Castro;F. Diniz Silva;Estádio Nilton Santos;21;3;7;0;34%;66%;272;539;79%;87%;24;14;4;2;0;0;2;1;7;4
7;20/05/2023;21:00;Santos;Palmeiras;0;0;O. Hellmann;J. M. Barreto Martins;Estádio Urbano Caldeira;12;11;4;1;38%;62%;345;553;71%;83%;15;11;3;1;0;0;0;3;3;4
7;21/05/2023;16:00;Flamengo;Corinthians;1;0;J. Sampaoli Moya;V. Luxemburgo da Silva;Maracanã;10;15;3;3;65%;35%;672;356;91%;81%;9;12;0;2;0;0;0;2;6;9
7;21/05/2023;18:31;Grêmio;Internacional;3;1;Renato Gaúcho;L. Venker de Menezes;Arena do Grêmio;14;24;6;4;29%;71%;233;568;60%;86%;14;15;0;1;1;0;1;1;3;7
7;22/05/2023;20:00;Cruzeiro;Cuiabá;0;1;P. Marques da Costa Filipe;A. Cardoso de Oliveira;Estádio Joaquim Henrique Nogueira-Arena do jacaré;15;15;8;2;66%;34%;539;289;81%;66%;16;15;1;3;0;0;5;2;6;2
8;27/05/2023;16:00;Athletico-PR;Grêmio;1;2;P. Turra;Renato Gaúcho;Ligga Arena;16;10;4;4;66%;34%;539;282;85%;68%;14;15;2;4;0;0;1;2;10;5
8;27/05/2023;16:02;Fortaleza;Vasco da Gama;2;0;J. Vojvoda;C. Maldonado;Arena Castelão;14;12;6;1;49%;51%;370;387;81%;80%;11;15;3;1;0;0;3;3;9;5
8;27/05/2023;18:31;Flamengo;Cruzeiro;1;1;J. Sampaoli Moya;P. Marques da Costa Filipe;Maracanã;14;18;2;6;62%;38%;618;378;86%;80%;12;18;4;5;0;0;5;3;2;1
8;27/05/2023;18:32;Cuiabá;Coritiba;1;1;A. Cardoso de Oliveira;A. Zago;Arena Pantanal;9;8;3;2;43%;57%;392;518;77%;82%;8;13;3;5;0;0;0;3;2;6
8;27/05/2023;21:02;São Paulo;Goiás;2;1;D. Silvestre Júnior;E. Rodrigues de Ávila;Morumbi;16;8;6;4;68%;32%;604;283;90%;78%;12;16;2;4;0;0;3;1;11;5
8;28/05/2023;16:04;Corinthians;Fluminense;2;0;V. Luxemburgo da Silva;E. de Barros;Neo Química Arena;14;22;4;7;30%;70%;309;728;77%;91%;18;6;4;2;0;0;2;3;7;6
8;28/05/2023;16:02;Internacional;Bahia;2;0;L. Venker de Menezes;R. Alves Paiva;Estádio Beira-Rio;7;9;2;4;44%;56%;429;528;82%;84%;10;13;1;2;0;0;3;0;2;7
8;28/05/2023;18:32;Atlético-MG;Palmeiras;1;1;E. Coudet;A. Moreira Ferreira;Mineirão;10;11;4;2;59%;41%;489;347;84%;79%;27;15;3;3;0;0;0;3;3;3
8;28/05/2023;18:31;Bragantino;Santos;2;0;P. Faria Caixinha;O. Hellmann;Nabizão;19;9;9;1;59%;41%;483;341;78%;69%;13;10;2;1;0;0;3;4;5;4
8;28/05/2023;19:01;Botafogo;América-MG;2;0;L. Ribeiro de Castro;V. Carmo Mancini;Estádio Nilton Santos;18;4;6;1;56%;44%;473;386;84%;77%;9;11;2;3;0;0;2;3;7;0
9;03/06/2023;16:00;Fortaleza;Bahia;0;0;J. Vojvoda;R. Alves Paiva;Arena Castelão;11;7;2;2;55%;45%;418;367;80%;75%;17;9;2;3;0;0;3;3;8;4
9;03/06/2023;18:30;Athletico-PR;Botafogo;1;0;P. Turra;L. Ribeiro de Castro;Ligga Arena;16;13;7;4;47%;53%;390;422;82%;81%;15;12;3;2;0;0;3;0;6;7
9;03/06/2023;18:30;Cruzeiro;Atlético-MG;0;1;P. Marques da Costa Filipe;E. Coudet;Estádio Municipal Parque do Sabiá;19;7;5;3;66%;34%;445;249;84%;67%;19;21;6;5;0;0;3;5;12;4
9;03/06/2023;18:33;América-MG;Corinthians;2;0;V. Carmo Mancini;V. Luxemburgo da Silva;Estádio Raimundo Sampaio;16;6;6;2;29%;71%;287;700;66%;84%;16;14;1;0;0;0;1;0;2;3
9;03/06/2023;21:01;Santos;Internacional;1;1;O. Hellmann;L. Venker de Menezes;Estádio Urbano Caldeira;17;8;4;3;56%;44%;476;385;83%;80%;19;12;2;4;0;0;0;0;5;5
9;04/06/2023;16:00;Fluminense;Bragantino;2;1;F. Diniz Silva;P. Faria Caixinha;Maracanã;12;15;4;3;51%;49%;422;398;82%;80%;11;12;5;2;0;0;2;1;6;6
9;04/06/2023;16:01;Grêmio;São Paulo;2;1;Renato Gaúcho;D. Silvestre Júnior;Arena do Grêmio;21;16;7;4;40%;60%;374;550;78%;85%;9;13;2;1;0;0;3;2;6;8
9;04/06/2023;18:29;Goiás;Cuiabá;0;1;E. Rodrigues de Ávila;A. Cardoso de Oliveira;Estádio Hailé Pinheiro - Serrinha;11;15;3;8;56%;44%;447;368;83%;80%;19;14;2;3;0;0;2;1;4;5
9;04/06/2023;18:29;Palmeiras;Coritiba;3;1;A. Moreira Ferreira;A. Zago;Allianz Parque;23;7;8;4;51%;49%;412;413;86%;85%;15;13;4;5;0;0;3;0;11;6
9;05/06/2023;20:00;Vasco da Gama;Flamengo;1;4;M. Nogueira Barbieri;J. Sampaoli Moya;Maracanã;13;11;5;5;44%;56%;413;538;81%;85%;13;18;2;0;0;0;2;0;4;0
10;10/06/2023;16:03;Coritiba;Santos;0;0;A. Zago;O. Hellmann;Couto Pereira;19;7;7;3;46%;54%;348;414;75%;79%;15;18;3;0;0;1;4;3;8;3
10;10/06/2023;18:31;Bahia;Cruzeiro;2;2;R. Alves Paiva;P. Marques da Costa Filipe;Itaipava Arena Fonte Nova;14;15;5;7;47%;53%;405;465;77%;81%;15;9;5;1;0;0;8;5;6;5
10;10/06/2023;18:32;Corinthians;Cuiabá;1;1;V. Luxemburgo da Silva;A. Cardoso de Oliveira;Neo Química Arena;24;10;7;2;62%;38%;531;340;88%;80%;11;13;2;3;0;0;1;1;8;6
10;10/06/2023;18:30;Atlético-MG;Bragantino;1;1;E. Coudet;P. Faria Caixinha;Mineirão;16;7;6;3;61%;39%;552;358;78%;68%;8;14;2;3;0;0;5;1;7;2
10;10/06/2023;21:00;Botafogo;Fortaleza;2;0;L. Ribeiro de Castro;J. Vojvoda;Estádio Nilton Santos;21;8;10;3;55%;45%;492;412;85%;81%;16;12;3;3;0;0;1;4;7;3
10;11/06/2023;11:00;América-MG;Athletico-PR;2;2;V. Carmo Mancini;P. Turra;Mineirão;21;9;12;4;51%;49%;364;361;75%;70%;19;10;2;4;0;0;1;1;7;3
10;11/06/2023;16:00;São Paulo;Palmeiras;0;2;D. Silvestre Júnior;A. Moreira Ferreira;Morumbi;26;10;6;4;66%;34%;580;306;87%;75%;15;16;2;1;1;0;0;2;8;3
10;11/06/2023;16:00;Internacional;Vasco da Gama;2;1;L. Venker de Menezes;M. Nogueira Barbieri;Estádio Beira-Rio;11;14;3;5;44%;56%;410;519;82%;86%;13;21;2;3;0;0;0;4;7;6
10;11/06/2023;18:30;Flamengo;Grêmio;3;0;J. Sampaoli Moya;Renato Gaúcho;Maracanã;14;25;4;8;53%;47%;501;442;81%;79%;20;17;0;3;0;0;1;1;3;7
10;11/06/2023;18:30;Goiás;Fluminense;2;2;E. Rodrigues de Ávila;F. Diniz Silva;Estádio Hailé Pinheiro - Serrinha;22;13;9;4;40%;60%;314;475;79%;86%;15;23;3;3;0;0;5;1;6;7
11;21/06/2023;19:00;Cruzeiro;Fortaleza;0;1;P. Marques da Costa Filipe;J. Vojvoda;Mineirão;12;10;3;2;68%;32%;561;267;82%;65%;9;12;4;4;0;0;1;7;5;2
11;21/06/2023;19:01;São Paulo;Athletico-PR;2;1;D. Silvestre Júnior;W. Carvalho;Morumbi;8;14;5;5;57%;43%;479;365;82%;83%;15;11;3;2;0;0;3;2;4;4
11;21/06/2023;20:01;Santos;Corinthians;0;2;O. Hellmann;V. Luxemburgo da Silva;Estádio Urbano Caldeira;12;10;4;4;51%;49%;427;439;84%;82%;17;14;2;4;0;0;0;1;5;2
11;21/06/2023;21:31;Fluminense;Atlético-MG;1;1;F. Diniz Silva;L. Scolari;Estádio Municipal General Raulino de Oliveira;9;14;4;6;49%;51%;419;427;84%;81%;20;19;2;4;0;0;5;0;3;5
11;21/06/2023;21:31;Bahia;Palmeiras;1;0;R. Alves Paiva;A. Moreira Ferreira;Itaipava Arena Fonte Nova;9;10;3;3;46%;54%;385;438;81%;80%;18;16;4;3;0;0;6;7;6;8
11;22/06/2023;19:01;Grêmio;América-MG;3;1;Renato Gaúcho;V. Carmo Mancini;Arena do Grêmio;22;8;9;2;73%;27%;729;279;87%;66%;10;11;0;1;0;1;2;3;10;2
11;22/06/2023;20:02;Coritiba;Internacional;0;1;A. Zago;L. Venker de Menezes;Couto Pereira;14;5;4;4;53%;47%;381;364;77%;78%;23;14;2;4;0;0;1;6;10;5
11;22/06/2023;20:00;Cuiabá;Botafogo;0;1;A. Cardoso de Oliveira;L. Ribeiro de Castro;Arena Pantanal;23;5;9;3;53%;47%;484;452;84%;83%;11;13;2;2;0;0;2;2;6;2
11;22/06/2023;20:00;Vasco da Gama;Goiás;0;1;M. Nogueira Barbieri;L. Campos Borges;Estádio São Januário;21;8;5;1;60%;40%;521;362;88%;78%;19;24;2;3;0;0;4;3;8;2
11;22/06/2023;21:29;Bragantino;Flamengo;4;0;P. Faria Caixinha;J. Sampaoli Moya;Nabizão;36;7;13;0;60%;40%;496;353;83%;73%;2;5;0;0;0;0;2;2;17;2
12;24/06/2023;15:59;Athletico-PR;Corinthians;1;0;W. Carvalho;V. Luxemburgo da Silva;Ligga Arena;24;12;6;3;34%;66%;321;606;77%;87%;25;11;5;2;0;0;1;1;5;5
12;24/06/2023;18:30;Fluminense;Bahia;2;1;E. de Barros;R. Alves Paiva;Maracanã;17;15;10;3;48%;52%;443;468;82%;85%;9;11;1;0;1;0;2;0;9;10
12;24/06/2023;18:30;Fortaleza;Atlético-MG;2;1;J. Vojvoda;L. Scolari;Arena Castelão;9;18;3;4;41%;59%;420;591;84%;87%;10;13;1;1;0;1;1;1;3;8
12;24/06/2023;21:00;Cruzeiro;São Paulo;1;0;P. Marques da Costa Filipe;D. Silvestre Júnior;Estádio Raimundo Sampaio;6;14;0;8;30%;70%;264;615;71%;88%;14;15;1;3;0;0;1;8;6;5
12;25/06/2023;16:00;Palmeiras;Botafogo;0;1;A. Moreira Ferreira;L. Ribeiro de Castro;Allianz Parque;15;6;4;2;65%;35%;472;278;81%;70%;17;14;0;3;0;0;4;0;12;1
12;25/06/2023;16:01;Grêmio;Coritiba;5;1;Renato Gaúcho;A. Zago;Arena do Grêmio;17;17;8;7;51%;49%;404;399;78%;80%;10;17;2;4;0;1;2;4;8;5
12;25/06/2023;18:30;América-MG;Internacional;1;2;V. Carmo Mancini;L. Venker de Menezes;Estádio Raimundo Sampaio;15;8;3;2;39%;61%;311;505;74%;84%;25;6;2;1;0;0;0;1;3;2
12;25/06/2023;18:30;Santos;Flamengo;2;3;C. Salenave Santiago;J. Sampaoli Moya;Estádio Urbano Caldeira;12;10;6;4;32%;68%;347;716;80%;88%;14;11;2;1;0;0;2;1;2;7
12;25/06/2023;18:29;Bragantino;Goiás;2;0;P. Faria Caixinha;A. Evangelista Macedo Freitas;Nabizão;20;4;6;0;61%;39%;469;317;83%;74%;17;23;2;2;0;0;0;6;10;4
12;26/06/2023;21:00;Vasco da Gama;Cuiabá;1;0;W. B. de Almeida;A. Cardoso de Oliveira;Luso-Brasileiro;9;14;2;3;47%;53%;384;417;78%;80%;19;13;6;3;0;0;2;5;4;6
13;01/07/2023;16:01;São Paulo;Fluminense;1;0;D. Silvestre Júnior;E. de Barros;Morumbi;21;4;4;2;55%;45%;473;407;84%;82%;16;7;2;2;0;1;2;1;12;2
13;01/07/2023;18:30;Flamengo;Fortaleza;2;0;J. Sampaoli Moya;J. Vojvoda;Maracanã;10;14;4;5;60%;40%;549;361;83%;79%;13;14;2;0;0;0;1;2;5;4
13;01/07/2023;18:30;Bahia;Grêmio;1;2;R. Alves Paiva;Renato Gaúcho;Itaipava Arena Fonte Nova;16;14;5;7;47%;53%;402;462;80%;79%;21;11;3;2;0;0;0;6;7;2
13;01/07/2023;21:00;Internacional;Cruzeiro;0;0;L. Venker de Menezes;P. Marques da Costa Filipe;Estádio Beira-Rio;15;9;4;3;54%;46%;516;440;85%;81%;12;14;6;2;0;1;1;1;2;4
13;02/07/2023;11:00;Corinthians;Bragantino;0;1;V. Luxemburgo da Silva;P. Faria Caixinha;Neo Química Arena;12;10;4;5;40%;60%;367;545;70%;83%;15;17;3;2;0;0;5;1;4;2
13;02/07/2023;16:00;Botafogo;Vasco da Gama;2;0;C. da Silva;W. B. de Almeida;Estádio Nilton Santos;16;12;6;4;59%;41%;457;330;83%;79%;10;15;2;5;0;0;0;1;4;8
13;02/07/2023;16:00;Atlético-MG;América-MG;2;2;L. Scolari;V. Carmo Mancini;Mineirão;12;23;5;6;47%;53%;367;405;78%;78%;16;19;1;2;1;0;1;3;4;7
