rodada;data;hora;time_casa;time_fora;gols_casa;gols_fora;tecnico_casa;tecnico_fora;estadio;stat_chutes_casa;stat_chutes_fora;stat_chutes_a_gol_casa;stat_chutes_a_gol_fora;stat_posse_de_bola_casa;stat_posse_de_bola_fora;stat_passes_casa;stat_passes_fora;stat_precisão_de_passe_casa;stat_precisão_de_passe_fora;stat_faltas_casa;stat_faltas_fora;stat_cartões_amarelos_casa;stat_cartões_amarelos_fora;stat_cartões_vermelhos_casa;stat_cartões_vermelhos_fora;stat_impedimentos_casa;stat_impedimentos_fora;stat_escanteios_casa;stat_escanteios_fora
3;29/04/2018;16:00;Atlético-MG;Corinthians;1;0;T. Mendes Larghi;F. Carille;Estádio Raimundo Sampaio;18;5;5;1;58%;42%;556;413;88%;80%;25;15;4;3;0;0;2;0;10;0
3;29/04/2018;16:00;Fluminense;São Paulo;1;1;A. da Silva Braga;D. Aguirre Camblor;Maracanã;12;14;2;3;55%;45%;370;316;80%;73%;17;16;3;2;0;0;2;0;7;8
3;29/04/2018;19:00;Internacional;Cruzeiro;0;0;O. Hellmann;L. Venker de Menezes;Estádio José Pinheiro Borda;22;8;6;0;59%;41%;462;350;83%;77%;15;14;4;3;0;0;5;1;18;4
3;30/04/2018;20:02;América-MG;EC Vitória;2;1;E. Alves Moreira;V. Carmo Mancini;Estádio Raimundo Sampaio;15;14;8;5;40%;60%;305;445;68%;79%;14;12;1;2;1;0;0;3;8;7
3;27/09/2018;20:01;Santos;Vasco da Gama;1;1;A. Stival;A. Valentim do Carmo Neto;Estádio Municipal Paulo Machado de Carvalho;13;14;3;3;54%;46%;444;397;84%;82%;11;17;1;2;0;1;3;0;10;6
4;05/05/2018;19:00;Vasco da Gama;América-MG;4;1;J. Mannarino;E. Alves Moreira;Estádio Vasco da Gama;18;4;7;1;67%;33%;557;282;86%;70%;14;24;4;4;0;0;5;0;3;3
4;05/05/2018;19:01;São Paulo;Atlético-MG;2;2;D. Aguirre Camblor;T. Mendes Larghi;Morumbi;7;9;2;5;38%;62%;317;535;77%;87%;17;14;4;4;0;0;2;2;6;7
4;06/05/2018;11:03;Corinthians;Ceará SC;1;1;F. Carille;M. Oliveira Chamusca;Neo Química Arena;14;4;4;3;62%;38%;585;380;89%;82%;12;20;2;4;0;0;2;3;12;2
4;06/05/2018;16:00;Flamengo;Internacional;2;0;M. Nogueira Barbieri;O. Hellmann;Maracanã;17;11;7;4;58%;42%;470;345;86%;82%;12;15;5;4;0;1;1;0;6;6
4;06/05/2018;16:00;Cruzeiro;Botafogo;1;0;L. Venker de Menezes;A. Valentim do Carmo Neto;Mineirão;23;7;6;1;52%;48%;417;395;82%;80%;19;12;1;4;0;0;5;1;8;6
4;06/05/2018;16:00;Athletico-PR;Palmeiras;1;3;F. Diniz Silva;R. Machado Marques;Estádio Joaquim Américo Guimarães;9;15;4;6;62%;38%;619;389;89%;77%;10;15;1;2;0;0;3;1;3;6
4;06/05/2018;16:01;EC Vitória;Fluminense;1;2;V. Carmo Mancini;A. da Silva Braga;Barradão;7;18;1;4;34%;66%;274;517;72%;84%;18;7;2;1;0;0;3;1;3;9
4;06/05/2018;19:00;Grêmio;Santos;5;1;Renato Gaúcho;J. Ribeiro Ventura;Arena do Grêmio;18;8;8;2;64%;36%;657;370;90%;83%;15;22;1;3;0;0;0;1;8;1
4;06/05/2018;19:01;Sport Recife;Bahia;2;0;C. dos Santos Oliveira;A. Ferreira;Adelmar da Costa Carvalho;20;7;9;1;47%;53%;343;393;76%;78%;18;21;1;1;0;1;1;0;9;7
4;07/05/2018;20:01;Chapecoense;Paraná;1;1;G. Kleina;Ademir Fesan;Arena Condá;13;18;2;3;53%;47%;373;338;73%;71%;10;16;1;2;0;1;0;1;6;4
5;12/05/2018;16:01;Grêmio;Internacional;0;0;Renato Gaúcho;O. Hellmann;Arena do Grêmio;11;5;1;1;78%;22%;721;212;89%;65%;13;24;3;4;0;0;0;0;11;1
5;13/05/2018;11:01;Cruzeiro;Sport Recife;2;0;L. Venker de Menezes;C. dos Santos Oliveira;Mineirão;15;10;5;4;56%;44%;481;389;86%;82%;18;16;2;3;0;0;4;2;7;4
5;13/05/2018;16:03;Athletico-PR;Atlético-MG;1;2;F. Diniz Silva;T. Mendes Larghi;Estádio Joaquim Américo Guimarães;18;23;8;11;63%;37%;607;358;88%;79%;15;16;2;2;0;0;1;0;6;10
5;13/05/2018;16:00;Vasco da Gama;EC Vitória;2;3;J. Mannarino;V. Carmo Mancini;Estádio Vasco da Gama;20;9;7;3;63%;37%;472;289;80%;69%;16;19;2;3;0;0;1;1;7;2
5;13/05/2018;16:01;Corinthians;Palmeiras;1;0;F. Carille;R. Machado Marques;Neo Química Arena;11;10;5;4;53%;47%;409;366;79%;74%;15;21;2;3;0;0;0;2;10;3
5;13/05/2018;16:01;Bahia;São Paulo;2;2;A. Ferreira;D. Aguirre Camblor;Itaipava Arena Fonte Nova;11;10;5;4;48%;52%;378;392;78%;76%;20;14;5;3;0;0;1;1;3;3
5;13/05/2018;16:01;Chapecoense;Flamengo;3;2;G. Kleina;M. Nogueira Barbieri;Arena Condá;11;14;3;4;42%;58%;327;437;79%;82%;18;17;2;3;0;0;1;3;3;7
5;13/05/2018;19:00;Santos;Paraná;3;1;J. Ribeiro Ventura;Ademir Fesan;Estádio Urbano Caldeira;10;14;5;4;57%;43%;545;419;87%;86%;12;14;1;2;0;0;4;0;6;5
5;14/05/2018;20:02;Botafogo;Fluminense;2;1;A. Valentim do Carmo Neto;A. da Silva Braga;Estádio Nilton Santos;8;22;5;9;41%;59%;328;465;77%;84%;12;12;2;2;0;0;2;2;5;9
5;14/05/2018;20:00;Ceará SC;América-MG;2;2;M. Oliveira Chamusca;E. Alves Moreira;Arena Castelão;24;11;9;4;65%;35%;516;287;84%;68%;16;18;1;3;0;0;2;3;8;2
6;19/05/2018;16:00;Atlético-MG;Cruzeiro;1;0;T. Mendes Larghi;L. Venker de Menezes;Estádio Raimundo Sampaio;18;11;5;2;69%;31%;588;260;86%;75%;13;15;3;1;0;1;0;1;3;6
6;19/05/2018;19:01;Flamengo;Vasco da Gama;1;1;M. Nogueira Barbieri;J. Mannarino;Maracanã;11;16;3;7;61%;39%;462;298;82%;76%;16;24;2;3;2;2;3;0;6;11
6;19/05/2018;21:00;Palmeiras;Bahia;3;0;R. Machado Marques;A. Ferreira;Allianz Parque;14;13;6;4;53%;47%;438;393;80%;80%;17;13;3;2;0;0;4;1;5;4
6;20/05/2018;11:02;EC Vitória;Ceará SC;2;1;V. Carmo Mancini;M. Oliveira Chamusca;Barradão;14;16;3;6;41%;59%;351;508;77%;84%;11;17;4;0;0;0;0;1;7;4
6;20/05/2018;16:01;São Paulo;Santos;1;0;D. Aguirre Camblor;J. Ribeiro Ventura;Morumbi;14;7;1;1;39%;61%;341;557;75%;82%;13;6;3;2;1;0;2;1;4;2
6;20/05/2018;16:00;América-MG;Botafogo;1;0;E. Alves Moreira;A. Valentim do Carmo Neto;Estádio Raimundo Sampaio;14;9;2;1;43%;57%;422;553;81%;85%;20;11;2;4;0;0;1;5;5;2
6;20/05/2018;16:00;Paraná;Grêmio;0;0;Ademir Fesan;Renato Gaúcho;Vila Capanema;6;8;0;2;25%;75%;246;719;71%;90%;16;18;2;1;0;0;0;1;1;9
6;20/05/2018;16:00;Sport Recife;Corinthians;1;1;C. dos Santos Oliveira;F. Carille;Arena de Pernambuco;14;5;5;2;44%;56%;436;562;85%;88%;18;17;2;3;0;0;1;2;3;5
6;20/05/2018;19:00;Fluminense;Athletico-PR;2;0;A. da Silva Braga;F. Diniz Silva;Maracanã;14;18;6;3;32%;68%;294;612;75%;87%;13;18;1;2;0;0;2;1;3;6
6;21/05/2018;20:00;Internacional;Chapecoense;3;0;O. Hellmann;G. Kleina;Estádio José Pinheiro Borda;13;10;3;2;49%;51%;450;462;82%;81%;14;15;1;2;0;0;2;0;2;2
7;26/05/2018;16:00;Fluminense;Chapecoense;3;1;A. da Silva Braga;G. Kleina;Maracanã;11;16;5;5;45%;55%;387;445;79%;82%;21;14;1;1;0;0;1;0;1;6
7;26/05/2018;19:00;Palmeiras;Sport Recife;2;3;R. Machado Marques;C. dos Santos Oliveira;Allianz Parque;16;13;5;6;61%;39%;501;324;79%;70%;17;10;3;2;0;1;4;0;9;3
7;26/05/2018;21:00;Atlético-MG;Flamengo;0;1;T. Mendes Larghi;M. Nogueira Barbieri;Estádio Raimundo Sampaio;18;7;3;4;68%;32%;599;306;86%;78%;15;13;1;4;0;0;0;4;14;1
7;27/05/2018;11:00;Paraná;Athletico-PR;0;0;Ademir Fesan;F. Diniz Silva;Vila Capanema;15;6;2;1;31%;69%;296;673;79%;90%;8;14;3;1;0;0;1;1;10;4
7;27/05/2018;16:00;Internacional;Corinthians;2;1;O. Hellmann;O. Loss;Estádio José Pinheiro Borda;19;4;7;2;55%;45%;500;437;87%;81%;13;10;3;1;0;0;2;0;12;2
7;27/05/2018;16:00;Bahia;Vasco da Gama;3;0;A. Ferreira;J. Mannarino;Itaipava Arena Fonte Nova;14;6;6;1;52%;48%;460;442;83%;79%;20;16;1;5;0;1;3;2;4;2
7;27/05/2018;16:03;Santos;Cruzeiro;0;1;J. Ribeiro Ventura;L. Venker de Menezes;Estádio Municipal Paulo Machado de Carvalho;16;17;6;4;55%;45%;496;407;84%;82%;12;12;1;4;0;0;0;0;5;7
7;27/05/2018;16:01;Botafogo;EC Vitória;1;1;A. Valentim do Carmo Neto;V. Carmo Mancini;Estádio Nilton Santos;8;6;3;1;59%;41%;497;359;80%;72%;10;18;1;4;0;0;6;2;6;1
7;27/05/2018;18:59;Ceará SC;Grêmio;0;1;J. de Amorim Campos;Renato Gaúcho;Arena Castelão;11;11;1;5;40%;60%;411;638;83%;89%;15;13;4;2;0;0;1;0;6;3
7;27/05/2018;19:00;América-MG;São Paulo;1;3;E. Alves Moreira;D. Aguirre Camblor;Estádio Raimundo Sampaio;12;12;4;6;56%;44%;427;337;80%;73%;22;19;4;3;0;0;2;5;9;7
8;30/05/2018;19:29;Vasco da Gama;Paraná;1;0;J. Mannarino;Ademir Fesan;Estádio Vasco da Gama;13;10;4;2;51%;49%;399;392;78%;80%;24;18;3;3;1;1;0;4;4;2
8;30/05/2018;10:13;EC Vitória;Internacional;2;3;V. Carmo Mancini;O. Hellmann;Barradão;22;11;6;3;45%;55%;333;415;76%;79%;14;12;3;2;0;0;2;2;10;4
8;30/05/2018;19:30;Sport Recife;Atlético-MG;3;2;C. dos Santos Oliveira;T. Mendes Larghi;Adelmar da Costa Carvalho;15;13;6;7;40%;60%;355;540;81%;86%;14;10;4;2;0;0;3;5;1;3
8;30/05/2018;21:00;Chapecoense;Ceará SC;2;0;G. Kleina;J. de Amorim Campos;Arena Condá;20;9;5;3;47%;53%;342;414;80%;79%;17;13;2;3;0;0;1;1;9;2
8;30/05/2018;21:00;São Paulo;Botafogo;3;2;D. Aguirre Camblor;A. Valentim do Carmo Neto;Morumbi;15;11;7;3;40%;60%;326;467;72%;81%;19;16;2;3;0;0;3;1;3;3
8;30/05/2018;21:45;Grêmio;Fluminense;0;0;Renato Gaúcho;A. da Silva Braga;Arena do Grêmio;20;6;6;3;70%;30%;632;278;88%;68%;19;13;1;5;0;0;2;0;8;0
8;30/05/2018;21:47;Cruzeiro;Palmeiras;1;0;L. Venker de Menezes;R. Machado Marques;Mineirão;8;6;1;4;51%;49%;439;439;79%;80%;26;18;3;6;0;0;3;1;3;3
8;31/05/2018;16:00;Flamengo;Bahia;2;0;M. Nogueira Barbieri;A. Ferreira;Maracanã;16;17;6;7;57%;43%;588;440;85%;86%;10;7;0;2;0;0;0;2;4;5
8;31/05/2018;18:00;Corinthians;América-MG;1;0;O. Loss;E. Alves Moreira;Neo Química Arena;12;13;3;6;60%;40%;619;409;88%;79%;14;13;2;2;0;2;2;1;1;4
8;31/05/2018;21:00;Athletico-PR;Santos;2;0;F. Diniz Silva;J. Ribeiro Ventura;Estádio Joaquim Américo Guimarães;17;17;9;3;42%;58%;446;610;82%;89%;14;6;1;1;0;0;2;1;4;7
9;02/06/2018;15:59;Internacional;Sport Recife;0;0;O. Hellmann;C. dos Santos Oliveira;Estádio José Pinheiro Borda;18;11;3;3;56%;44%;457;396;74%;73%;14;14;3;3;0;0;2;2;14;3
9;02/06/2018;16:00;Atlético-MG;Chapecoense;3;3;T. Mendes Larghi;G. Kleina;Estádio Raimundo Sampaio;22;7;5;3;72%;28%;568;225;87%;72%;15;19;2;3;0;1;0;6;6;3
9;02/06/2018;18:59;Vasco da Gama;Botafogo;1;2;J. Mannarino;A. Valentim do Carmo Neto;Estádio Vasco da Gama;14;13;4;5;73%;27%;668;238;87%;65%;12;16;2;4;0;0;0;0;4;7
9;02/06/2018;21:00;Palmeiras;São Paulo;3;1;R. Machado Marques;D. Aguirre Camblor;Allianz Parque;8;8;3;3;48%;52%;303;326;77%;77%;22;23;4;4;0;0;2;0;5;9
9;03/06/2018;16:00;Flamengo;Corinthians;1;0;M. Nogueira Barbieri;O. Loss;Maracanã;19;15;4;2;53%;47%;462;417;87%;85%;14;18;3;1;0;0;1;0;8;7
9;03/06/2018;16:01;Bahia;Grêmio;0;2;A. Ferreira;Renato Gaúcho;Itaipava Arena Fonte Nova;15;10;2;4;57%;43%;467;372;81%;80%;18;16;2;5;0;0;0;4;5;1
9;03/06/2018;16:00;América-MG;Athletico-PR;3;1;E. Alves Moreira;F. Diniz Silva;Estádio Raimundo Sampaio;21;7;7;2;42%;58%;391;548;78%;83%;9;15;1;2;0;0;1;4;9;5
9;03/06/2018;16:00;Santos;EC Vitória;5;2;J. Ribeiro Ventura;V. Carmo Mancini;Estádio Urbano Caldeira;21;14;10;6;57%;43%;447;329;87%;81%;12;16;0;4;0;0;5;0;8;11
9;03/06/2018;18:59;Ceará SC;Cruzeiro;0;1;J. de Amorim Campos;L. Venker de Menezes;Arena Castelão;9;13;4;7;42%;58%;405;563;84%;88%;13;15;2;4;0;0;1;4;1;6
9;04/06/2018;20:01;Paraná;Fluminense;2;1;Ademir Fesan;A. da Silva Braga;Vila Capanema;12;13;5;4;39%;61%;323;487;75%;83%;14;16;6;3;0;0;2;3;4;7
10;05/06/2018;21:30;São Paulo;Internacional;0;0;D. Aguirre Camblor;O. Hellmann;Morumbi;9;13;3;3;48%;52%;397;449;76%;77%;30;8;4;2;0;0;0;1;6;3
10;06/06/2018;19:31;EC Vitória;Chapecoense;1;0;V. Carmo Mancini;G. Kleina;Barradão;14;11;6;3;47%;53%;369;403;73%;77%;20;15;3;2;0;0;2;1;3;5
10;06/06/2018;19:29;Botafogo;Ceará SC;0;0;A. Valentim do Carmo Neto;L. Cirne Lima de Lorenzi;Estádio Nilton Santos;18;7;4;2;57%;43%;463;365;85%;80%;17;17;0;3;0;0;2;2;4;4
10;06/06/2018;21:01;Corinthians;Santos;1;1;O. Loss;J. Ribeiro Ventura;Neo Química Arena;14;19;4;7;51%;49%;425;421;87%;84%;12;15;3;2;0;0;2;3;8;11
10;06/06/2018;21:00;Sport Recife;Athletico-PR;1;0;C. dos Santos Oliveira;F. Diniz Silva;Adelmar da Costa Carvalho;10;10;3;3;33%;67%;291;573;77%;87%;13;20;2;4;0;0;0;2;1;6
10;06/06/2018;21:45;Grêmio;Palmeiras;0;2;Renato Gaúcho;R. Machado Marques;Arena do Grêmio;14;9;5;3;53%;47%;449;414;83%;81%;13;30;2;5;0;0;0;1;5;7
10;06/06/2018;21:45;Cruzeiro;Vasco da Gama;1;1;L. Venker de Menezes;V. de Morais Filho;Mineirão;18;5;3;3;66%;34%;533;297;85%;66%;8;14;1;1;0;0;1;3;12;1
10;07/06/2018;20:00;Paraná;Bahia;1;0;Ademir Fesan;C. Prates;Vila Capanema;12;10;2;4;46%;54%;412;457;75%;81%;17;18;4;2;0;0;1;2;3;6
10;07/06/2018;20:00;Fluminense;Flamengo;0;2;A. da Silva Braga;M. Nogueira Barbieri;Estádio Nacional de Brasília;11;9;3;8;53%;47%;409;383;86%;82%;16;7;5;2;0;0;0;1;10;7
10;07/06/2018;20:59;América-MG;Atlético-MG;1;3;E. Alves Moreira;T. Mendes Larghi;Estádio Raimundo Sampaio;17;12;3;4;47%;53%;434;504;82%;83%;13;7;2;2;0;0;3;1;11;6
11;09/06/2018;16:01;Athletico-PR;São Paulo;0;1;F. Diniz Silva;D. Aguirre Camblor;Estádio Joaquim Américo Guimarães;14;9;5;3;62%;38%;509;318;85%;78%;15;18;3;3;0;0;1;3;5;3
11;09/06/2018;20:18;Chapecoense;Cruzeiro;2;0;G. Kleina;L. Venker de Menezes;Arena Condá;10;8;3;2;44%;56%;338;432;73%;81%;22;17;2;3;0;0;3;4;3;6
11;09/06/2018;19:00;Vasco da Gama;Sport Recife;3;2;J. de Amorim Campos;C. dos Santos Oliveira;Estádio Vasco da Gama;13;13;7;2;40%;60%;382;546;79%;84%;27;10;4;3;0;0;1;4;1;2
11;09/06/2018;21:01;Corinthians;EC Vitória;0;0;O. Loss;V. Carmo Mancini;Neo Química Arena;18;13;2;3;64%;36%;499;287;82%;75%;14;19;2;2;0;0;4;0;10;6
11;10/06/2018;16:00;Atlético-MG;Fluminense;5;2;T. Mendes Larghi;A. da Silva Braga;Estádio Raimundo Sampaio;16;15;9;4;51%;49%;493;479;89%;87%;15;9;2;2;0;0;3;0;4;7
11;10/06/2018;16:00;Bahia;Botafogo;3;3;C. Prates;A. Valentim do Carmo Neto;Itaipava Arena Fonte Nova;21;12;9;5;60%;40%;463;340;82%;72%;24;9;4;2;0;1;3;0;13;1
11;10/06/2018;15:59;Grêmio;América-MG;1;0;Renato Gaúcho;E. Alves Moreira;Arena do Grêmio;12;10;4;3;63%;37%;586;357;86%;78%;14;13;2;3;0;0;0;0;7;4
11;10/06/2018;16:00;Ceará SC;Palmeiras;2;2;L. Cirne Lima de Lorenzi;R. Machado Marques;Arena Castelão;17;9;6;3;42%;58%;358;505;78%;82%;15;12;3;2;0;0;1;2;4;4
11;10/06/2018;19:00;Flamengo;Paraná;2;0;M. Nogueira Barbieri;Ademir Fesan;Maracanã;11;7;5;0;63%;37%;601;357;91%;85%;11;8;2;0;0;0;1;1;9;5
11;10/06/2018;18:59;Santos;Internacional;1;2;J. Ribeiro Ventura;O. Hellmann;Estádio Urbano Caldeira;15;14;4;4;61%;39%;535;348;85%;80%;10;20;3;4;1;0;1;1;7;2
12;12/06/2018;21:31;São Paulo;EC Vitória;3;0;D. Aguirre Camblor;V. Carmo Mancini;Morumbi;14;9;5;5;57%;43%;454;362;83%;81%;24;17;3;3;1;1;5;1;6;1
12;13/06/2018;16:01;América-MG;Chapecoense;0;0;E. Alves Moreira;G. Kleina;Estádio Raimundo Sampaio;12;10;3;2;49%;51%;413;417;84%;82%;13;15;5;0;0;0;2;1;3;8
12;13/06/2018;19:00;Fluminense;Santos;0;1;A. da Silva Braga;J. Ribeiro Ventura;Maracanã;13;6;1;2;48%;52%;501;528;88%;88%;16;12;2;3;0;0;1;3;2;7
12;13/06/2018;19:31;Sport Recife;Grêmio;0;0;C. dos Santos Oliveira;Renato Gaúcho;Adelmar da Costa Carvalho;10;5;1;3;52%;48%;476;455;84%;80%;14;16;3;2;0;0;0;2;4;2
12;13/06/2018;19:31;Paraná;Cruzeiro;1;1;Ademir Fesan;L. Venker de Menezes;Vila Capanema;7;10;1;4;43%;57%;365;471;80%;82%;23;23;8;2;0;0;1;4;3;4
12;13/06/2018;20:59;Palmeiras;Flamengo;1;1;R. Machado Marques;M. Nogueira Barbieri;Allianz Parque;15;13;5;8;45%;55%;340;408;79%;84%;21;18;4;6;3;3;0;0;4;6
12;13/06/2018;21:00;Botafogo;Athletico-PR;2;0;A. Valentim do Carmo Neto;F. Diniz Silva;Estádio Nilton Santos;21;20;7;3;37%;63%;332;554;81%;89%;11;9;0;2;0;0;0;1;8;9
12;13/06/2018;21:44;Bahia;Corinthians;1;0;C. Prates;O. Loss;Itaipava Arena Fonte Nova;22;11;10;2;40%;60%;333;510;78%;84%;19;11;2;1;0;0;1;2;7;8
12;13/06/2018;21:44;Internacional;Vasco da Gama;3;1;O. Hellmann;J. de Amorim Campos;Estádio José Pinheiro Borda;14;10;6;6;54%;46%;472;402;83%;76%;13;11;2;0;0;0;3;0;4;7
12;13/06/2018;21:45;Atlético-MG;Ceará SC;2;1;T. Mendes Larghi;L. Cirne Lima de Lorenzi;Estádio Raimundo Sampaio;22;7;6;1;68%;32%;672;314;88%;82%;10;10;1;0;0;0;2;3;8;5
13;18/07/2018;19:33;Ceará SC;Sport Recife;1;0;L. Cirne Lima de Lorenzi;C. dos Santos Oliveira;Estádio Presidente Vargas;17;11;3;4;33%;67%;291;575;79%;87%;15;12;0;0;0;0;0;2;6;5
13;18/07/2018;21:00;EC Vitória;Paraná;1;0;V. Carmo Mancini;Ademir Fesan;Barradão;13;7;4;2;52%;48%;382;368;82%;76%;24;22;2;2;0;0;1;2;5;5
13;18/07/2018;21:46;Corinthians;Botafogo;2;0;O. Loss;M. Dias de Castro;Neo Química Arena;8;24;3;8;49%;51%;424;421;82%;80%;19;13;2;3;0;0;0;1;3;10
13;18/07/2018;21:45;Grêmio;Atlético-MG;2;0;Renato Gaúcho;T. Mendes Larghi;Arena do Grêmio;23;4;5;1;61%;39%;648;424;89%;83%;10;19;1;2;0;0;1;1;5;2
13;18/07/2018;21:46;Flamengo;São Paulo;0;1;M. Nogueira Barbieri;D. Aguirre Camblor;Maracanã;26;16;7;2;71%;29%;552;228;86%;70%;11;17;3;3;0;1;0;3;9;5
13;19/07/2018;19:30;Chapecoense;Bahia;1;1;G. Kleina;E. Alves Moreira;Arena Condá;5;11;3;5;49%;51%;399;420;80%;85%;12;19;1;2;0;0;1;1;5;3
