rodada;data;hora;time_casa;time_fora;gols_casa;gols_fora;tecnico_casa;tecnico_fora;estadio;stat_chutes_casa;stat_chutes_fora;stat_chutes_a_gol_casa;stat_chutes_a_gol_fora;stat_posse_de_bola_casa;stat_posse_de_bola_fora;stat_passes_casa;stat_passes_fora;stat_faltas_casa;stat_faltas_fora;stat_cartões_amarelos_casa;stat_cartões_amarelos_fora;stat_cartões_vermelhos_casa;stat_cartões_vermelhos_fora;stat_impedimentos_casa;stat_impedimentos_fora;stat_escanteios_casa;stat_escanteios_fora
26;18/09/2016;18:30;Santos;Santa Cruz;3;2;D. Silvestre Júnior;D. Ghidoni Junior;Estádio Municipal Paulo Machado de Carvalho;15;11;0;0;49%;51%;463;458;13;11;1;1;0;0;5;2;3;5
26;18/09/2016;18:31;EC Vitória;Botafogo;0;1;A. Fucks;J. Ribeiro Ventura;Barradão;20;3;0;0;64%;36%;439;269;15;24;2;5;0;0;2;2;7;1
26;19/09/2016;19:59;América-MG;Internacional;1;0;E. Alves Moreira;C. Juarez Roth;Estádio Raimundo Sampaio;22;9;0;0;43%;57%;313;405;12;14;1;2;0;0;0;2;4;6
27;24/09/2016;15:59;Palmeiras;Coritiba;2;1;A. Stival;P. Carpegiani;Allianz Parque;20;3;0;0;59%;41%;453;325;13;24;2;3;0;0;4;0;4;2
27;24/09/2016;18:34;Sport Recife;Santos;1;0;O. de Oliveira Filho;D. Silvestre Júnior;Adelmar da Costa Carvalho;12;15;0;0;40%;60%;312;474;20;11;3;1;0;1;2;2;4;5
27;24/09/2016;21:13;América-MG;Botafogo;1;0;E. Alves Moreira;J. Ribeiro Ventura;Estádio Raimundo Sampaio;8;7;0;0;43%;57%;374;493;16;12;2;3;0;0;1;5;5;7
27;25/09/2016;11:01;Athletico-PR;Ponte Preta;3;0;P. Autuori de Mello;E. Baptista;Estádio Joaquim Américo Guimarães;13;4;0;0;69%;31%;614;290;11;20;2;5;0;1;1;1;10;3
27;25/09/2016;11:02;Figueirense;Santa Cruz;3;1;M. dos Santos Gonçalves;D. Ghidoni Junior;Orlando Scarpelli;5;12;0;0;33%;67%;307;583;19;12;1;5;0;0;5;0;3;8
27;25/09/2016;15:59;EC Vitória;São Paulo;2;0;A. Fucks;R. Gomes Raymundo;Barradão;15;13;0;0;44%;56%;311;406;21;19;4;3;0;0;0;5;6;5
27;25/09/2016;16:00;Corinthians;Fluminense;0;1;F. Carille;L. Culpi;Neo Química Arena;21;12;0;0;57%;43%;498;381;19;15;4;3;0;0;0;2;4;8
27;25/09/2016;16:02;Flamengo;Cruzeiro;2;1;J. Mannarino;L. Venker de Menezes;Kléber Andrade;21;11;0;0;59%;41%;520;375;13;12;1;2;0;0;6;1;8;3
27;25/09/2016;16:00;Grêmio;Chapecoense;1;0;Renato Gaúcho;L. Saroli Caio Júnior;Arena do Grêmio;15;8;0;0;47%;53%;510;560;13;12;2;2;0;0;2;0;3;3
27;25/09/2016;18:31;Atlético-MG;Internacional;3;1;M. de Oliveira Santos;C. Juarez Roth;Estádio Raimundo Sampaio;11;14;0;0;57%;43%;509;388;11;17;2;2;0;0;0;2;5;6
28;01/10/2016;10:59;Fluminense;Sport Recife;3;1;L. Culpi;O. de Oliveira Filho;Estádio Giulite Coutinho;19;13;0;0;61%;39%;530;341;11;30;1;3;0;0;4;2;6;6
28;01/10/2016;16:00;São Paulo;Flamengo;0;0;R. Gomes Raymundo;J. Mannarino;Morumbi;7;8;0;0;45%;55%;371;459;18;9;4;3;0;0;1;3;11;2
28;01/10/2016;16:00;Chapecoense;EC Vitória;1;4;L. Saroli Caio Júnior;A. Fucks;Arena Condá;15;8;0;0;62%;38%;468;296;18;18;1;2;0;0;5;1;2;2
28;01/10/2016;16:03;Santos;Athletico-PR;2;0;D. Silvestre Júnior;P. Autuori de Mello;Estádio Urbano Caldeira;9;6;0;0;45%;55%;448;541;10;13;2;1;0;0;2;3;6;3
28;01/10/2016;16:30;Botafogo;Corinthians;2;0;J. Ribeiro Ventura;F. Carille;Luso-Brasileiro;9;6;0;0;43%;57%;396;495;23;16;4;4;0;0;6;0;2;8
28;01/10/2016;16:31;Ponte Preta;Atlético-MG;1;2;E. Baptista;M. de Oliveira Santos;Moisés Lucarelli;18;10;0;0;57%;43%;405;319;25;16;2;2;0;0;3;0;8;2
28;01/10/2016;18:29;Cruzeiro;Grêmio;1;0;L. Venker de Menezes;Renato Gaúcho;Mineirão;16;4;0;0;53%;47%;425;424;19;20;3;3;0;0;3;1;11;1
28;01/10/2016;21:00;Internacional;Figueirense;1;0;C. Juarez Roth;M. dos Santos Gonçalves;Estádio José Pinheiro Borda;15;6;0;0;41%;59%;281;410;32;19;2;2;0;0;0;2;2;0
28;03/10/2016;19:59;Santa Cruz;Palmeiras;2;3;D. Ghidoni Junior;A. Stival;Estádio do Arruda;17;14;0;0;47%;53%;378;426;20;12;6;3;0;0;2;1;9;6
28;03/10/2016;21:01;Coritiba;América-MG;3;0;P. Carpegiani;E. Alves Moreira;Couto Pereira;11;6;0;0;54%;46%;453;386;17;15;2;2;0;0;2;1;4;4
29;05/10/2016;19:30;Athletico-PR;Chapecoense;3;1;P. Autuori de Mello;L. Saroli Caio Júnior;Estádio Joaquim Américo Guimarães;16;11;0;0;58%;42%;457;336;9;14;2;3;0;0;5;2;7;1
29;05/10/2016;19:29;EC Vitória;Grêmio;0;1;A. Fucks;Renato Gaúcho;Itaipava Arena Fonte Nova;11;14;0;0;58%;42%;453;357;16;19;3;3;0;0;0;3;6;2
29;05/10/2016;21:00;Corinthians;Atlético-MG;0;0;F. Carille;M. de Oliveira Santos;Neo Química Arena;19;8;0;0;60%;40%;446;304;16;16;0;1;0;1;0;3;13;4
29;05/10/2016;21:01;Santos;Fluminense;2;1;D. Silvestre Júnior;L. Culpi;Estádio Urbano Caldeira;13;16;0;0;50%;50%;445;447;16;10;0;0;0;0;3;5;5;5
29;05/10/2016;21:44;Sport Recife;São Paulo;1;1;O. de Oliveira Filho;R. Gomes Raymundo;Adelmar da Costa Carvalho;11;17;0;0;46%;54%;386;463;19;17;0;2;0;0;1;2;1;5
29;06/10/2016;19:29;Internacional;Coritiba;1;0;C. Juarez Roth;P. Carpegiani;Estádio José Pinheiro Borda;10;7;0;0;55%;45%;426;364;15;14;2;4;0;0;0;2;3;3
29;08/10/2016;21:00;Cruzeiro;Ponte Preta;2;0;L. Venker de Menezes;E. Baptista;Mineirão;13;3;0;0;55%;45%;504;410;15;25;2;2;0;0;5;0;3;2
29;09/10/2016;17:00;Flamengo;Santa Cruz;3;0;J. Mannarino;D. Ghidoni Junior;Estádio Municipal Paulo Machado de Carvalho;13;11;0;0;62%;38%;508;325;11;12;1;0;0;1;4;3;7;5
29;09/10/2016;17:00;América-MG;Palmeiras;0;2;E. Alves Moreira;A. Stival;Estádio do Café;6;10;0;0;52%;48%;458;437;17;10;2;1;1;0;0;1;1;4
29;09/10/2016;17:02;Figueirense;Botafogo;0;1;M. dos Santos Gonçalves;J. Ribeiro Ventura;Orlando Scarpelli;10;11;0;0;51%;49%;421;408;14;13;2;2;0;0;5;1;7;8
30;12/10/2016;11:02;Chapecoense;Sport Recife;3;0;L. Saroli Caio Júnior;O. de Oliveira Filho;Arena Condá;17;7;0;0;46%;54%;366;443;16;19;1;1;0;1;2;1;5;2
30;12/10/2016;19:30;Coritiba;Figueirense;0;0;P. Carpegiani;M. dos Santos Gonçalves;Couto Pereira;18;7;0;0;67%;33%;367;187;13;22;4;3;0;0;5;3;11;8
30;12/10/2016;21:44;Santa Cruz;Corinthians;2;4;D. Ghidoni Junior;F. Carille;Arena Pantanal;16;10;0;0;45%;55%;437;518;8;7;2;2;0;0;8;1;4;4
30;12/10/2016;21:45;Botafogo;Internacional;1;0;J. Ribeiro Ventura;C. Juarez Roth;Luso-Brasileiro;12;13;0;0;53%;47%;385;346;17;15;3;2;0;0;0;0;4;7
30;13/10/2016;19:32;Palmeiras;Cruzeiro;0;0;A. Stival;L. Venker de Menezes;Estádio Doutor Adhemar de Barros;13;15;0;0;56%;44%;429;345;16;16;1;4;0;0;1;1;3;2
30;13/10/2016;19:30;Ponte Preta;EC Vitória;2;0;E. Baptista;A. Fucks;Moisés Lucarelli;10;10;0;0;43%;57%;274;369;23;12;4;2;0;0;3;4;4;3
30;13/10/2016;19:30;Atlético-MG;América-MG;3;0;M. de Oliveira Santos;E. Alves Moreira;Mineirão;16;15;0;0;60%;40%;521;354;8;11;0;0;0;0;4;1;9;4
30;13/10/2016;21:00;Fluminense;Flamengo;1;2;L. Culpi;J. Mannarino;Estádio Municipal General Raulino de Oliveira;9;13;0;0;59%;41%;395;286;14;21;3;3;0;0;1;1;4;4
30;13/10/2016;21:03;São Paulo;Santos;0;1;R. Gomes Raymundo;D. Silvestre Júnior;Estádio Municipal Paulo Machado de Carvalho;15;6;0;0;51%;49%;421;436;16;18;2;3;0;0;2;2;9;3
30;13/10/2016;20:59;Grêmio;Athletico-PR;1;0;Renato Gaúcho;P. Autuori de Mello;Arena do Grêmio;29;4;0;0;57%;43%;573;438;16;13;2;3;0;0;0;0;9;4
31;16/10/2016;17:00;Botafogo;Atlético-MG;3;2;J. Ribeiro Ventura;M. de Oliveira Santos;Luso-Brasileiro;13;15;0;0;40%;60%;332;484;16;13;2;4;0;0;6;1;5;8
31;16/10/2016;17:00;Cruzeiro;Chapecoense;0;0;L. Venker de Menezes;L. Saroli Caio Júnior;Mineirão;19;7;0;0;61%;39%;550;360;15;17;1;2;0;0;2;0;6;5
31;16/10/2016;17:00;Athletico-PR;Coritiba;2;0;P. Autuori de Mello;P. Carpegiani;Vila Capanema;8;15;0;0;43%;57%;333;436;18;14;0;3;0;0;1;2;5;6
31;16/10/2016;17:00;Internacional;Flamengo;2;1;C. Juarez Roth;J. Mannarino;Estádio José Pinheiro Borda;16;13;0;0;44%;56%;340;435;22;13;3;1;0;0;1;1;6;2
31;16/10/2016;17:02;Figueirense;Palmeiras;1;2;M. dos Santos Gonçalves;A. Stival;Orlando Scarpelli;5;19;0;0;48%;52%;285;302;18;29;4;3;0;0;2;2;2;7
31;16/10/2016;18:31;Corinthians;América-MG;2;0;O. de Oliveira Filho;E. Alves Moreira;Neo Química Arena;8;8;0;0;61%;39%;609;391;11;10;2;1;0;0;4;3;4;4
31;16/10/2016;18:31;Ponte Preta;Santa Cruz;3;0;E. Baptista;D. Ghidoni Junior;Moisés Lucarelli;13;3;0;0;39%;61%;333;524;19;17;0;2;0;0;2;4;4;4
31;16/10/2016;19:32;Santos;Grêmio;1;1;D. Silvestre Júnior;Renato Gaúcho;Estádio Urbano Caldeira;17;6;0;0;68%;32%;615;301;13;20;1;7;0;0;0;1;9;1
31;16/10/2016;19:30;Sport Recife;EC Vitória;1;0;D. Pollo Barioni;A. Fucks;Adelmar da Costa Carvalho;19;6;0;0;55%;45%;354;294;9;20;1;3;0;1;2;0;10;7
31;17/10/2016;19:59;Fluminense;São Paulo;1;2;L. Culpi;R. Gomes Raymundo;Estádio Giulite Coutinho;12;11;0;0;43%;57%;316;400;8;18;1;4;0;0;1;3;3;3
32;19/10/2016;21:45;Santa Cruz;Botafogo;0;1;D. Ghidoni Junior;J. Ribeiro Ventura;Estádio do Arruda;16;18;0;0;59%;41%;464;331;12;15;0;2;0;0;2;1;7;5
32;22/10/2016;16:59;São Paulo;Ponte Preta;2;0;R. Gomes Raymundo;E. Baptista;Morumbi;9;14;0;0;60%;40%;427;288;16;15;0;1;0;0;2;2;7;9
32;23/10/2016;17:00;Flamengo;Corinthians;2;2;J. Mannarino;O. de Oliveira Filho;Maracanã;20;10;0;0;64%;36%;463;278;13;19;2;3;0;1;6;1;13;2
32;23/10/2016;17:00;EC Vitória;Cruzeiro;0;1;A. Fucks;L. Venker de Menezes;Barradão;16;13;0;0;57%;43%;402;314;20;16;2;2;0;1;2;1;3;6
32;23/10/2016;17:00;Palmeiras;Sport Recife;2;1;A. Stival;D. Pollo Barioni;Allianz Parque;12;15;0;0;44%;56%;284;345;26;23;3;2;0;0;0;3;5;8
32;23/10/2016;17:00;Grêmio;Internacional;0;0;Renato Gaúcho;C. Juarez Roth;Arena do Grêmio;12;8;0;0;69%;31%;517;229;12;25;0;2;1;1;0;1;5;4
32;23/10/2016;18:31;Coritiba;Fluminense;1;1;P. Carpegiani;L. Culpi;Couto Pereira;17;14;0;0;52%;48%;449;426;12;17;0;4;1;0;1;4;2;2
32;23/10/2016;19:30;Atlético-MG;Figueirense;3;0;M. de Oliveira Santos;M. dos Santos Gonçalves;Estádio Raimundo Sampaio;17;10;0;0;54%;46%;409;352;16;15;2;3;0;2;2;3;4;3
32;23/10/2016;19:32;Chapecoense;Santos;0;1;L. Saroli Caio Júnior;D. Silvestre Júnior;Arena Condá;20;3;0;0;59%;41%;469;368;13;16;2;3;0;0;2;4;11;1
32;24/10/2016;20:00;América-MG;Athletico-PR;1;0;E. Alves Moreira;P. Autuori de Mello;Estádio Raimundo Sampaio;13;4;0;0;42%;58%;398;547;8;9;0;0;0;0;1;5;5;2
33;27/10/2016;20:33;Sport Recife;Ponte Preta;1;0;D. Pollo Barioni;E. Baptista;Adelmar da Costa Carvalho;10;14;0;0;57%;43%;428;330;12;23;2;3;0;0;2;0;3;1
33;28/10/2016;19:30;Fluminense;EC Vitória;2;2;L. Culpi;A. Fucks;Maracanã;16;20;0;0;59%;41%;401;279;20;22;3;2;0;0;8;2;9;2
33;29/10/2016;16:31;Atlético-MG;Flamengo;2;2;M. de Oliveira Santos;J. Mannarino;Mineirão;12;15;0;0;48%;52%;343;374;12;14;0;1;0;0;4;2;7;6
33;29/10/2016;16:33;Athletico-PR;Cruzeiro;1;0;P. Autuori de Mello;L. Venker de Menezes;Estádio Joaquim Américo Guimarães;13;14;0;0;43%;57%;395;535;17;13;1;1;0;0;2;3;6;4
33;29/10/2016;16:31;Corinthians;Chapecoense;1;1;O. de Oliveira Filho;L. Saroli Caio Júnior;Neo Química Arena;11;14;0;0;56%;44%;488;387;11;18;1;2;0;0;1;5;7;5
33;29/10/2016;18:30;Botafogo;Coritiba;0;0;J. Ribeiro Ventura;P. Carpegiani;Luso-Brasileiro;18;11;0;0;66%;34%;511;280;13;20;5;3;0;0;2;1;9;3
33;29/10/2016;18:30;Internacional;Santa Cruz;1;1;C. Juarez Roth;A. Felix Teixeira;Estádio José Pinheiro Borda;15;9;0;0;47%;53%;416;476;15;11;2;2;1;0;3;1;7;2
33;29/10/2016;19:34;Figueirense;Grêmio;0;0;M. dos Santos Gonçalves;Renato Gaúcho;Orlando Scarpelli;9;11;0;0;51%;49%;347;374;22;18;2;2;0;0;2;2;8;3
33;29/10/2016;19:34;Santos;Palmeiras;1;0;D. Silvestre Júnior;A. Stival;Estádio Urbano Caldeira;12;9;0;0;46%;54%;374;442;20;22;4;3;0;0;3;1;6;2
33;31/10/2016;20:02;América-MG;São Paulo;1;0;E. Alves Moreira;R. Gomes Raymundo;Estádio Raimundo Sampaio;5;19;0;0;30%;70%;236;517;17;8;0;1;0;0;1;7;4;11
34;05/11/2016;17:00;Flamengo;Botafogo;0;0;J. Mannarino;J. Ribeiro Ventura;Maracanã;14;15;0;0;64%;36%;479;276;14;26;3;3;0;0;0;0;2;2
34;05/11/2016;19:31;São Paulo;Corinthians;4;0;R. Gomes Raymundo;O. de Oliveira Filho;Morumbi;12;5;0;0;42%;58%;369;508;21;19;3;4;0;0;0;0;3;4
34;06/11/2016;11:01;Ponte Preta;Santos;1;2;E. Baptista;D. Silvestre Júnior;Moisés Lucarelli;8;13;0;0;36%;64%;247;447;20;19;1;1;0;0;4;3;4;5
34;06/11/2016;16:59;Santa Cruz;América-MG;1;0;A. Felix Teixeira;E. Alves Moreira;Estádio do Arruda;13;8;0;0;55%;45%;564;461;10;9;1;1;0;0;4;1;5;5
34;06/11/2016;17:00;Cruzeiro;Fluminense;4;2;L. Venker de Menezes;L. Culpi;Mineirão;18;12;0;0;45%;55%;452;543;14;7;2;1;0;0;1;1;5;5
34;06/11/2016;16:59;Palmeiras;Internacional;1;0;A. Stival;C. Juarez Roth;Allianz Parque;7;12;0;0;49%;51%;333;347;10;19;0;0;0;0;2;1;4;2
34;06/11/2016;16:59;EC Vitória;Athletico-PR;3;2;A. Fucks;P. Autuori de Mello;Barradão;25;8;0;0;53%;47%;353;337;13;18;2;2;0;0;2;4;9;2
34;06/11/2016;19:31;Coritiba;Atlético-MG;2;0;P. Carpegiani;M. de Oliveira Santos;Couto Pereira;16;12;0;0;32%;68%;296;621;12;11;1;3;0;0;1;1;5;2
34;06/11/2016;19:31;Chapecoense;Figueirense;1;0;L. Saroli Caio Júnior;M. dos Santos Gonçalves;Arena Condá;24;10;0;0;57%;43%;381;299;16;20;1;2;0;1;2;2;8;4
34;07/11/2016;20:00;Grêmio;Sport Recife;0;3;Renato Gaúcho;D. Pollo Barioni;Arena do Grêmio;14;14;0;0;55%;45%;542;453;11;10;4;3;0;0;0;0;5;0
35;15/11/2016;16:59;Fluminense;Athletico-PR;1;1;M. de Oliveira;P. Autuori de Mello;Maracanã;16;14;0;0;48%;52%;394;420;14;16;3;3;0;0;5;2;4;4
35;16/11/2016;19:30;Botafogo;Chapecoense;0;2;J. Ribeiro Ventura;L. Saroli Caio Júnior;Luso-Brasileiro;13;7;0;0;65%;35%;454;255;15;18;3;1;0;0;2;2;12;6
35;16/11/2016;21:01;Coritiba;Santa Cruz;1;0;P. Carpegiani;A. Felix Teixeira;Couto Pereira;12;8;0;0;54%;46%;469;406;18;13;3;2;0;0;1;1;0;5
35;16/11/2016;21:45;Sport Recife;Cruzeiro;0;1;D. Pollo Barioni;L. Venker de Menezes;Adelmar da Costa Carvalho;18;11;0;0;54%;46%;441;398;10;11;2;2;0;0;0;4;7;7
35;16/11/2016;21:45;América-MG;Flamengo;0;1;E. Alves Moreira;J. Mannarino;Mineirão;12;10;0;0;40%;60%;336;495;13;11;1;0;0;0;4;1;5;10
35;16/11/2016;21:45;Figueirense;Corinthians;1;1;M. dos Santos Gonçalves;O. de Oliveira Filho;Orlando Scarpelli;7;12;0;0;48%;52%;326;355;26;15;3;2;0;1;8;1;3;3
35;17/11/2016;19:32;Santos;EC Vitória;3;2;D. Silvestre Júnior;A. Fucks;Estádio Urbano Caldeira;11;16;0;0;53%;47%;387;354;16;14;3;1;0;0;2;3;6;2
35;17/11/2016;19:33;São Paulo;Grêmio;1;1;R. Gomes Raymundo;Renato Gaúcho;Morumbi;14;6;0;0;43%;57%;443;593;15;17;3;2;0;0;2;3;4;1
35;17/11/2016;20:59;Internacional;Ponte Preta;1;1;C. Juarez Roth;E. Baptista;Estádio José Pinheiro Borda;9;9;0;0;55%;45%;350;289;15;19;1;3;0;0;2;0;6;4
35;17/11/2016;21:01;Atlético-MG;Palmeiras;1;1;M. de Oliveira Santos;A. Stival;Estádio Raimundo Sampaio;12;12;0;0;66%;34%;451;227;18;27;2;4;0;0;5;0;3;3
36;20/11/2016;16:59;EC Vitória;Figueirense;4;0;A. Fucks;M. dos Santos Gonçalves;Barradão;20;14;0;0;45%;55%;242;294;20;16;4;2;0;0;2;3;7;6
36;20/11/2016;17:00;Cruzeiro;Santos;2;2;L. Venker de Menezes;D. Silvestre Júnior;Mineirão;14;10;0;0;52%;48%;410;395;11;11;3;3;1;0;5;3;5;5
36;20/11/2016;17:00;Palmeiras;Botafogo;1;0;A. Stival;J. Ribeiro Ventura;Allianz Parque;16;16;0;0;63%;37%;433;258;13;22;0;4;0;1;3;1;4;4
36;20/11/2016;17:03;Athletico-PR;Sport Recife;2;0;P. Autuori de Mello;D. Pollo Barioni;Estádio Joaquim Américo Guimarães;13;8;0;0;42%;58%;374;518;11;12;0;2;0;0;0;2;5;6
36;20/11/2016;17:00;Grêmio;América-MG;3;0;Renato Gaúcho;E. Alves Moreira;Arena do Grêmio;14;11;0;0;60%;40%;597;400;8;18;0;2;0;0;5;1;5;2
36;20/11/2016;17:02;Ponte Preta;Fluminense;1;0;E. Baptista;M. de Oliveira;Moisés Lucarelli;12;8;0;0;34%;66%;301;565;20;18;3;2;0;1;0;1;4;6
36;20/11/2016;19:29;Flamengo;Coritiba;2;2;J. Mannarino;P. Carpegiani;Maracanã;12;20;0;0;56%;44%;497;377;15;18;1;2;0;0;3;1;5;3
36;20/11/2016;19:31;Chapecoense;São Paulo;2;0;L. Saroli Caio Júnior;R. Gomes Raymundo;Arena Condá;9;21;0;0;39%;61%;330;496;20;19;1;1;0;0;1;2;1;6
36;20/11/2016;19:31;Santa Cruz;Atlético-MG;3;3;A. Felix Teixeira;M. de Oliveira Santos;Estádio do Arruda;18;15;0;0;40%;60%;359;553;16;10;2;0;1;1;3;2;7;3
36;21/11/2016;20:00;Corinthians;Internacional;1;0;O. de Oliveira Filho;L. Cirne Lima de Lorenzi;Neo Química Arena;16;10;0;0;59%;41%;481;347;22;22;2;2;0;0;1;2;10;3
37;26/11/2016;20:01;América-MG;Sport Recife;2;2;E. Alves Moreira;D. Pollo Barioni;Estádio Raimundo Sampaio;14;12;0;0;52%;48%;422;405;13;15;1;3;1;0;2;5;5;4
37;26/11/2016;20:00;Botafogo;Ponte Preta;1;1;J. Ribeiro Ventura;E. Baptista;Luso-Brasileiro;10;7;0;0;61%;39%;411;258;19;17;5;4;0;1;2;1;3;10
37;26/11/2016;20:59;Corinthians;Athletico-PR;0;0;O. de Oliveira Filho;P. Autuori de Mello;Neo Química Arena;22;8;0;0;57%;43%;470;367;6;9;3;2;0;0;2;0;12;4
37;27/11/2016;17:00;Atlético-MG;São Paulo;1;2;D. Giacomini;L. de Oliveira Preto;Estádio Raimundo Sampaio;9;11;0;0;63%;37%;503;289;18;15;1;6;0;0;1;1;3;5
37;27/11/2016;17:03;Palmeiras;Chapecoense;1;0;A. Stival;L. Saroli Caio Júnior;Allianz Parque;21;6;0;0;54%;46%;299;262;25;24;1;2;0;0;0;1;5;2
37;27/11/2016;17:00;Flamengo;Santos;2;0;J. Mannarino;D. Silvestre Júnior;Maracanã;13;12;0;0;38%;62%;317;508;20;14;1;0;0;0;3;4;5;7
37;27/11/2016;16:57;Internacional;Cruzeiro;1;0;L. Cirne Lima de Lorenzi;L. Venker de Menezes;Estádio José Pinheiro Borda;12;12;0;0;52%;48%;441;415;13;15;3;4;0;0;0;0;4;8
37;27/11/2016;19:30;Figueirense;Fluminense;1;0;M. dos Santos Gonçalves;M. de Oliveira;Orlando Scarpelli;11;5;0;0;42%;58%;341;470;26;28;3;3;0;0;0;1;4;4
37;27/11/2016;19:29;Santa Cruz;Grêmio;5;1;A. Felix Teixeira;J. Freitas;Estádio do Arruda;21;5;0;0;47%;53%;419;479;12;16;3;4;0;0;2;3;3;4
37;28/11/2016;20:01;Coritiba;EC Vitória;0;1;P. Carpegiani;A. Fucks;Couto Pereira;13;6;0;0;64%;36%;450;254;23;19;5;6;0;0;1;2;7;3
38;11/12/2016;17:06;Santos;América-MG;1;0;D. Silvestre Júnior;E. Alves Moreira;Estádio Urbano Caldeira;13;8;0;0;77%;23%;745;231;6;9;0;1;0;0;5;0;9;2
38;11/12/2016;17:02;Fluminense;Internacional;1;1;M. de Oliveira;L. Cirne Lima de Lorenzi;Estádio Giulite Coutinho;15;19;0;0;55%;45%;370;304;19;23;1;1;0;0;2;0;7;7
38;11/12/2016;17:03;Grêmio;Botafogo;0;1;Renato Gaúcho;J. Ribeiro Ventura;Arena do Grêmio;15;8;0;0;69%;31%;611;285;10;13;2;3;0;1;1;0;10;5
38;11/12/2016;17:04;São Paulo;Santa Cruz;5;0;L. de Oliveira Preto;A. Felix Teixeira;Estádio Municipal Paulo Machado de Carvalho;25;9;0;0;53%;47%;486;464;13;9;1;1;1;0;1;0;13;1
38;11/12/2016;17:01;Cruzeiro;Corinthians;3;2;L. Venker de Menezes;O. de Oliveira Filho;Mineirão;20;4;0;0;46%;54%;421;501;9;22;2;4;0;0;5;2;6;5
38;11/12/2016;17:07;Sport Recife;Figueirense;2;0;D. Pollo Barioni;M. dos Santos Gonçalves;Adelmar da Costa Carvalho;16;4;0;0;68%;32%;520;248;22;22;5;2;0;0;1;1;6;2
38;11/12/2016;17:05;Athletico-PR;Flamengo;0;0;P. Autuori de Mello;J. Mannarino;Estádio Joaquim Américo Guimarães;14;8;0;0;58%;42%;494;366;15;12;2;5;0;1;1;1;6;4
38;11/12/2016;17:05;EC Vitória;Palmeiras;1;2;A. Fucks;A. Stival;Barradão;14;10;0;0;38%;62%;350;589;15;16;1;6;0;0;1;1;7;2
38;11/12/2016;17:05;Ponte Preta;Coritiba;2;0;F. Moreira;P. Carpegiani;Moisés Lucarelli;17;8;0;0;53%;47%;412;384;14;15;0;1;0;0;0;0;13;4
