rodada;data;hora;time_casa;time_fora;gols_casa;gols_fora;tecnico_casa;tecnico_fora;estadio;stat_chutes_casa;stat_chutes_fora;stat_chutes_a_gol_casa;stat_chutes_a_gol_fora;stat_posse_de_bola_casa;stat_posse_de_bola_fora;stat_passes_casa;stat_passes_fora;stat_precisão_de_passe_casa;stat_precisão_de_passe_fora;stat_faltas_casa;stat_faltas_fora;stat_cartões_amarelos_casa;stat_cartões_amarelos_fora;stat_cartões_vermelhos_casa;stat_cartões_vermelhos_fora;stat_impedimentos_casa;stat_impedimentos_fora;stat_escanteios_casa;stat_escanteios_fora
5;20/06/2021;16:00;Internacional;Ceará SC;1;1;O. Loss;A. Ferreira;Estádio José Pinheiro Borda;10;14;3;2;62%;38%;407;252;74%;64%;16;23;2;3;0;0;1;1;6;7
5;20/06/2021;18:15;Fortaleza;Fluminense;1;1;J. Vojvoda;R. Machado Marques;Arena Castelão;16;4;2;3;63%;37%;534;321;86%;74%;14;17;3;0;0;0;6;2;7;3
5;20/06/2021;18:14;Athletico-PR;Atlético-GO;2;1;A. Cardoso de Oliveira;E. de Souza Barroca;Estádio Joaquim Américo Guimarães;12;10;3;3;49%;51%;440;477;83%;82%;17;15;2;2;0;0;2;1;4;3
5;20/06/2021;18:15;Santos;São Paulo;2;0;F. Diniz Silva;H. Crespo;Estádio Urbano Caldeira;11;8;5;1;38%;62%;271;413;66%;75%;22;20;2;4;0;0;3;2;3;7
5;20/06/2021;20:32;Juventude;Sport Recife;1;0;M. dos Santos Gonçalves;U. Louzer Filho;Alfredo Jaconi;8;13;4;2;51%;49%;508;484;84%;84%;16;9;4;0;0;0;2;1;3;5
5;21/06/2021;20:00;Atlético-MG;Chapecoense;1;1;A. Stival;J. Ribeiro Ventura;Mineirão;14;13;2;1;67%;33%;593;281;88%;72%;9;10;1;1;0;0;0;2;9;7
5;18/08/2021;18:59;Cuiabá;Grêmio;0;1;J. de Amorim Campos;L. Scolari;Arena Pantanal;10;7;2;3;53%;47%;415;370;79%;75%;12;10;1;5;0;0;0;2;2;7
6;23/06/2021;19:01;Atlético-GO;Fluminense;1;0;E. de Souza Barroca;R. Machado Marques;Estádio Antônio Accioly;9;3;2;2;49%;51%;390;394;82%;80%;22;17;3;3;0;0;0;4;6;5
6;23/06/2021;19:00;São Paulo;Cuiabá;2;2;H. Crespo;L. Iubel;Morumbi;17;5;7;3;66%;34%;614;323;87%;72%;18;14;1;1;0;0;3;0;5;2
6;23/06/2021;19:00;Flamengo;Fortaleza;2;1;R. Ceni;J. Vojvoda;Maracanã;19;10;7;5;63%;37%;470;286;84%;73%;18;15;1;1;0;0;1;2;11;2
6;23/06/2021;19:00;Bragantino;Palmeiras;3;1;C. Maldonado;A. Moreira Ferreira;Nabizão;12;17;6;5;47%;53%;428;446;82%;81%;13;13;3;3;0;0;1;1;5;10
6;24/06/2021;16:00;América-MG;Juventude;1;1;V. Carmo Mancini;M. dos Santos Gonçalves;Estádio Raimundo Sampaio;12;8;2;3;54%;46%;459;408;84%;82%;17;16;1;2;1;0;0;1;8;3
6;24/06/2021;19:00;Chapecoense;Internacional;1;2;J. Ribeiro Ventura;D. Aguirre Camblor;Arena Condá;11;25;5;11;53%;47%;366;345;78%;77%;12;19;2;3;1;2;2;3;9;9
6;24/06/2021;18:59;Corinthians;Sport Recife;2;1;S. Campos Junior;U. Louzer Filho;Neo Química Arena;16;9;3;3;51%;49%;502;475;86%;84%;8;17;0;3;0;0;1;0;4;5
6;24/06/2021;19:00;Ceará SC;Atlético-MG;2;1;A. Ferreira;A. Stival;Arena Castelão;16;16;8;6;33%;67%;262;541;67%;84%;16;16;3;4;0;0;1;5;6;7
6;24/06/2021;21:30;Bahia;Athletico-PR;2;1;L. Cavalcanti;A. Cardoso de Oliveira;Estádio de Pituaçu;20;9;7;4;70%;30%;577;256;86%;64%;12;8;2;1;0;2;3;1;9;2
6;24/06/2021;21:29;Grêmio;Santos;2;2;T. Retzalff Nunes;F. Diniz Silva;Arena do Grêmio;19;6;6;3;47%;53%;415;483;81%;84%;21;14;2;3;0;0;2;2;7;1
7;27/06/2021;11:02;Juventude;Flamengo;1;0;M. dos Santos Gonçalves;R. Ceni;Alfredo Jaconi;8;13;4;2;35%;65%;284;510;51%;72%;17;12;2;1;0;0;4;1;5;10
7;27/06/2021;16:00;Fluminense;Corinthians;1;1;R. Machado Marques;S. Campos Junior;Estádio Vasco da Gama;15;10;5;4;46%;54%;449;535;85%;86%;14;11;3;1;1;0;1;0;8;5
7;27/06/2021;20:00;Palmeiras;Bahia;3;2;A. Moreira Ferreira;L. Cavalcanti;Allianz Parque;19;18;8;4;58%;42%;437;331;80%;74%;10;16;3;4;0;0;6;1;7;7
7;27/06/2021;19:59;Athletico-PR;Chapecoense;2;2;A. Cardoso de Oliveira;J. Ribeiro Ventura;Estádio Joaquim Américo Guimarães;18;12;5;5;62%;38%;519;313;84%;72%;12;15;1;1;0;0;0;2;6;5
7;27/06/2021;19:59;Grêmio;Fortaleza;0;0;T. Retzalff Nunes;J. Vojvoda;Arena do Grêmio;18;15;5;6;58%;42%;398;301;81%;72%;13;12;2;4;1;0;1;3;10;5
7;27/06/2021;20:30;Santos;Atlético-MG;2;0;F. Diniz Silva;A. Stival;Estádio Urbano Caldeira;11;11;6;3;49%;51%;406;408;79%;78%;20;16;4;2;0;1;1;4;4;6
7;27/06/2021;20:30;América-MG;Internacional;1;1;V. Carmo Mancini;D. Aguirre Camblor;Estádio Raimundo Sampaio;13;10;6;3;40%;60%;309;474;72%;79%;16;20;2;3;0;0;1;0;5;5
7;27/06/2021;20:32;Sport Recife;Cuiabá;0;0;U. Louzer Filho;L. Iubel;Adelmar da Costa Carvalho;8;12;1;3;44%;56%;445;537;84%;86%;11;17;0;1;0;0;3;2;3;7
7;27/06/2021;20:30;Ceará SC;São Paulo;1;1;A. Ferreira;J. Branda;Arena Castelão;18;11;7;2;36%;64%;268;461;69%;83%;20;12;4;6;0;0;1;5;3;6
7;28/06/2021;20:00;Atlético-GO;Bragantino;0;1;E. de Souza Barroca;M. Nogueira Barbieri;Estádio Antônio Accioly;12;12;2;5;42%;58%;336;468;72%;80%;24;16;2;2;0;0;1;0;5;8
8;30/06/2021;16:00;Fluminense;Athletico-PR;1;4;R. Machado Marques;B. Lazaroni;Estádio Municipal General Raulino de Oliveira;12;11;4;5;56%;44%;517;430;86%;85%;16;15;1;2;0;0;1;1;9;2
8;30/06/2021;16:01;Fortaleza;Chapecoense;3;2;J. Vojvoda;J. Ribeiro Ventura;Arena Castelão;22;9;10;5;64%;36%;458;259;82%;65%;17;24;2;3;1;0;2;2;2;7
8;30/06/2021;19:00;Internacional;Palmeiras;1;2;D. Aguirre Camblor;A. Moreira Ferreira;Estádio José Pinheiro Borda;16;14;5;6;67%;33%;544;269;85%;68%;14;13;3;2;0;1;0;1;7;3
8;30/06/2021;19:00;Bahia;América-MG;3;4;L. Cavalcanti;V. Carmo Mancini;Estádio de Pituaçu;20;16;7;8;72%;28%;605;238;89%;72%;6;9;4;0;0;0;3;5;8;4
8;30/06/2021;20:30;Santos;Sport Recife;0;0;F. Diniz Silva;U. Louzer Filho;Estádio Urbano Caldeira;13;8;1;2;68%;32%;592;286;84%;70%;11;19;1;4;0;0;1;3;7;1
8;30/06/2021;21:30;Corinthians;São Paulo;0;0;S. Campos Junior;J. Branda;Neo Química Arena;10;8;3;3;41%;59%;388;559;78%;85%;15;26;1;1;0;0;1;5;5;3
8;30/06/2021;21:30;Juventude;Grêmio;2;0;M. dos Santos Gonçalves;T. Retzalff Nunes;Alfredo Jaconi;11;13;5;3;30%;70%;295;689;74%;90%;15;12;3;0;0;0;0;1;3;6
8;01/07/2021;16:00;Bragantino;Ceará SC;0;0;M. Nogueira Barbieri;A. Ferreira;Nabizão;13;8;2;3;65%;35%;532;307;84%;72%;11;17;1;2;0;1;0;2;6;6
8;01/07/2021;19:00;Atlético-MG;Atlético-GO;4;1;A. Stival;E. de Souza Barroca;Mineirão;19;7;9;3;46%;54%;480;561;82%;84%;13;12;0;2;0;0;1;1;4;4
8;01/07/2021;20:00;Cuiabá;Flamengo;0;2;L. Iubel;R. Ceni;Arena Pantanal;9;12;2;5;43%;57%;418;528;86%;85%;18;26;3;5;0;0;2;3;1;5
9;03/07/2021;19:00;Athletico-PR;Fortaleza;2;1;A. Cardoso de Oliveira;J. Vojvoda;Estádio Joaquim Américo Guimarães;16;15;8;4;41%;59%;364;513;78%;84%;18;14;3;3;0;0;3;0;3;4
9;03/07/2021;18:59;América-MG;Santos;2;0;V. Carmo Mancini;F. Diniz Silva;Estádio Raimundo Sampaio;8;21;4;8;27%;73%;245;636;69%;87%;13;6;4;3;0;0;4;2;2;12
9;03/07/2021;21:00;Corinthians;Internacional;1;1;S. Campos Junior;D. Aguirre Camblor;Neo Química Arena;20;7;9;3;58%;42%;540;407;82%;73%;11;17;2;2;0;0;0;2;3;2
9;04/07/2021;11:02;Chapecoense;Bahia;0;2;J. Ribeiro Ventura;L. Cavalcanti;Arena Condá;7;13;1;6;47%;53%;389;452;75%;79%;14;13;2;1;0;0;4;0;9;5
9;04/07/2021;16:01;Flamengo;Fluminense;0;1;R. Ceni;R. Machado Marques;Neo Química Arena;21;11;4;5;67%;33%;579;282;88%;73%;11;15;2;1;0;0;0;2;6;5
9;04/07/2021;16:01;Sport Recife;Palmeiras;0;1;U. Louzer Filho;A. Moreira Ferreira;Adelmar da Costa Carvalho;13;14;1;5;49%;51%;414;436;85%;83%;23;13;2;1;0;0;0;1;3;6
9;04/07/2021;18:15;Ceará SC;Juventude;2;0;A. Ferreira;M. dos Santos Gonçalves;Arena Castelão;12;4;5;3;64%;36%;530;302;84%;71%;23;15;2;1;0;1;0;0;4;3
9;04/07/2021;18:14;São Paulo;Bragantino;1;2;J. Branda;M. Nogueira Barbieri;Morumbi;9;12;6;5;48%;52%;452;483;78%;81%;25;14;1;2;0;0;2;1;4;7
9;04/07/2021;18:15;Cuiabá;Atlético-MG;0;1;J. de Amorim Campos;A. Stival;Arena Pantanal;11;4;4;1;60%;40%;564;387;87%;80%;14;15;5;2;0;0;2;2;5;1
9;04/07/2021;20:30;Grêmio;Atlético-GO;0;1;T. Retzalff Nunes;E. de Souza Barroca;Arena do Grêmio;21;10;4;5;63%;37%;662;405;89%;80%;16;9;3;0;0;0;2;4;11;7
10;06/07/2021;19:28;Santos;Athletico-PR;2;1;E. Zuma;A. Cardoso de Oliveira;Estádio Urbano Caldeira;18;11;9;2;54%;46%;503;428;86%;80%;17;13;2;2;0;0;2;2;7;4
10;07/07/2021;18:00;Bahia;Juventude;1;0;L. Cavalcanti;M. dos Santos Gonçalves;Estádio de Pituaçu;8;9;2;3;53%;47%;508;468;85%;83%;19;19;2;3;0;0;1;3;3;2
10;07/07/2021;18:01;Bragantino;Cuiabá;1;1;M. Nogueira Barbieri;J. de Amorim Campos;Nabizão;10;9;1;2;54%;46%;436;388;81%;78%;15;21;3;2;0;0;0;1;4;6
10;07/07/2021;18:02;Fortaleza;América-MG;4;0;J. Vojvoda;V. Carmo Mancini;Arena Castelão;16;11;5;3;56%;44%;466;378;83%;79%;18;16;2;1;0;0;2;1;2;3
10;07/07/2021;18:59;Palmeiras;Grêmio;2;0;A. Moreira Ferreira;T. Gomes Pacheco;Allianz Parque;18;12;6;4;47%;53%;429;465;85%;88%;15;16;2;2;0;0;2;0;4;5
10;07/07/2021;19:00;Atlético-MG;Flamengo;2;1;A. Stival;R. Ceni;Mineirão;12;16;6;6;49%;51%;501;497;86%;88%;19;10;1;1;0;0;2;3;3;6
10;07/07/2021;19:15;Atlético-GO;Sport Recife;1;1;E. de Souza Barroca;U. Louzer Filho;Estádio Antônio Accioly;13;11;4;3;57%;43%;513;372;87%;83%;16;9;4;1;0;0;0;1;4;7
10;07/07/2021;21:30;Internacional;São Paulo;0;2;D. Aguirre Camblor;H. Crespo;Estádio José Pinheiro Borda;9;11;2;5;52%;48%;416;396;76%;76%;21;24;2;3;0;0;0;4;7;3
10;07/07/2021;21:30;Fluminense;Ceará SC;0;0;R. Machado Marques;A. Ferreira;Estádio Vasco da Gama;16;7;5;2;64%;36%;488;282;82%;70%;24;21;2;3;0;0;2;0;4;0
10;08/07/2021;21:00;Chapecoense;Corinthians;0;1;J. Ribeiro Ventura;S. Campos Junior;Arena Condá;14;12;4;5;42%;58%;397;549;81%;87%;17;10;3;0;0;0;2;0;5;8
11;10/07/2021;16:30;Palmeiras;Santos;3;2;J. M. Barreto Martins;F. Diniz Silva;Allianz Parque;14;12;7;2;35%;65%;280;498;76%;91%;19;21;1;6;0;0;3;0;6;5
11;10/07/2021;16:30;Grêmio;Internacional;0;0;L. Scolari;D. Aguirre Camblor;Arena do Grêmio;11;16;2;8;51%;49%;409;401;73%;76%;12;19;1;2;0;0;2;0;5;7
11;10/07/2021;17:29;Athletico-PR;Bragantino;2;2;A. Cardoso de Oliveira;M. Nogueira Barbieri;Estádio Joaquim Américo Guimarães;22;16;6;4;55%;45%;490;409;83%;80%;18;16;0;4;0;0;0;3;3;2
11;10/07/2021;19:01;Sport Recife;Fluminense;1;2;U. Louzer Filho;R. Machado Marques;Adelmar da Costa Carvalho;11;13;3;9;49%;51%;446;455;81%;85%;16;13;1;3;0;0;2;3;1;3
11;10/07/2021;19:00;São Paulo;Bahia;1;0;H. Crespo;L. Cavalcanti;Morumbi;15;6;6;2;63%;37%;566;341;83%;71%;16;15;0;1;0;0;2;0;2;1
11;10/07/2021;19:01;América-MG;Atlético-MG;0;1;V. Carmo Mancini;A. Stival;Estádio Raimundo Sampaio;12;13;2;5;49%;51%;386;403;76%;76%;15;17;1;1;0;0;3;0;8;10
11;11/07/2021;11:01;Juventude;Atlético-GO;1;1;M. dos Santos Gonçalves;E. de Souza Barroca;Alfredo Jaconi;15;8;3;4;51%;49%;454;459;84%;84%;17;23;2;2;0;0;1;0;4;3
11;11/07/2021;18:15;Cuiabá;Ceará SC;2;2;J. de Amorim Campos;A. Ferreira;Arena Pantanal;11;20;3;7;41%;59%;338;479;81%;83%;9;13;0;2;1;0;1;2;4;7
11;11/07/2021;18:15;Flamengo;Chapecoense;2;1;M. Souza;J. Ribeiro Ventura;Maracanã;24;13;7;4;72%;28%;661;262;89%;68%;19;16;3;3;0;0;0;2;11;1
11;11/07/2021;20:30;Fortaleza;Corinthians;1;0;J. Vojvoda;S. Campos Junior;Arena Castelão;16;7;4;1;43%;57%;411;529;84%;88%;13;14;4;3;0;0;1;1;7;6
12;17/07/2021;17:00;Ceará SC;Athletico-PR;1;0;A. Ferreira;A. Cardoso de Oliveira;Arena Castelão;21;9;4;1;53%;47%;436;386;84%;84%;11;15;4;3;0;0;3;0;5;5
12;17/07/2021;17:00;São Paulo;Fortaleza;0;1;H. Crespo;J. Vojvoda;Morumbi;10;9;3;4;59%;41%;358;267;77%;69%;18;20;3;2;0;0;1;1;9;5
12;17/07/2021;19:00;Corinthians;Atlético-MG;1;2;S. Campos Junior;A. Stival;Neo Química Arena;12;13;2;8;37%;63%;363;602;75%;87%;9;22;0;2;0;0;0;2;2;5
12;17/07/2021;21:00;Fluminense;Grêmio;0;1;R. Machado Marques;L. Scolari;Maracanã;10;8;2;1;57%;43%;549;416;86%;85%;13;12;1;4;0;0;0;0;3;4
12;18/07/2021;11:03;Chapecoense;Cuiabá;2;3;J. Ribeiro Ventura;J. de Amorim Campos;Arena Condá;11;11;6;6;41%;59%;372;543;81%;86%;15;13;2;2;0;0;1;2;6;2
12;18/07/2021;16:00;Atlético-GO;Palmeiras;0;3;E. de Souza Barroca;A. Moreira Ferreira;Estádio do Governo do Estado de Goiás (Serra Dourada);11;15;1;6;58%;42%;476;337;85%;82%;8;16;2;1;0;0;4;3;4;6
12;18/07/2021;18:13;Bahia;Flamengo;0;5;L. Cavalcanti;Renato Gaúcho;Itaipava Arena Fonte Nova;11;16;3;10;35%;65%;332;633;81%;89%;18;8;5;1;0;0;0;2;4;3
12;18/07/2021;20:31;Internacional;Juventude;1;0;D. Aguirre Camblor;M. dos Santos Gonçalves;Estádio José Pinheiro Borda;14;11;5;4;51%;49%;428;433;83%;82%;19;14;4;4;0;1;0;2;7;5
12;18/07/2021;20:29;Bragantino;Santos;2;2;M. Nogueira Barbieri;F. Diniz Silva;Nabizão;11;16;5;5;39%;61%;316;485;74%;80%;17;15;3;6;0;0;2;3;5;4
12;19/07/2021;20:00;América-MG;Sport Recife;0;1;V. Carmo Mancini;U. Louzer Filho;Estádio Raimundo Sampaio;16;11;3;5;64%;36%;468;274;81%;66%;19;22;1;3;0;0;2;2;9;4
13;24/07/2021;17:00;Grêmio;América-MG;1;1;L. Scolari;V. Carmo Mancini;Arena do Grêmio;12;18;4;7;52%;48%;471;432;77%;77%;20;16;3;3;0;0;1;1;8;5
13;24/07/2021;19:00;Palmeiras;Fluminense;1;0;J. M. Barreto Martins;R. Machado Marques;Allianz Parque;10;9;1;3;50%;50%;484;476;85%;90%;13;9;1;2;0;0;2;1;7;5
13;25/07/2021;11:00;Atlético-MG;Bahia;3;0;A. Stival;L. Cavalcanti;Mineirão;12;11;5;5;60%;40%;511;331;86%;81%;17;14;2;1;0;0;3;0;8;8
13;25/07/2021;16:01;Fortaleza;Bragantino;1;0;J. Vojvoda;M. Nogueira Barbieri;Arena Castelão;14;13;4;4;34%;66%;279;513;71%;83%;21;14;4;2;0;0;1;0;3;5
13;25/07/2021;16:00;Flamengo;São Paulo;5;1;Renato Gaúcho;H. Crespo;Maracanã;12;18;8;6;58%;42%;428;316;78%;72%;23;16;3;6;0;0;2;4;7;4
13;25/07/2021;18:15;Santos;Atlético-GO;0;1;F. Diniz Silva;E. de Souza Barroca;Estádio Urbano Caldeira;29;7;2;2;75%;25%;659;242;89%;67%;14;7;2;2;0;0;3;2;15;2
13;25/07/2021;18:15;Athletico-PR;Internacional;2;1;A. Cardoso de Oliveira;D. Aguirre Camblor;Estádio Joaquim Américo Guimarães;11;13;4;3;53%;47%;413;373;81%;82%;14;13;4;3;0;0;1;0;8;2
13;25/07/2021;20:30;Sport Recife;Ceará SC;0;0;U. Louzer Filho;A. Ferreira;Adelmar da Costa Carvalho;12;14;0;0;55%;45%;415;345;80%;77%;12;13;4;1;0;0;2;1;2;8
