rodada;data;hora;time_casa;time_fora;gols_casa;gols_fora;tecnico_casa;tecnico_fora;estadio;stat_chutes_casa;stat_chutes_fora;stat_chutes_a_gol_casa;stat_chutes_a_gol_fora;stat_posse_de_bola_casa;stat_posse_de_bola_fora;stat_passes_casa;stat_passes_fora;stat_precisão_de_passe_casa;stat_precisão_de_passe_fora;stat_faltas_casa;stat_faltas_fora;stat_cartões_amarelos_casa;stat_cartões_amarelos_fora;stat_cartões_vermelhos_casa;stat_cartões_vermelhos_fora;stat_impedimentos_casa;stat_impedimentos_fora;stat_escanteios_casa;stat_escanteios_fora
5;18/05/2019;18:00;Fluminense;Cruzeiro;4;1;F. Diniz Silva;L. Venker de Menezes;Maracanã;24;4;11;3;54%;46%;501;442;87%;80%;20;12;3;2;0;0;0;1;10;2
5;18/05/2019;19:01;Palmeiras;Santos;4;0;L. Scolari;J. Sampaoli Moya;Estádio Municipal Paulo Machado de Carvalho;17;13;8;4;33%;67%;245;479;68%;83%;23;19;2;4;0;0;0;1;5;5
5;18/05/2019;19:00;Atlético-MG;Flamengo;2;1;R. Marques Santana;A. da Silva Braga;Estádio Raimundo Sampaio;11;24;5;10;33%;67%;255;488;73%;84%;11;8;3;1;1;0;0;0;2;18
5;19/05/2019;11:02;São Paulo;Bahia;0;0;A. Stival;R. Machado Marques;Morumbi;11;17;3;2;58%;42%;512;371;86%;77%;9;19;1;3;1;0;3;1;4;6
5;19/05/2019;16:01;Internacional;CSA;2;0;O. Hellmann;M. Ribeiro Cabo;Estádio José Pinheiro Borda;14;12;7;5;63%;37%;601;342;86%;77%;11;9;2;3;0;0;4;2;4;3
5;19/05/2019;16:00;Athletico-PR;Corinthians;0;2;T. Retzalff Nunes;F. Carille;Estádio Joaquim Américo Guimarães;23;4;5;2;63%;37%;583;362;88%;81%;16;12;1;4;0;0;3;1;11;3
5;19/05/2019;16:01;Goiás;Botafogo;1;0;C. dos Santos Oliveira;E. de Souza Barroca;Estádio do Governo do Estado de Goiás (Serra Dourada);19;6;6;2;31%;69%;238;571;78%;87%;18;14;1;3;0;0;7;0;9;3
5;19/05/2019;16:00;Chapecoense;Fortaleza;1;3;N. da Silveira Júnior;R. Ceni;Arena Condá;19;12;4;8;53%;47%;419;395;83%;77%;16;12;1;1;0;0;0;2;9;4
5;19/05/2019;18:59;Vasco da Gama;Avaí;1;1;V. Luxemburgo da Silva;E. Machado Souto;Estádio Vasco da Gama;11;18;2;6;51%;49%;368;348;75%;75%;16;14;1;2;0;0;3;3;5;10
5;19/05/2019;19:00;Ceará SC;Grêmio;2;1;E. Alves Moreira;Renato Gaúcho;Arena Castelão;6;17;1;4;36%;64%;281;493;69%;85%;14;16;3;6;0;0;2;1;2;7
6;25/05/2019;16:00;Botafogo;Palmeiras;0;1;E. de Souza Barroca;L. Scolari;Estádio Nacional de Brasília;8;17;2;2;63%;37%;444;254;84%;70%;13;19;10;0;0;0;0;6;0;8
6;25/05/2019;19:00;Grêmio;Atlético-MG;1;0;Renato Gaúcho;R. Marques Santana;Arena do Grêmio;24;9;8;5;57%;43%;570;437;88%;81%;10;14;1;4;0;0;0;0;13;4
6;26/05/2019;16:02;Flamengo;Athletico-PR;3;2;A. da Silva Braga;T. Retzalff Nunes;Maracanã;11;12;4;5;49%;51%;392;412;76%;79%;16;21;4;3;0;0;2;0;9;2
6;26/05/2019;16:01;Santos;Internacional;0;0;J. Sampaoli Moya;O. Hellmann;Estádio Urbano Caldeira;11;15;4;1;63%;37%;517;316;82%;74%;19;19;5;5;0;0;0;3;7;4
6;26/05/2019;19:00;Fortaleza;Vasco da Gama;1;1;R. Ceni;V. Luxemburgo da Silva;Arena Castelão;12;14;3;2;62%;38%;539;337;88%;83%;9;12;1;2;0;0;0;0;2;5
6;26/05/2019;19:00;Cruzeiro;Chapecoense;1;2;L. Venker de Menezes;N. da Silveira Júnior;Estádio Raimundo Sampaio;18;10;3;5;65%;35%;559;313;84%;71%;13;11;1;3;0;0;1;0;8;2
6;26/05/2019;19:01;Bahia;Fluminense;3;2;R. Machado Marques;F. Diniz Silva;Itaipava Arena Fonte Nova;10;11;5;4;33%;67%;303;603;75%;90%;9;10;2;2;0;1;0;2;3;3
6;26/05/2019;19:01;Corinthians;São Paulo;1;0;F. Carille;A. Stival;Neo Química Arena;13;9;5;1;40%;60%;296;438;75%;78%;16;14;3;4;0;0;1;3;3;4
6;27/05/2019;20:01;CSA;Goiás;1;0;M. Ribeiro Cabo;C. dos Santos Oliveira;Estádio Rei Pelé;16;15;4;5;44%;56%;334;412;76%;79%;19;10;3;1;0;0;1;0;3;9
6;27/05/2019;20:00;Avaí;Ceará SC;1;2;E. Machado Souto;E. Alves Moreira;Ressacada;13;9;3;4;52%;48%;417;399;70%;72%;21;15;4;3;0;0;2;1;3;0
7;01/06/2019;16:01;Flamengo;Fortaleza;2;0;M. Salles;R. Ceni;Estádio Nilton Santos;21;10;8;4;65%;35%;652;343;92%;86%;16;6;1;0;0;0;2;1;8;2
7;01/06/2019;19:01;Bahia;Grêmio;1;0;R. Machado Marques;Renato Gaúcho;Estádio de Pituaçu;14;7;4;2;42%;58%;394;537;83%;87%;8;10;1;2;0;0;0;5;10;4
7;02/06/2019;11:01;Botafogo;Vasco da Gama;1;0;E. de Souza Barroca;V. Luxemburgo da Silva;Estádio Nilton Santos;8;18;1;2;56%;44%;469;362;84%;81%;15;16;2;3;0;0;1;1;4;9
7;02/06/2019;16:03;Ceará SC;Santos;0;1;E. Alves Moreira;J. Sampaoli Moya;Arena Castelão;13;12;3;3;39%;61%;301;470;72%;82%;14;22;2;1;0;0;0;2;2;0
7;02/06/2019;16:40;Athletico-PR;Fluminense;3;0;T. Retzalff Nunes;F. Diniz Silva;Estádio Joaquim Américo Guimarães;16;9;6;2;56%;44%;457;372;87%;79%;20;17;1;3;0;1;1;0;6;4
7;02/06/2019;16:00;São Paulo;Cruzeiro;1;1;A. Stival;L. Venker de Menezes;Estádio Municipal Paulo Machado de Carvalho;13;14;4;4;40%;60%;369;567;76%;84%;15;12;2;3;1;0;0;4;5;9
7;02/06/2019;19:00;Atlético-MG;CSA;4;0;R. Marques Santana;M. Ribeiro Cabo;Estádio Raimundo Sampaio;27;12;7;0;72%;28%;771;304;90%;79%;2;11;0;3;0;0;2;0;11;2
7;02/06/2019;19:00;Chapecoense;Palmeiras;1;2;N. da Silveira Júnior;L. Scolari;Arena Condá;18;14;4;6;55%;45%;410;356;81%;77%;14;21;2;5;0;0;1;0;3;5
7;02/06/2019;19:00;Internacional;Avaí;2;0;O. Hellmann;E. Machado Souto;Estádio José Pinheiro Borda;11;14;7;1;64%;36%;682;382;87%;78%;11;12;0;0;0;0;3;1;5;7
7;07/08/2019;19:15;Corinthians;Goiás;2;0;F. Carille;R. L. Martins Gomes;Neo Química Arena;19;11;6;3;64%;36%;575;318;89%;79%;13;11;1;2;0;1;0;4;6;5
8;07/06/2019;20:30;Vasco da Gama;Internacional;2;1;V. Luxemburgo da Silva;O. Hellmann;Estádio Vasco da Gama;10;19;3;4;31%;69%;288;635;73%;88%;13;16;0;2;0;0;0;5;0;10
8;08/06/2019;16:30;Palmeiras;Athletico-PR;1;0;L. Scolari;T. Retzalff Nunes;Allianz Parque;21;7;3;3;43%;57%;304;406;77%;82%;16;29;2;4;0;0;1;1;7;7
8;08/06/2019;19:00;Grêmio;Fortaleza;1;0;Renato Gaúcho;R. Ceni;Estádio Francisco Stédile (Centenário);12;5;4;2;66%;34%;630;343;89%;78%;7;7;1;4;0;1;3;0;10;1
8;08/06/2019;19:00;Cruzeiro;Corinthians;0;0;L. Venker de Menezes;F. Carille;Mineirão;25;5;7;1;45%;55%;448;538;83%;86%;12;13;1;1;0;0;2;1;11;5
8;08/06/2019;19:31;Ceará SC;Bahia;0;0;E. Alves Moreira;R. Machado Marques;Arena Castelão;22;9;5;1;63%;37%;477;296;81%;65%;12;10;2;2;0;0;1;3;9;1
8;08/06/2019;21:00;Avaí;São Paulo;0;0;E. Machado Souto;A. Stival;Ressacada;11;12;1;3;37%;63%;302;513;65%;80%;17;17;5;2;0;0;1;1;4;10
8;09/06/2019;19:01;CSA;Botafogo;1;2;M. Ribeiro Cabo;E. de Souza Barroca;Estádio Rei Pelé;21;13;5;7;39%;61%;328;520;84%;89%;20;10;2;1;0;0;3;0;8;2
8;09/06/2019;19:00;Fluminense;Flamengo;0;0;F. Diniz Silva;M. Salles;Maracanã;18;11;6;2;64%;36%;607;339;88%;79%;14;17;2;3;0;0;1;0;5;2
8;09/06/2019;19:00;Santos;Atlético-MG;3;1;J. Sampaoli Moya;R. Marques Santana;Estádio Urbano Caldeira;24;12;5;4;59%;41%;532;383;87%;75%;12;14;1;2;0;0;0;1;4;5
8;10/06/2019;20:01;Goiás;Chapecoense;3;1;C. dos Santos Oliveira;N. da Silveira Júnior;Estádio do Governo do Estado de Goiás (Serra Dourada);17;12;7;2;51%;49%;353;350;80%;81%;14;17;2;0;0;1;0;0;6;6
9;12/06/2019;19:17;Botafogo;Grêmio;0;1;E. de Souza Barroca;Renato Gaúcho;Estádio Nilton Santos;7;14;3;5;47%;53%;463;515;87%;87%;9;11;1;2;0;0;1;4;4;7
9;12/06/2019;21:01;Fortaleza;Cruzeiro;2;1;R. Ceni;L. Venker de Menezes;Arena Castelão;11;12;4;4;46%;54%;354;426;81%;86%;10;15;0;6;1;0;1;2;6;5
9;12/06/2019;21:30;Internacional;Bahia;3;1;O. Hellmann;R. Machado Marques;Estádio José Pinheiro Borda;14;19;7;2;45%;55%;506;593;83%;86%;11;7;1;1;0;0;0;0;3;3
9;12/06/2019;21:30;CSA;Flamengo;0;2;M. Ribeiro Cabo;M. Salles;Estádio Nacional de Brasília;10;24;2;11;34%;66%;276;515;69%;85%;13;10;3;1;0;0;1;2;3;12
9;12/06/2019;21:31;Santos;Corinthians;1;0;J. Sampaoli Moya;F. Carille;Estádio Urbano Caldeira;19;2;4;0;53%;47%;461;413;80%;76%;16;13;4;4;0;0;2;1;2;3
9;13/06/2019;19:16;Vasco da Gama;Ceará SC;1;0;V. Luxemburgo da Silva;E. Alves Moreira;Estádio Vasco da Gama;18;8;11;1;53%;47%;484;426;82%;80%;14;15;0;2;0;0;2;3;5;1
9;13/06/2019;20:00;Chapecoense;Fluminense;1;1;N. da Silveira Júnior;F. Diniz Silva;Arena Condá;15;10;4;3;35%;65%;296;549;78%;89%;12;21;2;5;0;1;1;1;5;3
9;13/06/2019;20:00;Palmeiras;Avaí;2;0;L. Scolari;E. Machado Souto;Allianz Parque;14;8;6;2;53%;47%;421;379;78%;81%;13;18;1;1;0;0;1;1;9;1
9;13/06/2019;20:00;Atlético-MG;São Paulo;1;1;R. Marques Santana;A. Stival;Estádio Raimundo Sampaio;20;9;8;3;69%;31%;721;318;87%;75%;13;17;2;4;0;0;0;0;12;5
9;13/06/2019;14:08;Goiás;Athletico-PR;2;1;C. dos Santos Oliveira;T. Retzalff Nunes;Estádio do Governo do Estado de Goiás (Serra Dourada);;;;;;;;;;;;;;;;;;;;
10;13/07/2019;17:00;Grêmio;Vasco da Gama;2;1;Renato Gaúcho;V. Luxemburgo da Silva;Arena do Grêmio;11;10;6;5;71%;29%;622;255;88%;71%;18;12;2;4;0;0;2;1;4;6
10;13/07/2019;16:59;Fortaleza;Avaí;2;0;R. Ceni;A. Valentim do Carmo Neto;Arena Castelão;14;15;6;5;40%;60%;361;513;83%;86%;15;12;2;2;0;0;0;1;5;13
10;13/07/2019;19:01;Bahia;Santos;0;1;R. Machado Marques;J. Sampaoli Moya;Estádio de Pituaçu;12;17;2;6;38%;62%;330;527;74%;84%;13;11;2;3;0;0;0;1;5;7
10;13/07/2019;19:01;São Paulo;Palmeiras;1;1;A. Stival;L. Scolari;Morumbi;14;15;10;5;45%;55%;333;406;77%;80%;19;18;3;3;0;0;0;4;8;5
10;14/07/2019;11:00;Flamengo;Goiás;6;1;J. Pinheiro de Jesus;C. dos Santos Oliveira;Maracanã;30;7;16;2;74%;26%;561;202;89%;70%;8;9;1;2;0;0;0;3;11;0
10;14/07/2019;16:03;Corinthians;CSA;1;0;F. Carille;A. Fucks;Neo Química Arena;27;4;8;1;67%;33%;549;296;88%;75%;2;18;2;6;0;0;1;0;16;1
10;14/07/2019;16:00;Athletico-PR;Internacional;1;0;T. Retzalff Nunes;O. Hellmann;Estádio Joaquim Américo Guimarães;17;12;6;4;61%;39%;460;303;85%;78%;15;16;3;3;0;0;2;3;6;2
10;14/07/2019;16:00;Cruzeiro;Botafogo;0;0;L. Venker de Menezes;E. de Souza Barroca;Mineirão;7;8;1;1;42%;58%;454;640;87%;88%;11;8;0;0;0;0;3;0;5;3
10;14/07/2019;19:00;Chapecoense;Atlético-MG;1;2;N. da Silveira Júnior;R. Marques Santana;Arena Condá;15;21;3;7;38%;62%;264;439;70%;80%;20;16;3;5;0;0;2;2;5;10
10;15/07/2019;20:01;Fluminense;Ceará SC;1;1;F. Diniz Silva;E. Alves Moreira;Maracanã;23;9;7;5;71%;29%;628;265;87%;72%;11;15;2;2;0;0;1;2;14;5
11;20/07/2019;11:02;Vasco da Gama;Fluminense;2;1;V. Luxemburgo da Silva;F. Diniz Silva;Estádio Vasco da Gama;16;5;5;2;44%;56%;391;499;83%;85%;25;22;4;2;0;2;4;1;3;2
11;20/07/2019;17:00;Bahia;Cruzeiro;0;0;R. Machado Marques;L. Venker de Menezes;Itaipava Arena Fonte Nova;12;12;1;5;58%;42%;517;384;87%;79%;17;8;1;1;1;0;1;2;5;5
11;20/07/2019;19:01;Ceará SC;Palmeiras;2;0;E. Alves Moreira;L. Scolari;Arena Castelão;9;21;4;6;42%;58%;286;374;77%;83%;26;13;3;2;0;0;1;1;3;9
11;20/07/2019;16:10;CSA;Athletico-PR;0;4;A. Fucks;T. Retzalff Nunes;Estádio Rei Pelé;;;;;;;;;;;;;;;;;;;;
11;20/07/2019;19:00;Internacional;Grêmio;1;1;O. Hellmann;Renato Gaúcho;Estádio José Pinheiro Borda;11;10;4;3;42%;58%;415;570;79%;82%;13;14;3;2;0;0;0;0;1;2
11;21/07/2019;11:01;Botafogo;Santos;0;1;E. de Souza Barroca;J. Sampaoli Moya;Estádio Nilton Santos;9;13;1;4;51%;49%;441;445;85%;84%;12;14;1;2;1;1;1;1;9;2
11;21/07/2019;16:02;Atlético-MG;Fortaleza;2;2;R. Marques Santana;R. Ceni;Estádio Raimundo Sampaio;19;10;7;4;52%;48%;409;385;84%;80%;15;12;1;4;0;0;0;0;3;2
11;21/07/2019;16:01;Corinthians;Flamengo;1;1;F. Carille;J. Pinheiro de Jesus;Neo Química Arena;14;6;3;3;44%;56%;318;410;79%;80%;20;17;1;3;0;1;2;0;4;5
11;21/07/2019;19:00;Avaí;Goiás;0;0;A. Valentim do Carmo Neto;C. dos Santos Oliveira;Ressacada;15;11;3;3;62%;38%;490;304;81%;69%;16;19;4;2;0;0;1;0;5;3
11;22/07/2019;20:02;São Paulo;Chapecoense;4;0;A. Stival;N. da Silveira Júnior;Morumbi;19;8;6;2;49%;51%;400;405;79%;82%;29;19;1;3;0;0;0;3;5;3
12;27/07/2019;17:00;Palmeiras;Vasco da Gama;1;1;L. Scolari;V. Luxemburgo da Silva;Allianz Parque;15;6;4;1;55%;45%;386;321;85%;77%;22;22;1;4;0;0;1;0;3;4
12;27/07/2019;13:58;Cruzeiro;Athletico-PR;0;2;L. Venker de Menezes;T. Retzalff Nunes;Mineirão;;;;;;;;;;;;;;;;;;;;
12;27/07/2019;19:01;Fluminense;São Paulo;1;2;F. Diniz Silva;A. Stival;Maracanã;14;13;4;5;72%;28%;660;264;89%;78%;20;14;1;3;0;0;0;0;4;2
12;27/07/2019;19:00;Internacional;Ceará SC;1;0;O. Hellmann;E. Alves Moreira;Estádio José Pinheiro Borda;11;9;5;2;55%;45%;490;408;82%;75%;11;12;3;3;0;0;1;0;6;6
12;28/07/2019;11:00;Chapecoense;Bahia;0;0;E. Hartkopp;R. Machado Marques;Arena Condá;16;16;4;7;47%;53%;360;411;76%;74%;16;15;1;1;0;0;0;1;10;5
12;28/07/2019;15:59;Flamengo;Botafogo;3;2;J. Pinheiro de Jesus;E. de Souza Barroca;Maracanã;15;12;5;3;63%;37%;488;290;86%;76%;23;16;5;2;0;0;0;3;5;4
12;28/07/2019;16:01;Santos;Avaí;3;1;J. Sampaoli Moya;A. Valentim do Carmo Neto;Estádio Urbano Caldeira;18;11;10;4;60%;40%;435;308;81%;73%;9;13;2;2;0;0;4;0;15;4
12;28/07/2019;19:03;Goiás;Atlético-MG;0;0;C. dos Santos Oliveira;R. Marques Santana;Estádio do Governo do Estado de Goiás (Serra Dourada);16;11;2;0;45%;55%;397;486;85%;87%;14;9;1;0;0;0;1;3;7;4
12;28/07/2019;19:00;Fortaleza;Corinthians;1;3;R. Ceni;F. Carille;Arena Castelão;14;14;3;5;48%;52%;408;450;87%;87%;18;16;2;1;0;0;2;1;1;1
12;29/07/2019;20:02;CSA;Grêmio;0;0;A. Fucks;Renato Gaúcho;Estádio Rei Pelé;10;15;2;0;40%;60%;350;526;82%;85%;13;13;4;2;0;0;0;2;2;6
13;03/08/2019;19:01;Ceará SC;Fortaleza;2;1;E. Alves Moreira;R. Ceni;Arena Castelão;11;11;4;4;35%;65%;229;427;62%;81%;14;16;3;0;0;1;4;2;8;4
13;03/08/2019;19:00;Fluminense;Internacional;2;1;F. Diniz Silva;O. Hellmann;Maracanã;22;15;6;4;61%;39%;640;412;88%;83%;8;12;1;2;0;0;0;0;8;5
13;04/08/2019;11:01;Santos;Goiás;6;1;J. Sampaoli Moya;C. dos Santos Oliveira;Estádio Urbano Caldeira;19;20;10;2;62%;38%;500;311;84%;79%;15;8;3;4;0;0;4;1;6;6
13;04/08/2019;16:00;Avaí;Botafogo;0;2;A. Valentim do Carmo Neto;E. de Souza Barroca;Ressacada;30;9;4;5;60%;40%;507;368;85%;78%;12;11;2;1;1;0;3;0;16;1
13;04/08/2019;16:01;Bahia;Flamengo;3;0;R. Machado Marques;J. Pinheiro de Jesus;Itaipava Arena Fonte Nova;10;13;7;1;31%;69%;273;582;65%;82%;18;14;1;1;1;0;4;2;4;7
13;04/08/2019;19:00;Corinthians;Palmeiras;1;1;F. Carille;L. Scolari;Neo Química Arena;9;8;7;6;50%;50%;371;373;79%;77%;11;24;1;3;0;0;1;3;3;5
13;04/08/2019;19:00;Vasco da Gama;CSA;0;0;V. Luxemburgo da Silva;A. Fucks;Kléber Andrade;18;12;2;2;57%;43%;511;395;83%;72%;13;14;4;1;0;0;0;1;8;5
13;04/08/2019;19:00;Atlético-MG;Cruzeiro;2;0;R. Marques Santana;L. Venker de Menezes;Estádio Raimundo Sampaio;15;14;6;4;38%;62%;359;595;82%;88%;19;13;2;3;0;0;0;2;6;6
13;05/08/2019;20:00;Grêmio;Chapecoense;3;3;Renato Gaúcho;E. Hartkopp;Arena do Grêmio;23;9;9;4;69%;31%;583;268;88%;71%;17;16;4;3;0;0;3;0;11;3
