rodada;data;hora;time_casa;time_fora;gols_casa;gols_fora;tecnico_casa;tecnico_fora;estadio;stat_chutes_casa;stat_chutes_fora;stat_chutes_a_gol_casa;stat_chutes_a_gol_fora;stat_posse_de_bola_casa;stat_posse_de_bola_fora;stat_passes_casa;stat_passes_fora;stat_faltas_casa;stat_faltas_fora;stat_cartões_amarelos_casa;stat_cartões_amarelos_fora;stat_cartões_vermelhos_casa;stat_cartões_vermelhos_fora;stat_impedimentos_casa;stat_impedimentos_fora;stat_escanteios_casa;stat_escanteios_fora
13;12/07/2017;21:46;EC Vitória;Vasco da Gama;1;4;A. Tadeu Gallo;M. Mendes;Barradão;18;10;5;4;68%;32%;514;251;16;14;4;3;0;0;3;5;8;9
13;13/07/2017;19:28;São Paulo;Atlético-GO;2;2;D. Silvestre Júnior;D. Ghidoni Junior;Morumbi;18;11;3;3;74%;26%;600;211;18;21;0;3;0;0;0;0;9;4
13;13/07/2017;19:30;Sport Recife;Chapecoense;3;0;V. Luxemburgo da Silva;V. Eutrópio;Arena de Pernambuco;11;11;5;1;53%;47%;385;346;9;26;2;8;0;0;1;1;5;8
13;13/07/2017;19:31;Flamengo;Grêmio;0;1;J. Mannarino;Renato Gaúcho;Luso-Brasileiro;23;4;7;3;61%;39%;587;388;12;20;2;2;0;0;1;1;8;2
13;13/07/2017;21:01;Avaí;Coritiba;1;4;C. dos Santos Oliveira;E. Pacheco;Ressacada;10;9;2;8;63%;37%;455;276;14;18;2;2;0;0;5;1;6;3
14;15/07/2017;19:01;Corinthians;Athletico-PR;2;2;F. Carille;F. Soares Pessoa;Neo Química Arena;19;11;9;4;63%;37%;621;372;5;11;0;0;0;0;1;2;8;3
14;16/07/2017;11:02;Palmeiras;EC Vitória;4;2;A. Stival;A. Tadeu Gallo;Allianz Parque;15;7;6;2;57%;43%;461;363;21;19;2;3;0;0;1;2;5;6
14;16/07/2017;15:59;Vasco da Gama;Santos;0;0;M. Mendes;L. Culpi;Estádio Nilton Santos;16;4;4;0;44%;56%;354;471;16;25;4;2;0;1;1;0;9;3
14;16/07/2017;15:59;Atlético-GO;Atlético-MG;1;2;D. Ghidoni Junior;R. Machado Marques;Estádio Olímpico Pedro Ludovico Teixeira;15;5;4;2;42%;58%;334;449;21;24;2;3;0;0;3;9;5;8
14;16/07/2017;16:00;Chapecoense;São Paulo;2;0;V. Eutrópio;D. Silvestre Júnior;Arena Condá;15;9;5;3;32%;68%;216;455;22;14;4;2;0;0;0;5;1;1
14;16/07/2017;16:01;Cruzeiro;Flamengo;1;1;L. Venker de Menezes;J. Mannarino;Mineirão;10;5;3;1;36%;64%;332;588;16;14;3;1;0;0;1;3;6;3
14;16/07/2017;16:01;Grêmio;Ponte Preta;3;1;Renato Gaúcho;G. Kleina;Arena do Grêmio;12;10;6;3;62%;38%;536;334;20;18;1;2;0;0;1;1;7;3
14;16/07/2017;19:00;Bahia;Avaí;1;1;J. de Amorim Campos;C. dos Santos Oliveira;Estádio de Pituaçu;22;13;5;4;67%;33%;533;264;18;12;2;0;0;0;0;2;8;3
14;16/07/2017;19:01;Coritiba;Fluminense;1;2;E. Pacheco;A. da Silva Braga;Couto Pereira;14;6;4;2;53%;47%;329;292;19;18;4;4;0;0;5;2;3;3
14;17/07/2017;20:00;Botafogo;Sport Recife;2;1;J. Ribeiro Ventura;V. Luxemburgo da Silva;Estádio Nilton Santos;11;10;6;3;43%;57%;407;526;14;16;4;3;0;0;1;3;3;6
15;19/07/2017;19:31;EC Vitória;Grêmio;1;3;A. Tadeu Gallo;Renato Gaúcho;Barradão;16;7;2;5;51%;49%;464;486;18;7;3;3;0;0;1;1;7;0
15;19/07/2017;19:30;Santos;Chapecoense;1;0;L. Culpi;V. Eutrópio;Estádio Urbano Caldeira;7;18;5;5;60%;40%;542;368;13;17;5;2;0;0;7;1;13;7
15;19/07/2017;21:01;Avaí;Corinthians;0;0;C. dos Santos Oliveira;F. Carille;Ressacada;15;22;3;7;27%;73%;257;704;18;10;2;3;0;0;1;1;3;11
15;19/07/2017;20:59;Ponte Preta;Coritiba;4;0;G. Kleina;E. Pacheco;Moisés Lucarelli;13;13;7;6;45%;55%;364;439;12;12;1;0;0;0;6;3;4;1
15;19/07/2017;21:45;Atlético-MG;Bahia;0;2;R. Machado Marques;J. de Amorim Campos;Estádio Raimundo Sampaio;24;11;9;5;70%;30%;588;264;19;18;4;6;0;0;1;1;8;3
15;19/07/2017;21:45;São Paulo;Vasco da Gama;1;0;D. Silvestre Júnior;E. Da Conceição Silva;Morumbi;11;12;3;5;44%;56%;329;409;26;20;3;3;0;0;1;2;1;4
15;19/07/2017;21:45;Flamengo;Palmeiras;2;2;J. Mannarino;A. Stival;Luso-Brasileiro;18;7;6;5;62%;38%;451;286;16;23;2;9;0;0;4;0;10;2
15;20/07/2017;19:29;Fluminense;Cruzeiro;1;1;A. da Silva Braga;L. Venker de Menezes;Estádio Giulite Coutinho;17;15;6;6;48%;52%;409;438;21;18;3;3;0;0;0;3;8;4
15;20/07/2017;20:03;Sport Recife;Atlético-GO;4;0;V. Luxemburgo da Silva;D. Ghidoni Junior;Adelmar da Costa Carvalho;8;14;5;3;51%;49%;317;295;22;34;2;1;0;0;4;2;4;9
15;20/07/2017;21:00;Athletico-PR;Botafogo;0;0;F. Soares Pessoa;J. Ribeiro Ventura;Estádio Joaquim Américo Guimarães;13;9;3;1;60%;40%;531;353;16;21;3;4;0;1;4;1;3;4
16;22/07/2017;15:59;EC Vitória;Chapecoense;1;2;F. Pinto Tanajura;V. Eutrópio;Barradão;10;14;4;7;68%;32%;493;239;13;19;2;5;0;0;6;1;6;4
16;22/07/2017;19:00;Flamengo;Coritiba;2;1;J. Mannarino;R. L. Martins Gomes;Luso-Brasileiro;19;9;6;3;51%;49%;418;423;20;24;1;6;0;0;1;1;6;1
16;23/07/2017;11:00;Santos;Bahia;3;0;L. Culpi;J. de Amorim Campos;Estádio Municipal Paulo Machado de Carvalho;11;19;5;5;51%;49%;460;440;10;19;1;1;0;0;1;2;4;7
16;23/07/2017;16:00;Avaí;Cruzeiro;1;0;C. dos Santos Oliveira;L. Venker de Menezes;Ressacada;5;26;2;9;28%;72%;246;638;20;10;2;0;0;0;2;2;4;8
16;23/07/2017;16:01;Sport Recife;Palmeiras;0;2;V. Luxemburgo da Silva;A. Stival;Arena de Pernambuco;12;7;1;4;63%;37%;464;290;21;31;3;4;0;0;2;1;6;3
16;23/07/2017;16:00;Fluminense;Corinthians;0;1;A. da Silva Braga;F. Carille;Maracanã;19;12;5;1;55%;45%;510;412;15;13;2;2;0;0;4;3;6;6
16;23/07/2017;19:00;Athletico-PR;Ponte Preta;0;2;F. Soares Pessoa;G. Kleina;Estádio Joaquim Américo Guimarães;20;4;8;2;71%;29%;614;265;25;19;2;2;0;0;2;1;12;0
16;23/07/2017;18:58;Atlético-GO;Botafogo;1;1;J. P. Sanches;J. Ribeiro Ventura;Estádio Olímpico Pedro Ludovico Teixeira;27;12;5;4;52%;48%;411;407;12;20;1;4;0;0;1;0;4;4
16;23/07/2017;19:00;Atlético-MG;Vasco da Gama;1;2;D. Giacomini;M. Mendes;Estádio Raimundo Sampaio;13;11;3;4;58%;42%;461;341;24;16;5;3;0;0;1;1;7;5
16;24/07/2017;20:00;São Paulo;Grêmio;1;1;D. Silvestre Júnior;Renato Gaúcho;Morumbi;6;10;2;5;55%;45%;507;408;17;14;1;3;0;0;0;1;5;8
17;29/07/2017;16:01;Botafogo;São Paulo;3;4;J. Ribeiro Ventura;D. Silvestre Júnior;Estádio Nilton Santos;8;24;4;8;35%;65%;314;578;9;11;0;1;0;0;1;0;1;6
17;29/07/2017;18:59;Palmeiras;Avaí;2;0;A. Stival;C. dos Santos Oliveira;Allianz Parque;15;9;3;1;71%;29%;661;262;19;18;1;2;0;1;1;1;8;5
17;30/07/2017;11:01;Chapecoense;Atlético-GO;1;2;E. Hartkopp;J. P. Sanches;Arena Condá;16;13;7;2;49%;51%;366;367;21;19;1;1;0;0;0;3;5;6
17;30/07/2017;16:01;Coritiba;Atlético-MG;0;2;M. de Oliveira Santos;M. Reis Micale;Couto Pereira;12;9;1;6;52%;48%;336;327;18;25;4;4;0;0;3;2;2;5
17;30/07/2017;16:01;Bahia;Sport Recife;1;3;J. de Amorim Campos;V. Luxemburgo da Silva;Itaipava Arena Fonte Nova;16;15;7;9;57%;43%;492;383;18;24;2;6;0;0;1;1;2;3
17;30/07/2017;16:04;Corinthians;Flamengo;1;1;F. Carille;J. Mannarino;Neo Química Arena;9;16;3;2;40%;60%;388;549;9;16;0;1;0;0;1;1;2;11
17;30/07/2017;19:00;Grêmio;Santos;1;1;Renato Gaúcho;L. Culpi;Arena do Grêmio;23;4;9;1;59%;41%;601;434;14;17;3;5;1;0;3;0;3;4
17;30/07/2017;19:00;Cruzeiro;EC Vitória;0;0;L. Venker de Menezes;V. Carmo Mancini;Mineirão;13;9;6;3;63%;37%;514;306;15;23;4;4;0;0;2;1;3;2
17;31/07/2017;19:59;Vasco da Gama;Athletico-PR;0;1;M. Mendes;F. Soares Pessoa;Estádio Municipal General Raulino de Oliveira;18;7;5;3;57%;43%;450;365;13;20;3;3;0;0;1;1;6;3
17;09/08/2017;20:02;Ponte Preta;Fluminense;0;0;G. Kleina;A. da Silva Braga;Moisés Lucarelli;15;9;3;3;46%;54%;329;414;14;12;1;1;0;0;2;4;12;5
18;02/08/2017;19:35;Sport Recife;Fluminense;2;2;V. Luxemburgo da Silva;A. da Silva Braga;Adelmar da Costa Carvalho;26;10;7;4;70%;30%;503;232;14;18;5;4;0;1;0;2;15;3
18;02/08/2017;19:30;Chapecoense;Bahia;1;1;V. Eutrópio;C. Casagrande;Arena Condá;7;12;4;3;48%;52%;328;344;26;17;5;3;0;0;0;4;3;5
18;02/08/2017;20:59;Atlético-MG;Corinthians;0;2;M. Reis Micale;F. Carille;Mineirão;16;12;4;4;58%;42%;543;415;19;12;3;1;0;0;6;6;10;4
18;02/08/2017;20:59;EC Vitória;Ponte Preta;3;1;V. Carmo Mancini;G. Kleina;Barradão;15;12;4;5;41%;59%;355;504;20;7;3;1;0;0;0;2;7;4
18;02/08/2017;21:49;Santos;Flamengo;3;2;L. Culpi;J. Mannarino;Estádio Municipal Paulo Machado de Carvalho;14;13;5;6;46%;54%;402;480;18;15;2;2;1;1;1;1;10;8
18;02/08/2017;21:45;Atlético-GO;Grêmio;0;1;J. P. Sanches;Renato Gaúcho;Estádio Olímpico Pedro Ludovico Teixeira;13;10;1;4;49%;51%;451;472;20;21;4;2;0;0;0;1;3;3
18;02/08/2017;21:46;Botafogo;Palmeiras;1;2;J. Ribeiro Ventura;A. Stival;Estádio Nilton Santos;12;15;3;3;55%;45%;407;342;22;14;5;2;0;0;1;0;8;6
18;03/08/2017;19:30;Athletico-PR;Avaí;5;0;F. Soares Pessoa;C. dos Santos Oliveira;Estádio Joaquim Américo Guimarães;18;9;6;1;62%;38%;603;355;9;18;1;2;0;0;1;1;3;6
18;03/08/2017;19:30;São Paulo;Coritiba;1;2;D. Silvestre Júnior;M. de Oliveira Santos;Morumbi;26;7;10;4;67%;33%;531;271;18;15;4;5;0;0;2;1;10;2
18;03/08/2017;20:00;Vasco da Gama;Cruzeiro;0;3;M. Mendes;L. Venker de Menezes;Estádio Municipal General Raulino de Oliveira;11;13;1;6;49%;51%;460;487;12;18;4;1;0;0;1;4;6;4
19;05/08/2017;19:02;Corinthians;Sport Recife;3;1;F. Carille;V. Luxemburgo da Silva;Neo Química Arena;10;12;4;7;44%;56%;454;569;2;10;1;2;0;0;1;4;3;5
19;05/08/2017;19:02;Fluminense;Atlético-GO;3;1;A. da Silva Braga;J. P. Sanches;Maracanã;10;13;6;3;52%;48%;453;419;13;12;1;3;0;0;1;2;3;7
19;06/08/2017;11:01;Flamengo;EC Vitória;0;2;J. Mannarino;V. Carmo Mancini;Luso-Brasileiro;14;10;6;6;65%;35%;497;286;15;21;4;2;0;0;4;1;5;0
19;06/08/2017;15:59;Cruzeiro;Botafogo;0;0;L. Venker de Menezes;J. Ribeiro Ventura;Mineirão;22;7;4;1;62%;38%;521;335;16;15;3;3;0;0;3;1;7;1
19;06/08/2017;15:59;Grêmio;Atlético-MG;2;0;Renato Gaúcho;M. Reis Micale;Arena do Grêmio;7;10;4;4;63%;37%;668;389;18;13;3;1;0;0;2;1;0;8
19;06/08/2017;16:02;Coritiba;Chapecoense;2;0;M. de Oliveira Santos;V. Eutrópio;Couto Pereira;8;9;3;2;49%;51%;408;419;13;21;0;0;0;0;0;1;3;6
19;06/08/2017;16:00;Palmeiras;Athletico-PR;0;1;A. Stival;F. Soares Pessoa;Allianz Parque;19;7;3;5;66%;34%;635;338;10;22;1;3;0;0;1;4;7;3
19;06/08/2017;15:59;Bahia;São Paulo;2;1;C. Casagrande;D. Silvestre Júnior;Itaipava Arena Fonte Nova;11;11;5;4;32%;68%;271;567;20;12;4;2;0;0;5;0;2;8
19;06/08/2017;19:00;Avaí;Santos;0;0;C. dos Santos Oliveira;L. Culpi;Ressacada;12;13;3;3;38%;62%;324;544;22;16;3;1;0;0;1;0;4;8
19;06/08/2017;19:01;Ponte Preta;Vasco da Gama;0;0;G. Kleina;M. Mendes;Moisés Lucarelli;13;6;3;0;49%;51%;377;399;17;16;1;4;0;0;2;0;7;2
20;12/08/2017;15:59;Atlético-GO;Coritiba;1;0;J. P. Sanches;M. de Oliveira Santos;Estádio Olímpico Pedro Ludovico Teixeira;9;10;2;3;51%;49%;331;339;27;20;2;3;0;0;1;0;6;5
20;12/08/2017;19:00;EC Vitória;Avaí;0;1;V. Carmo Mancini;C. dos Santos Oliveira;Barradão;20;8;6;1;60%;40%;424;298;14;11;1;3;0;0;0;2;7;4
20;13/08/2017;11:00;São Paulo;Cruzeiro;3;2;D. Silvestre Júnior;L. Venker de Menezes;Morumbi;9;19;4;4;42%;58%;333;432;19;18;4;3;1;2;0;0;4;7
20;13/08/2017;16:00;Sport Recife;Ponte Preta;0;0;V. Luxemburgo da Silva;G. Kleina;Adelmar da Costa Carvalho;9;9;2;5;70%;30%;681;296;14;10;1;1;0;0;2;1;8;1
20;13/08/2017;16:01;Atlético-MG;Flamengo;2;0;M. Reis Micale;J. de Almeida Filho;Estádio Raimundo Sampaio;20;9;6;1;53%;47%;465;417;22;17;4;1;0;1;1;1;7;5
20;13/08/2017;16:02;Vasco da Gama;Palmeiras;1;1;M. Mendes;A. Stival;Estádio Municipal General Raulino de Oliveira;12;7;2;3;41%;59%;354;530;17;13;1;2;0;0;3;4;9;5
20;13/08/2017;19:01;Athletico-PR;Bahia;4;1;F. Soares Pessoa;C. Casagrande;Estádio Joaquim Américo Guimarães;19;11;9;3;57%;43%;455;344;13;15;2;4;0;0;4;0;8;5
20;13/08/2017;18:59;Botafogo;Grêmio;1;0;J. Ribeiro Ventura;Renato Gaúcho;Estádio Nilton Santos;13;14;7;5;37%;63%;326;541;18;15;3;1;0;0;0;0;4;8
20;14/08/2017;20:01;Santos;Fluminense;0;0;L. Culpi;A. da Silva Braga;Estádio Municipal Paulo Machado de Carvalho;15;7;3;2;53%;47%;522;480;7;10;2;2;0;0;2;2;5;4
20;23/08/2017;19:32;Chapecoense;Corinthians;0;1;V. Eutrópio;F. Carille;Arena Condá;13;7;4;2;34%;66%;292;567;13;7;1;4;0;0;0;2;1;3
21;19/08/2017;16:01;Corinthians;EC Vitória;0;1;F. Carille;V. Carmo Mancini;Neo Química Arena;16;5;4;3;73%;27%;737;290;9;21;1;2;0;0;5;2;9;1
21;19/08/2017;19:00;Flamengo;Atlético-GO;2;0;R. Rueda Rivera;J. P. Sanches;Luso-Brasileiro;17;13;6;3;60%;40%;515;347;12;13;2;3;0;0;7;1;6;3
21;20/08/2017;11:00;Grêmio;Athletico-PR;0;0;Renato Gaúcho;F. Soares Pessoa;Arena do Grêmio;7;14;1;3;53%;47%;507;458;11;26;2;2;0;0;2;0;2;2
21;20/08/2017;16:01;Avaí;São Paulo;1;1;C. dos Santos Oliveira;D. Silvestre Júnior;Ressacada;12;15;3;7;37%;63%;309;522;17;16;1;3;0;0;0;1;5;9
21;20/08/2017;16:02;Bahia;Vasco da Gama;3;0;C. Casagrande;M. Mendes;Itaipava Arena Fonte Nova;11;9;5;0;44%;56%;402;473;18;18;0;4;0;0;2;0;3;6
21;20/08/2017;15:59;Cruzeiro;Sport Recife;2;0;L. Venker de Menezes;V. Luxemburgo da Silva;Mineirão;11;9;5;0;44%;56%;432;526;11;12;1;0;0;0;6;0;5;3
21;20/08/2017;15:59;Ponte Preta;Botafogo;2;1;G. Kleina;J. Ribeiro Ventura;Moisés Lucarelli;12;14;6;1;51%;49%;393;397;18;18;4;4;0;0;1;0;7;3
21;20/08/2017;19:02;Coritiba;Santos;0;0;M. de Oliveira Santos;L. Culpi;Couto Pereira;12;20;4;2;44%;56%;325;428;13;7;3;1;0;0;2;1;8;5
21;20/08/2017;19:00;Palmeiras;Chapecoense;0;2;A. Stival;V. Eutrópio;Allianz Parque;13;13;3;5;71%;29%;572;247;11;24;1;4;0;0;0;0;14;3
21;21/08/2017;20:00;Fluminense;Atlético-MG;2;1;A. da Silva Braga;M. Reis Micale;Maracanã;;;;;;;;;;;;;;;;;;
22;26/08/2017;16:01;Fluminense;Vasco da Gama;0;1;A. da Silva Braga;V. de Morais Filho;Maracanã;8;20;1;4;57%;43%;490;386;14;12;2;4;0;0;1;1;2;1
22;26/08/2017;19:00;Corinthians;Atlético-GO;0;1;F. Carille;J. P. Sanches;Neo Química Arena;31;8;7;3;68%;32%;591;290;15;17;1;5;0;0;0;3;11;4
22;27/08/2017;16:01;Ponte Preta;Atlético-MG;1;2;G. Kleina;D. Giacomini;Moisés Lucarelli;11;16;6;6;41%;59%;353;506;20;19;4;4;0;0;1;2;3;4
22;27/08/2017;15:59;Palmeiras;São Paulo;4;2;A. Stival;D. Silvestre Júnior;Allianz Parque;25;10;8;3;58%;42%;484;364;12;8;1;2;0;0;2;3;8;2
22;27/08/2017;16:02;Bahia;Botafogo;1;2;C. Casagrande;J. Ribeiro Ventura;Itaipava Arena Fonte Nova;13;12;4;4;38%;62%;316;520;14;9;2;0;0;0;2;0;7;3
22;27/08/2017;16:00;Flamengo;Athletico-PR;2;0;R. Rueda Rivera;F. Soares Pessoa;Luso-Brasileiro;17;12;6;3;53%;47%;519;476;6;11;0;2;0;0;2;1;6;1
22;27/08/2017;19:00;Cruzeiro;Santos;1;1;L. Venker de Menezes;L. Culpi;Mineirão;18;9;5;3;55%;45%;466;402;13;18;0;2;0;0;1;1;7;5
22;27/08/2017;19:02;Avaí;Chapecoense;1;0;C. dos Santos Oliveira;V. Eutrópio;Ressacada;9;13;2;3;41%;59%;322;446;18;22;4;5;0;0;6;0;1;7
22;28/08/2017;20:00;Coritiba;EC Vitória;0;1;M. de Oliveira Santos;V. Carmo Mancini;Couto Pereira;9;15;6;5;67%;33%;482;245;18;22;2;2;2;1;2;5;7;3
22;02/09/2017;16:01;Grêmio;Sport Recife;5;0;Renato Gaúcho;V. Luxemburgo da Silva;Arena do Grêmio;14;5;7;2;52%;48%;541;501;8;21;1;5;0;0;2;2;3;2
23;09/09/2017;16:00;Atlético-MG;Palmeiras;1;1;M. Reis Micale;A. Stival;Estádio Raimundo Sampaio;21;9;6;5;62%;38%;455;299;14;18;3;3;0;2;4;3;9;4
23;09/09/2017;17:59;Vasco da Gama;Grêmio;1;0;J. Mannarino;Renato Gaúcho;Estádio Vasco da Gama;8;14;2;3;36%;64%;368;628;18;11;3;0;0;0;0;3;0;8
23;09/09/2017;18:59;São Paulo;Ponte Preta;2;2;D. Silvestre Júnior;Juninho;Morumbi;9;13;3;6;46%;54%;411;453;12;9;2;1;1;0;1;1;3;7
23;10/09/2017;11:02;Athletico-PR;Coritiba;1;1;F. Soares Pessoa;M. de Oliveira Santos;Estádio Joaquim Américo Guimarães;17;4;6;1;64%;36%;504;284;16;15;1;3;0;1;1;2;6;2
23;10/09/2017;16:02;Santos;Corinthians;2;0;L. Culpi;F. Carille;Estádio Urbano Caldeira;14;14;8;4;44%;56%;364;463;9;17;3;5;0;0;3;3;5;5
23;10/09/2017;10:50;Sport Recife;Avaí;0;1;V. Luxemburgo da Silva;C. dos Santos Oliveira;Adelmar da Costa Carvalho;27;11;3;5;74%;26%;630;243;13;17;4;5;0;0;2;3;9;3
23;10/09/2017;16:00;EC Vitória;Fluminense;2;2;V. Carmo Mancini;A. da Silva Braga;Barradão;19;8;4;4;55%;45%;417;365;9;11;1;3;0;1;2;2;6;3
23;10/09/2017;19:02;Chapecoense;Cruzeiro;1;2;E. Hartkopp;L. Venker de Menezes;Arena Condá;15;13;6;7;56%;44%;421;363;15;17;2;1;0;0;3;3;9;3
23;10/09/2017;18:59;Botafogo;Flamengo;2;0;J. Ribeiro Ventura;R. Rueda Rivera;Estádio Nilton Santos;16;17;5;2;42%;58%;332;434;10;16;0;0;0;0;1;2;5;15
23;11/09/2017;20:00;Atlético-GO;Bahia;1;1;J. P. Sanches;C. Casagrande;Estádio Olímpico Pedro Ludovico Teixeira;10;11;3;4;43%;57%;355;462;16;11;1;2;0;0;4;3;5;8
24;16/09/2017;18:59;Botafogo;Santos;2;0;J. Ribeiro Ventura;L. Culpi;Estádio Nilton Santos;15;15;8;0;51%;49%;459;446;14;12;2;2;0;0;0;1;4;10
24;16/09/2017;21:00;Ponte Preta;Atlético-GO;1;3;G. Kleina;J. P. Sanches;Moisés Lucarelli;14;17;4;8;55%;45%;477;405;22;20;2;2;0;0;1;2;6;3
24;17/09/2017;11:01;Avaí;Atlético-MG;1;1;C. dos Santos Oliveira;M. Reis Micale;Ressacada;9;17;1;4;32%;68%;284;611;17;16;2;2;0;1;1;0;4;5
24;17/09/2017;16:00;Grêmio;Chapecoense;0;1;Renato Gaúcho;E. Hartkopp;Arena do Grêmio;17;8;4;5;77%;23%;686;195;6;19;1;5;0;0;8;0;9;6
24;17/09/2017;16:02;Corinthians;Vasco da Gama;1;0;F. Carille;J. Mannarino;Neo Química Arena;16;13;3;4;58%;42%;558;425;15;9;1;2;0;0;3;0;7;6
24;17/09/2017;16:02;Athletico-PR;Fluminense;3;1;F. Soares Pessoa;A. da Silva Braga;Estádio Joaquim Américo Guimarães;16;10;8;2;54%;46%;475;423;15;13;3;3;0;0;7;4;5;3
24;17/09/2017;16:00;EC Vitória;São Paulo;1;2;V. Carmo Mancini;D. Silvestre Júnior;Barradão;14;17;5;7;44%;56%;345;457;21;16;3;2;0;0;3;1;3;8
24;17/09/2017;16:00;Flamengo;Sport Recife;2;0;R. Rueda Rivera;V. Luxemburgo da Silva;Luso-Brasileiro;14;6;4;2;57%;43%;531;396;13;18;0;3;0;1;2;2;2;5
24;17/09/2017;19:00;Cruzeiro;Bahia;1;0;L. Venker de Menezes;C. Casagrande;Mineirão;11;13;5;5;51%;49%;376;371;12;19;5;1;1;0;0;0;12;10
24;18/09/2017;20:01;Palmeiras;Coritiba;1;0;A. Stival;M. de Oliveira Santos;Estádio Municipal Paulo Machado de Carvalho;17;5;8;2;48%;52%;350;375;18;17;3;3;0;0;1;3;10;6
25;23/09/2017;18:59;Flamengo;Avaí;1;1;R. Rueda Rivera;C. dos Santos Oliveira;Luso-Brasileiro;30;12;8;5;69%;31%;515;232;14;16;2;0;0;0;0;0;11;8
25;23/09/2017;21:01;Santos;Athletico-PR;1;0;L. Culpi;F. Soares Pessoa;Estádio Urbano Caldeira;21;17;6;5;44%;56%;484;595;7;14;1;1;0;0;1;1;4;6
25;24/09/2017;11:00;São Paulo;Corinthians;1;1;D. Silvestre Júnior;F. Carille;Morumbi;13;11;6;2;48%;52%;474;511;13;12;2;4;0;0;3;2;7;4
25;24/09/2017;16:01;Chapecoense;Ponte Preta;1;0;E. Hartkopp;E. Baptista;Arena Condá;12;10;4;2;42%;58%;340;459;16;19;4;3;0;0;0;0;6;3
25;24/09/2017;16:00;Coritiba;Botafogo;2;3;M. de Oliveira Santos;J. Ribeiro Ventura;Couto Pereira;16;9;4;5;48%;52%;328;360;20;19;2;3;0;0;2;2;7;3
25;24/09/2017;15:59;Atlético-GO;Cruzeiro;1;2;J. P. Sanches;L. Venker de Menezes;Estádio Olímpico Pedro Ludovico Teixeira;20;13;4;2;55%;45%;455;392;16;18;4;2;0;0;2;0;4;6
25;24/09/2017;16:00;Fluminense;Palmeiras;0;1;A. da Silva Braga;A. Stival;Maracanã;8;15;2;4;51%;49%;409;403;26;9;2;2;0;0;2;1;9;5
25;24/09/2017;19:00;Atlético-MG;EC Vitória;1;3;M. Reis Micale;V. Carmo Mancini;Estádio Raimundo Sampaio;9;7;4;3;67%;33%;575;296;10;21;1;2;0;0;1;4;5;4
25;24/09/2017;19:02;Bahia;Grêmio;1;0;M. de Almeida Copertino;Renato Gaúcho;Itaipava Arena Fonte Nova;15;14;6;4;41%;59%;349;493;18;17;4;5;0;0;1;1;3;4
25;25/09/2017;20:01;Sport Recife;Vasco da Gama;1;1;V. Luxemburgo da Silva;J. Mannarino;Adelmar da Costa Carvalho;13;13;3;2;49%;51%;378;399;13;16;1;4;1;0;3;1;10;3
26;30/09/2017;15:59;Vasco da Gama;Chapecoense;1;1;J. Mannarino;E. Hartkopp;Estádio Vasco da Gama;22;13;8;5;65%;35%;566;300;15;22;3;0;0;0;1;2;3;4
26;30/09/2017;16:00;Bahia;Coritiba;1;1;C. Casagrande;M. de Oliveira Santos;Itaipava Arena Fonte Nova;11;12;3;2;53%;47%;438;389;13;18;4;5;0;0;1;3;5;3
26;30/09/2017;19:02;Palmeiras;Santos;0;1;A. Stival;L. Culpi;Allianz Parque;17;9;1;4;62%;38%;361;236;18;22;3;5;0;0;2;3;10;1
26;01/10/2017;16:00;Cruzeiro;Corinthians;1;1;L. Venker de Menezes;F. Carille;Mineirão;11;10;3;5;42%;58%;425;574;15;14;3;4;0;0;2;3;5;5
26;01/10/2017;16:00;Botafogo;EC Vitória;2;3;J. Ribeiro Ventura;V. Carmo Mancini;Estádio Nilton Santos;11;14;5;5;53%;47%;429;384;11;21;2;2;1;0;3;1;1;4
26;01/10/2017;16:01;São Paulo;Sport Recife;1;0;D. Silvestre Júnior;V. Luxemburgo da Silva;Morumbi;7;15;7;5;46%;54%;451;496;12;15;0;2;0;0;0;0;5;8
26;01/10/2017;16:00;Grêmio;Fluminense;1;0;Renato Gaúcho;A. da Silva Braga;Arena do Grêmio;21;9;10;2;63%;37%;588;356;12;18;1;2;0;0;5;1;6;2
26;01/10/2017;16:03;Avaí;Atlético-GO;0;2;C. dos Santos Oliveira;J. P. Sanches;Ressacada;8;10;1;4;52%;48%;417;419;14;24;2;2;0;0;2;0;7;3
26;01/10/2017;19:01;Athletico-PR;Atlético-MG;0;2;F. Soares Pessoa;O. de Oliveira Filho;Estádio Joaquim Américo Guimarães;18;6;5;3;63%;37%;569;337;17;16;1;4;0;0;1;1;13;6
26;02/10/2017;19:59;Ponte Preta;Flamengo;1;0;E. Baptista;R. Rueda Rivera;Moisés Lucarelli;7;12;3;1;31%;69%;241;518;23;17;5;3;1;0;0;2;2;4
28;07/10/2017;16:00;Cruzeiro;Ponte Preta;2;1;L. Venker de Menezes;E. Baptista;Mineirão;17;6;6;4;68%;32%;615;305;8;12;5;0;0;1;3;1;9;3
28;14/10/2017;19:00;Vasco da Gama;Botafogo;1;0;J. Mannarino;J. Ribeiro Ventura;Maracanã;11;17;1;2;39%;61%;325;513;16;13;5;3;0;0;0;1;7;1
28;14/10/2017;21:01;São Paulo;Athletico-PR;2;1;D. Silvestre Júnior;F. Soares Pessoa;Estádio Municipal Paulo Machado de Carvalho;23;7;8;2;56%;44%;583;461;6;12;1;2;0;1;0;1;6;0
