rodada;data;hora;time_casa;time_fora;gols_casa;gols_fora;tecnico_casa;tecnico_fora;estadio;stat_chutes_casa;stat_chutes_fora;stat_chutes_a_gol_casa;stat_chutes_a_gol_fora;stat_posse_de_bola_casa;stat_posse_de_bola_fora;stat_passes_casa;stat_passes_fora;stat_faltas_casa;stat_faltas_fora;stat_cartões_amarelos_casa;stat_cartões_amarelos_fora;stat_cartões_vermelhos_casa;stat_cartões_vermelhos_fora;stat_impedimentos_casa;stat_impedimentos_fora;stat_escanteios_casa;stat_escanteios_fora
7;10/06/2015;19:30;Atlético-MG;Santos;2;2;L. Culpi;M. Fernandes;Estádio Raimundo Sampaio;18;10;0;0;63%;37%;520;320;8;15;1;4;0;0;4;4;12;5
7;13/06/2015;16:33;Coritiba;Flamengo;0;1;N. da Silveira Júnior;C. Borges dos Santos;Couto Pereira;12;8;0;0;57%;43%;478;380;17;14;2;3;0;1;0;2;8;2
7;13/06/2015;16:32;Chapecoense;São Paulo;0;1;V. Eutrópio;J. Osorio;Arena Condá;15;5;0;0;60%;40%;460;322;5;29;2;4;0;0;3;1;7;3
7;13/06/2015;16:30;Corinthians;Internacional;2;1;A. Bacchi;D. Aguirre Camblor;Neo Química Arena;13;12;0;0;48%;52%;392;427;10;9;0;2;0;0;4;1;4;7
7;13/06/2015;20:58;Sport Recife;Joinville;2;1;E. Baptista;A. Batista;Adelmar da Costa Carvalho;10;21;0;0;47%;53%;379;417;10;13;0;4;0;0;7;2;3;6
7;13/06/2015;21:01;Vasco da Gama;Cruzeiro;1;3;D. Ghidoni Junior;V. Luxemburgo da Silva;Estádio Vasco da Gama;14;8;0;0;60%;40%;536;362;13;25;2;4;0;0;3;1;6;0
7;14/06/2015;10:59;Ponte Preta;Goiás;0;0;A. Ferreira;H. Pinto dos Anjos;Moisés Lucarelli;16;17;0;0;62%;38%;430;279;24;19;3;3;0;0;3;1;5;6
7;14/06/2015;15:59;Avaí;Figueirense;1;1;G. Kleina;A. Fucks;Ressacada;8;9;0;0;58%;42%;304;229;14;26;4;3;0;0;0;4;5;2
7;14/06/2015;15:58;Palmeiras;Fluminense;2;1;A. Valentim do Carmo Neto;E. Alves Moreira;Allianz Parque;25;6;11;3;68%;32%;564;283;6;13;0;6;0;2;1;0;7;2
7;14/06/2015;16:00;Grêmio;Athletico-PR;2;1;R. Machado Marques;M. Mendes;Arena do Grêmio;20;12;0;0;56%;44%;428;344;8;22;1;4;0;0;6;0;13;7
8;18/06/2015;21:03;Figueirense;Internacional;0;0;A. Fucks;D. Aguirre Camblor;Orlando Scarpelli;14;14;0;0;39%;61%;267;425;16;18;4;2;0;0;2;0;4;4
8;20/06/2015;16:30;Sport Recife;Vasco da Gama;2;1;E. Baptista;D. Ghidoni Junior;Arena de Pernambuco;12;9;0;0;46%;54%;425;482;10;12;2;3;0;0;1;0;4;4
8;20/06/2015;16:30;Flamengo;Atlético-MG;0;2;C. Borges dos Santos;L. Culpi;Maracanã;12;8;0;0;54%;46%;504;457;8;14;0;0;0;1;1;1;4;3
8;20/06/2015;16:33;Santos;Corinthians;1;0;M. Fernandes;A. Bacchi;Estádio Urbano Caldeira;10;10;0;0;41%;59%;351;502;19;17;4;3;1;1;4;1;6;7
8;20/06/2015;21:01;Grêmio;Palmeiras;1;0;R. Machado Marques;M. de Oliveira Santos;Arena do Grêmio;12;14;0;0;49%;51%;485;476;11;9;4;3;0;0;7;0;1;7
8;21/06/2015;11:01;Cruzeiro;Chapecoense;0;1;V. Luxemburgo da Silva;V. Eutrópio;Mineirão;14;6;0;0;62%;38%;526;323;9;16;4;3;0;0;2;1;5;4
8;21/06/2015;15:59;Joinville;Goiás;2;1;A. Batista;H. Pinto dos Anjos;Arena Joinville;12;15;0;0;48%;52%;377;394;13;12;4;4;1;1;0;2;3;11
8;21/06/2015;16:01;Athletico-PR;Coritiba;2;2;M. Mendes;N. da Silveira Júnior;Estádio Joaquim Américo Guimarães;17;15;0;0;51%;49%;381;384;10;20;2;3;0;2;4;2;2;3
8;21/06/2015;16:00;São Paulo;Avaí;1;1;J. Osorio;G. Kleina;Morumbi;16;13;0;0;58%;42%;414;314;14;13;1;5;0;0;9;1;9;9
8;24/06/2015;19:30;Fluminense;Ponte Preta;2;0;E. Alves Moreira;A. Ferreira;Maracanã;21;11;6;3;48%;52%;452;473;16;18;2;3;0;0;1;0;3;6
9;27/06/2015;16:01;Avaí;Grêmio;1;2;G. Kleina;R. Machado Marques;Ressacada;12;7;0;0;50%;50%;375;406;14;16;3;3;0;0;1;3;12;4
9;27/06/2015;16:01;Chapecoense;Sport Recife;1;1;V. Eutrópio;E. Baptista;Arena Condá;14;14;0;0;64%;36%;433;265;7;16;1;6;0;0;2;1;16;3
9;27/06/2015;21:00;Corinthians;Figueirense;2;1;A. Bacchi;A. Fucks;Neo Química Arena;13;6;0;0;52%;48%;473;452;10;11;0;2;0;0;1;3;7;3
9;28/06/2015;10:59;Atlético-MG;Joinville;1;0;L. Culpi;A. Batista;Mineirão;13;7;0;0;58%;42%;505;376;11;13;2;1;0;0;4;7;10;3
9;28/06/2015;15:59;Palmeiras;São Paulo;4;0;M. de Oliveira Santos;J. Osorio;Allianz Parque;13;9;0;0;40%;60%;344;503;18;14;1;3;0;0;2;3;8;2
9;28/06/2015;15:59;Goiás;Fluminense;1;2;A. César;E. Alves Moreira;Estádio do Governo do Estado de Goiás (Serra Dourada);19;10;6;5;46%;54%;371;443;15;12;2;2;0;1;6;1;13;3
9;28/06/2015;16:02;Ponte Preta;Athletico-PR;2;1;A. Ferreira;M. Mendes;Moisés Lucarelli;14;18;0;0;52%;48%;408;371;16;27;1;2;0;0;2;1;6;5
9;28/06/2015;16:03;Coritiba;Cruzeiro;1;0;N. da Silveira Júnior;V. Luxemburgo da Silva;Couto Pereira;12;11;0;0;49%;51%;362;373;22;15;5;5;0;0;4;3;3;2
9;28/06/2015;18:31;Vasco da Gama;Flamengo;1;0;C. Juarez Roth;C. Borges dos Santos;Arena Pantanal;6;6;0;0;32%;68%;255;535;18;10;4;0;0;0;1;7;2;10
9;28/06/2015;18:31;Internacional;Santos;1;0;D. Aguirre Camblor;M. Fernandes;Estádio José Pinheiro Borda;12;16;0;0;61%;39%;506;324;4;12;3;2;0;1;2;3;8;7
10;01/07/2015;19:31;Sport Recife;Internacional;3;0;E. Baptista;D. Aguirre Camblor;Adelmar da Costa Carvalho;13;12;0;0;40%;60%;322;469;13;8;2;2;0;1;2;3;6;7
10;01/07/2015;19:31;Vasco da Gama;Avaí;1;0;C. Juarez Roth;G. Kleina;Estádio Vasco da Gama;13;13;0;0;48%;52%;375;404;16;11;3;2;1;1;6;1;6;6
10;01/07/2015;21:00;Palmeiras;Chapecoense;2;0;M. de Oliveira Santos;V. Eutrópio;Allianz Parque;16;8;0;0;48%;52%;428;472;15;17;0;3;0;0;4;2;2;3
10;01/07/2015;21:00;Atlético-MG;Coritiba;2;0;L. Culpi;N. da Silveira Júnior;Estádio Raimundo Sampaio;16;10;0;0;60%;40%;564;394;8;11;3;5;0;0;6;5;3;4
10;01/07/2015;22:01;Joinville;Flamengo;0;1;A. Batista;C. Borges dos Santos;Arena Joinville;8;11;0;0;63%;37%;580;337;14;11;3;2;0;0;1;4;3;3
10;01/07/2015;22:00;Grêmio;Cruzeiro;1;0;R. Machado Marques;V. Luxemburgo da Silva;Arena do Grêmio;22;14;0;0;58%;42%;478;353;21;21;5;6;0;0;1;0;13;2
10;01/07/2015;22:01;Athletico-PR;São Paulo;2;1;M. Mendes;J. Osorio;Estádio Joaquim Américo Guimarães;11;10;0;0;46%;54%;432;501;17;8;2;0;0;0;1;3;4;2
10;02/07/2015;19:33;Corinthians;Ponte Preta;2;0;A. Bacchi;A. Ferreira;Neo Química Arena;17;11;0;0;46%;54%;468;522;5;12;1;2;0;0;0;2;5;5
10;02/07/2015;19:29;Figueirense;Goiás;3;1;A. Fucks;A. César;Orlando Scarpelli;10;16;0;0;46%;54%;395;443;17;20;1;2;1;0;1;1;1;4
10;02/07/2015;20:59;Fluminense;Santos;2;1;E. Alves Moreira;M. Fernandes;Maracanã;8;9;0;0;52%;48%;442;424;7;21;2;3;0;0;1;1;1;3
11;04/07/2015;15:01;Coritiba;Joinville;0;0;N. da Silveira Júnior;A. Batista;Couto Pereira;12;6;0;0;59%;41%;454;333;22;17;1;2;0;0;4;2;5;4
11;04/07/2015;21:03;Chapecoense;Vasco da Gama;1;0;V. Eutrópio;C. Juarez Roth;Arena Condá;19;7;0;0;68%;32%;508;261;12;12;1;1;0;2;2;0;14;4
11;04/07/2015;21:01;Cruzeiro;Athletico-PR;2;0;V. Luxemburgo da Silva;M. Mendes;Mineirão;18;5;0;0;54%;46%;424;370;10;18;0;2;0;1;1;1;6;4
11;05/07/2015;11:02;Avaí;Sport Recife;2;2;G. Kleina;E. Baptista;Ressacada;13;11;0;0;37%;63%;293;500;16;14;5;2;1;0;4;2;5;9
11;05/07/2015;15:59;Goiás;Corinthians;0;0;A. César;A. Bacchi;Estádio do Governo do Estado de Goiás (Serra Dourada);6;14;0;0;38%;62%;382;605;12;12;2;2;0;0;3;1;5;7
11;05/07/2015;16:03;São Paulo;Fluminense;0;0;J. Osorio;E. Alves Moreira;Morumbi;14;7;0;0;60%;40%;492;333;18;16;1;2;0;0;3;2;7;4
11;05/07/2015;16:02;Santos;Grêmio;1;3;M. Fernandes;R. Machado Marques;Estádio Urbano Caldeira;7;17;0;0;41%;59%;462;654;13;12;3;1;1;0;0;2;1;2
11;05/07/2015;18:28;Ponte Preta;Palmeiras;0;2;A. Ferreira;M. de Oliveira Santos;Arena Pantanal;19;9;0;0;53%;47%;506;464;12;22;3;3;0;0;1;1;1;5
11;05/07/2015;18:29;Flamengo;Figueirense;1;2;C. Borges dos Santos;A. Fucks;Maracanã;12;9;0;0;62%;38%;549;346;9;20;3;2;0;0;4;3;8;5
11;05/07/2015;18:31;Internacional;Atlético-MG;1;3;D. Aguirre Camblor;L. Culpi;Estádio José Pinheiro Borda;11;19;0;0;46%;54%;452;537;5;11;1;3;1;0;5;0;6;4
12;08/07/2015;19:32;Chapecoense;Grêmio;1;0;V. Eutrópio;R. Machado Marques;Arena Condá;12;10;0;0;41%;59%;365;529;8;7;1;2;0;0;0;3;5;8
12;08/07/2015;19:29;Goiás;Santos;4;1;J. Camargo;M. Fernandes;Estádio do Governo do Estado de Goiás (Serra Dourada);14;8;0;0;41%;59%;374;546;7;8;0;3;0;0;1;1;7;5
12;08/07/2015;19:32;Coritiba;Ponte Preta;0;0;N. da Silveira Júnior;A. Ferreira;Couto Pereira;19;8;0;0;52%;48%;422;396;18;17;4;6;0;0;1;6;7;2
12;08/07/2015;21:02;Figueirense;Joinville;0;2;A. Fucks;A. Batista;Orlando Scarpelli;13;11;0;0;52%;48%;337;325;11;21;1;2;0;0;2;0;7;10
12;08/07/2015;20:58;Palmeiras;Avaí;3;0;M. de Oliveira Santos;G. Kleina;Allianz Parque;18;12;0;0;57%;43%;430;329;12;11;2;6;0;0;2;1;11;2
12;08/07/2015;21:58;Atlético-MG;Sport Recife;2;1;L. Culpi;E. Baptista;Mineirão;12;10;0;0;54%;46%;462;404;17;12;2;2;0;0;7;0;9;5
12;08/07/2015;21:59;Internacional;Flamengo;1;2;D. Aguirre Camblor;C. Borges dos Santos;Estádio José Pinheiro Borda;9;8;0;0;60%;40%;563;385;17;19;3;2;0;0;2;5;3;2
12;08/07/2015;22:00;Vasco da Gama;São Paulo;0;4;C. Juarez Roth;J. Osorio;Estádio Nacional de Brasília;14;10;0;0;48%;52%;475;507;12;10;3;0;0;0;0;4;8;2
12;09/07/2015;19:29;Corinthians;Athletico-PR;2;0;A. Bacchi;M. Mendes;Neo Química Arena;8;11;0;0;47%;53%;453;478;6;13;1;2;0;0;1;3;3;8
12;09/07/2015;21:00;Fluminense;Cruzeiro;1;0;E. Alves Moreira;V. Luxemburgo da Silva;Maracanã;15;8;0;0;39%;61%;297;454;10;15;2;2;0;0;5;1;6;5
13;11/07/2015;18:29;Santos;Figueirense;3;0;D. Silvestre Júnior;A. Fucks;Estádio Urbano Caldeira;14;5;0;0;48%;52%;391;419;12;12;1;5;0;0;2;1;6;2
13;11/07/2015;18:31;Grêmio;Vasco da Gama;2;0;R. Machado Marques;C. Juarez Roth;Arena do Grêmio;21;7;0;0;62%;38%;590;372;16;12;1;3;0;0;0;0;6;3
13;11/07/2015;21:00;Ponte Preta;Atlético-MG;0;2;A. Ferreira;L. Culpi;Moisés Lucarelli;11;13;0;0;44%;56%;406;503;13;19;1;3;0;0;2;0;4;4
13;12/07/2015;11:01;São Paulo;Coritiba;3;1;J. Osorio;N. da Silveira Júnior;Morumbi;16;10;0;0;53%;47%;447;397;18;14;1;3;0;0;5;3;2;10
13;12/07/2015;16:01;Joinville;Internacional;0;2;A. Batista;D. Aguirre Camblor;Arena Joinville;8;7;0;0;63%;37%;456;283;17;19;4;3;0;0;4;3;6;2
13;12/07/2015;16:00;Flamengo;Corinthians;0;3;C. Borges dos Santos;A. Bacchi;Maracanã;16;8;0;0;60%;40%;535;394;7;15;0;2;0;0;7;1;13;1
13;12/07/2015;16:01;Athletico-PR;Fluminense;1;2;M. Mendes;E. Alves Moreira;Estádio Joaquim Américo Guimarães;23;9;0;0;59%;41%;456;322;12;11;1;2;0;0;1;2;10;2
13;12/07/2015;16:01;Cruzeiro;Goiás;1;0;V. Luxemburgo da Silva;J. Camargo;Mineirão;22;3;0;0;64%;36%;537;315;17;13;2;1;0;0;0;1;11;2
13;12/07/2015;18:31;Sport Recife;Palmeiras;2;2;E. Baptista;M. de Oliveira Santos;Arena de Pernambuco;11;12;0;0;59%;41%;506;351;10;17;2;1;0;0;5;3;6;4
13;12/07/2015;18:31;Avaí;Chapecoense;2;1;G. Kleina;V. Eutrópio;Ressacada;14;13;0;0;39%;61%;280;433;15;14;4;2;0;0;4;1;6;7
14;18/07/2015;18:28;Internacional;Goiás;2;1;D. Aguirre Camblor;J. Camargo;Estádio José Pinheiro Borda;8;10;0;0;63%;37%;540;315;18;12;1;1;0;0;1;4;6;5
14;18/07/2015;18:29;Flamengo;Grêmio;1;0;C. Borges dos Santos;R. Machado Marques;Maracanã;21;6;0;0;39%;61%;323;506;12;11;1;5;0;0;1;1;7;4
14;18/07/2015;21:05;Corinthians;Atlético-MG;1;0;A. Bacchi;L. Culpi;Neo Química Arena;8;16;0;0;44%;56%;392;467;12;15;1;1;0;0;4;2;2;6
14;19/07/2015;11:02;Athletico-PR;Chapecoense;1;0;M. Mendes;V. Eutrópio;Estádio Joaquim Américo Guimarães;20;10;0;0;56%;44%;439;350;14;13;2;3;0;0;2;4;7;1
14;19/07/2015;16:01;Figueirense;Coritiba;0;0;A. Fucks;N. da Silveira Júnior;Orlando Scarpelli;9;12;0;0;41%;59%;356;523;20;18;1;2;0;0;2;0;2;2
14;19/07/2015;16:02;Sport Recife;São Paulo;2;0;E. Baptista;J. Osorio;Arena de Pernambuco;15;7;0;0;46%;54%;408;468;9;12;1;0;0;2;4;8;2;3
14;19/07/2015;16:01;Fluminense;Vasco da Gama;1;2;E. Alves Moreira;C. Juarez Roth;Maracanã;16;8;0;0;58%;42%;375;287;15;17;2;6;0;0;0;2;9;2
14;19/07/2015;16:01;Palmeiras;Santos;1;0;M. de Oliveira Santos;D. Silvestre Júnior;Allianz Parque;9;14;0;0;44%;56%;301;374;24;10;3;3;0;0;3;3;2;5
